HLsphMag1	NCBI	GCA_010076225.1	Spheniscus magellanicus
HLsphMen1	NCBI	GCA_010077915.1	Spheniscus mendiculus
HLsphMen2	NCBI	GCA_003264655.1	Spheniscus mendiculus
HLspiTyr1	NCBI	GCA_013399215.1	Spizaetus tyrannus
HLspoHyp1	NCBI	GCA_002167245.1	Sporophila hypoxantha
HLsteDen1	NCBI	GCA_013397095.1	Sterrhoptilus dennistouni
HLsteHir1	NCBI	GCA_009819605.1	Sterna hirundo
HLstePar1	NCBI	GCA_013396915.1	Stercorarius parasiticus
HLstiNae1	NCBI	GCA_011074415.1	Stictonetta naevosa
HLstrCin1	NCBI	GCA_013397865.1	Struthidea cinerea
HLstrHab1	NCBI	GCA_004027225.1	Strigops habroptila
HLstrOcc1	NCBI	GCA_002372975.1	Strix occidentalis caurina
HLstrOccCau2	NCBI	GCA_002372975.2	Strix occidentalis caurina
HLstrTur1	NCBI	GCA_901699155.1	Streptopelia turtur
HLstuVul1	NCBI	GCA_001447265.1	Sturnus vulgaris
HLsulDac1	NCBI	GCA_013389905.1	Sula dactylatra
HLsylAtr1	NCBI	GCA_009819655.1	Sylvia atricapilla
HLsylBor1	NCBI	GCA_014839755.1	Sylvia borin
HLsylVir1	NCBI	GCA_013399515.1	Sylvietta virens
HLsyrMik1	NCBI	GCA_003435085.1	Syrmaticus mikado
HLtacRub1	NCBI	GCA_013396555.1	Tachuris rubrigastra
HLtaeGut4	NCBI	GCA_003957565.2	Taeniopygia guttata
HLtauEry1	NCBI	GCA_009769465.1	Tauraco erythrolophus
HLtetTet1	NCBI	GCA_009806455.1	Tetrax tetrax
HLtheCae1	NCBI	GCA_020745775.1	Theristicus caerulescens
HLthiOrb1	NCBI	GCA_013400375.1	Thinocorus orbignyianus
HLthrLud1	NCBI	GCA_013397245.1	Thryothorus ludovicianus
HLtodMex1	NCBI	GCA_013389965.1	Todus mexicanus
HLtoxRed1	NCBI	GCA_013397375.1	Toxostoma redivivum
HLtriLeu1	NCBI	GCA_013400475.1	Tricholaema leucomelas
HLtroMel1	NCBI	GCA_013399275.1	Trogon melanurus
HLtroSur1	NCBI	GCA_020746105.1	Trogon surrucura
HLturRuf1	NCBI	GCA_013186435.1	Turdus rufiventris
HLturVel1	NCBI	GCA_013400935.1	Turnix velox
HLtymCup1	NCBI	GCA_001870855.1	Tympanuchus cupido pinnatus
HLtyrSav1	NCBI	GCA_013399735.1	Tyrannus savana
HLtytAlb2	NCBI	GCA_902150015.1	Tyto alba alba
HLtytAlb3	NCBI	GCF_018691265.1	Tyto alba
HLupuEpo1	NCBI	GCA_013397515.1	Upupa epops
HLuriAal1	NCBI	GCA_013401055.1	Uria aalge
HLuriLom1	NCBI	GCA_002289315.1	Uria lomvia
HLuriPel1	NCBI	GCA_002173435.1	Phalacrocorax pelagicus
HLuroInd1	NCBI	GCA_013401255.1	Urocolius indicus
HLuroPyl1	NCBI	GCA_013397555.1	Urocynchramus pylzowi
HLvidCha1	NCBI	GCA_013398495.1	Vidua chalybeata
HLvidMac1	NCBI	GCA_013400395.1	Vidua macroura
HLvirAlt1	NCBI	GCA_013396875.1	Vireo altiloquus
HLwilVidNig1	NCBI	GCA_021164005.1	Willisornis vidua nigrigula
HLxipEle1	NCBI	GCA_013401175.1	Xiphorhynchus elegans
HLzosBor1	NCBI	GCA_007252995.1	Zosterops borbonicus
HLzosHyp1	NCBI	GCA_013399795.1	Zosterops hypoxanthus
HLzosJap1	NCBI	GCA_017612475.1	Zosterops japonicus
HLzosLat1	NCBI	GCA_001281735.1	Zosterops lateralis melanops
HLzosPal1	NCBI	GCA_007556475.1	Zosterops pallidus
acaChl1	NCBI	GCF_000695815.1	Acanthisitta chloris
amaVit1	NCBI	GCA_000332375.1	Amazona vittata
aptFor1	NCBI	GCF_000699145.1	Aptenodytes forsteri
aptMan1	NCBI	GCF_001039765.1	Apteryx mantelli mantelli
araMac1	NCBI	GCA_000400695.1	Ara macao
capCar1	NCBI	GCF_000700745.1	Antrostomus carolinensis
chaVoc2	NCBI	GCF_000708025.1	Charadrius vociferus
chlUnd1	NCBI	GCF_000695195.1	Chlamydotis macqueenii
colStr1	NCBI	GCF_000690715.1	Colius striatus
corBra1	NCBI	GCF_000691975.1	Corvus brachyrhynchos
cotJap2	NCBI	GCF_001577835.1	Coturnix japonica
cucCan1	NCBI	GCF_000709325.1	Cuculus canorus
egrGar1	NCBI	GCF_000687185.1	Egretta garzetta
eurHel1	NCBI	GCF_000690775.1	Eurypyga helias
falChe1	NCBI	GCF_000337975.1	Falco cherrug
falPer1	NCBI	GCF_000337955.1	Falco peregrinus
ficAlb2	NCBI	GCF_000247815.1	Ficedula albicollis
fulGla1	NCBI	GCF_000690835.1	Fulmarus glacialis
gavSte1	NCBI	GCF_000690875.1	Gavia stellata
geoFor1	NCBI	GCF_000277835.1	Geospiza fortis
halLeu1	NCBI	GCF_000737465.1	Haliaeetus leucocephalus
lepDis1	NCBI	GCF_000691785.1	Leptosomus discolor
melGal5	NCBI	GCF_000146605.2	Meleagris gallopavo
mesUni1	NCBI	GCF_000695765.1	Mesitornis unicolor
nipNip1	NCBI	GCF_000708225.1	Nipponia nippon
opiHoa1	NCBI	GCF_000692075.1	Opisthocomus hoazin
pelCri1	NCBI	GCF_000687375.1	Pelecanus crispus
phaCar1	NCBI	GCF_000708925.1	Phalacrocorax carbo
phaLep1	NCBI	GCF_000687285.1	Phaethon lepturus
pseHum1	NCBI	GCF_000331425.1	Pseudopodoces humilis
pygAde1	NCBI	GCF_000699105.1	Pygoscelis adeliae
strCam1	NCBI	GCF_000698965.1	Struthio camelus australis
tinGut2	NCBI	GCF_000705375.1	Tinamus guttatus
zonAlb1	NCBI	GCF_000385455.1	Zonotrichia albicollis
