accession	label	cell_type	tissue	_source_name	_study	__sample	__bsrate	__meth	__depth	__mapping	__uniq	__sites	__hmr_size	__hmr_count	__pmd_size	__pmd_count
SRX8058307	Brain Ovary And Thorax Of Each Newly Emerged Queen	NA	brain, ovary and thorax of each newly emerged queen	NA	SRP255221	SRS6427606	0.984	0.019	28.332	0.673	0.764	0.982	78077.22	1966	213446.63	596
SRX8058308	Brain Ovary And Thorax Of Each Newly Emerged Queen	NA	brain, ovary and thorax of each newly emerged queen	NA	SRP255221	SRS6427607	0.988	0.015	35.204	0.702	0.748	0.982	76626.44	2013	192270.38	703
SRX8058309	Brain Ovary And Thorax Of Each Newly Emerged Queen	NA	brain, ovary and thorax of each newly emerged queen	NA	SRP255221	SRS6427608	0.984	0.018	36.649	0.695	0.683	0.984	77159.28	2002	202076.57	648
SRX8058310	Brain Ovary And Thorax Of Each Newly Emerged Queen	NA	brain, ovary and thorax of each newly emerged queen	NA	SRP255221	SRS6427609	0.988	0.015	33.576	0.737	0.795	0.981	76557.14	2015	201555.87	649
SRX8058311	Brain Ovary And Thorax Of Each Newly Emerged Queen	NA	brain, ovary and thorax of each newly emerged queen	NA	SRP255221	SRS6427610	0.988	0.016	31.389	0.734	0.716	0.982	76314.29	2024	197001.35	675
SRX8058312	Brain Ovary And Thorax Of Each Newly Emerged Queen	NA	brain, ovary and thorax of each newly emerged queen	NA	SRP255221	SRS6427611	0.996	0.010	27.998	0.727	0.750	0.980	75494.01	2052	17525.71	59
SRX8058313	Brain Ovary And Thorax Of Each Newly Emerged Queen	NA	brain, ovary and thorax of each newly emerged queen	NA	SRP255221	SRS6427612	0.985	0.017	36.044	0.732	0.779	0.984	77345.37	1994	205441.7	635
SRX866640	Eviscerated Abdomen With Attached Fat Bodies	NA	Eviscerated abdomen with attached fat bodies	pool of 9 eviscerated abdomen with attached fat bodies	SRP053236	SRS837595	0.996	0.009	35.927	0.796	0.905	0.979	77763.05	1987	25649.3	61
SRX866641	Eviscerated Abdomen With Attached Fat Bodies	NA	Eviscerated abdomen with attached fat bodies	pool of 9 eviscerated abdomen with attached fat bodies	SRP053236	SRS837594	0.996	0.011	31.144	0.791	0.897	0.980	77564.17	1996	16514.08	53
SRX8667497	Larva	NA	larva	NA	SRP270027	SRS6947799	0.974	0.020	23.657	0.722	0.671	0.975	54911.41	2613	212689.19	595
SRX8667498	Larva	NA	larva	NA	SRP270027	SRS6947799	0.973	0.020	25.332	0.737	0.612	0.975	56333.38	2577	213456.34	587
SRX8667499	Larva	NA	larva	NA	SRP270027	SRS6947799	0.974	0.020	23.618	0.732	0.633	0.973	52515.53	2732	211793.55	587
SRX8667500	Larva	NA	larva	NA	SRP270027	SRS6947799	0.975	0.020	25.861	0.734	0.558	0.975	59406.44	2471	204469.18	625
SRX8667501	Larva	NA	larva	NA	SRP270027	SRS6947799	0.972	0.021	25.916	0.703	0.588	0.976	53687.65	2645	207298.56	616
SRX8667502	Larva	NA	larva	NA	SRP270027	SRS6947799	0.975	0.020	22.012	0.726	0.593	0.971	53994.7	2671	205249.56	612
SRX8667503	Larva	NA	larva	NA	SRP270027	SRS6947799	0.965	0.026	34.200	0.733	0.576	0.979	52408.31	2765	214290.66	592
SRX8667504	Larva	NA	larva	NA	SRP270027	SRS6947799	0.967	0.025	29.432	0.739	0.589	0.977	46371.27	2994	210590.66	607
SRX8667505	Larva	NA	larva	NA	SRP270027	SRS6947799	0.970	0.023	24.441	0.710	0.591	0.975	61274.55	2365	222196.45	556
