accession	label	cell_type	tissue	_source_name	_study	__sample	__bsrate	__meth	__depth	__mapping	__uniq	__sites	__hmr_size	__hmr_count	__pmd_size	__pmd_count
SRX7285994	Brain	NA	NA	brain	SRP235124	SRS5779516	0.995	0.687	5.964	0.797	0.904	0.935	1684.27	30719	11532.39	2695
