#taxId	commonName	submitter	asmName	orgName	bioSample	asmType	asmLevel	asmDate	asmAccession
10090	mouse	Wellcome Trust Sanger Institute	BALB_cJ_v1	Mus musculus (house mouse)	SAMN04489816	haploid	Chromosome	09 May 2016	GCA_001632525.1
# reading chrom.sizes file:
#	'../GCA_001632525.1_BALB_cJ_v1.chrom.sizes'
