accession	label	cell_type	tissue	_source_name	_study	__sample	__bsrate	__meth	__depth	__mapping	__uniq	__sites	__hmr_size	__hmr_count	__pmd_size	__pmd_count
SRX27723531	Blood	NA	whole blood	whole blood	SRP564832	SRS24116056	0.984	0.776	54.249	0.868	0.614	0.983	926.56	68335	9711.06	3088
SRX27723532	Blood	NA	whole blood	whole blood	SRP564832	SRS24116058	0.985	0.769	50.954	0.868	0.542	0.983	905.37	71055	9012.17	2951
SRX27723533	Blood	NA	whole blood	whole blood	SRP564832	SRS24116059	0.984	0.767	54.017	0.870	0.586	0.983	957.93	65920	9769.75	2788
SRX27723534	Blood	NA	whole blood	whole blood	SRP564832	SRS24116060	0.985	0.767	58.150	0.866	0.583	0.983	894.41	73016	10215.88	3014
SRX27723535	Blood	NA	whole blood	whole blood	SRP564832	SRS24116061	0.985	0.777	53.654	0.859	0.599	0.983	898.12	72912	9904.56	3643
SRX31193097	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176192	0.981	0.459	59.220	0.893	0.791	0.983	6619.62	120751	161337.29	5185
SRX31193098	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176191	0.980	0.585	59.238	0.890	0.793	0.983	5272.3	113287	303088.43	2940
SRX31193099	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176194	0.981	0.629	49.984	0.891	0.793	0.983	7123.62	62738	351863.39	2500
SRX31193100	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176193	0.980	0.644	62.791	0.890	0.786	0.983	1932.41	65992	458014.0	1705
SRX31193101	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176195	0.978	0.672	37.859	0.894	0.721	0.974	5438.25	66741	200390.04	2531
SRX31193102	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176196	0.978	0.541	76.523	0.889	0.771	0.984	9416.04	78030	229440.84	3708
SRX31193103	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176197	0.978	0.547	68.001	0.893	0.804	0.983	10647.6	73762	228129.55	3945
SRX31193104	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176198	0.979	0.570	100.525	0.890	0.775	0.985	5290.59	87350	0.0	0
SRX31193105	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176199	0.981	0.682	29.518	0.905	0.755	0.924	1953.47	58668	411529.65	1688
