accession	label	cell_type	tissue	_source_name	_study	__sample	__bsrate	__meth	__depth	__mapping	__uniq	__sites	__hmr_size	__hmr_count	__pmd_size	__pmd_count
SRX12305124	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278740	0.997	0.743	13.716	0.899	0.730	0.929	1793.55	46209	38582.81	2252
SRX12305125	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278741	0.997	0.746	14.557	0.898	0.676	0.933	1714.16	46792	37883.84	2329
SRX12305126	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278742	0.997	0.735	17.526	0.901	0.678	0.949	1783.73	51504	36123.0	2282
SRX12305127	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278743	0.997	0.740	14.567	0.902	0.731	0.936	1781.41	48346	33092.96	2503
SRX12305128	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278744	0.997	0.741	16.216	0.901	0.677	0.951	1702.68	50693	42309.72	2418
SRX12305129	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278745	0.997	0.743	15.793	0.897	0.694	0.952	1648.72	50355	28789.11	2383
SRX12305130	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278746	0.997	0.739	14.372	0.902	0.712	0.933	1797.29	48830	43705.32	2257
SRX12305131	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278748	0.997	0.738	13.875	0.901	0.735	0.931	1805.59	48475	40949.55	2267
SRX12305132	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278747	0.996	0.689	15.812	0.892	0.722	0.971	1742.33	50156	35865.94	2731
SRX12305133	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278749	0.997	0.725	14.028	0.887	0.649	0.957	1717.23	53258	32641.96	2407
SRX12305134	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278750	0.997	0.723	15.957	0.887	0.690	0.948	1755.82	52218	33501.62	2347
SRX12305135	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278753	0.997	0.729	15.564	0.902	0.710	0.941	1849.29	50784	41051.11	2591
SRX12305136	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278751	0.997	0.715	14.379	0.899	0.727	0.946	1879.12	49768	40299.65	2536
SRX12305137	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278752	0.997	0.731	15.493	0.899	0.715	0.951	1715.4	52494	33504.22	2494
SRX12305138	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278754	0.997	0.730	16.792	0.892	0.682	0.956	1705.04	53566	35285.63	2239
SRX12305139	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278756	0.997	0.721	15.350	0.895	0.720	0.940	1838.81	49248	45314.94	2290
SRX12305140	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278755	0.997	0.726	14.679	0.902	0.729	0.944	1805.78	52358	44056.05	2391
SRX12305141	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278757	0.997	0.725	15.575	0.895	0.692	0.954	1714.46	53294	33826.3	2432
SRX12305142	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278758	0.997	0.723	15.811	0.899	0.700	0.940	1849.8	49234	40551.41	2379
SRX12305143	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278759	0.996	0.698	15.597	0.896	0.730	0.961	1830.75	48947	45424.69	2982
SRX12305144	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278760	0.997	0.729	14.950	0.898	0.720	0.950	1752.37	52085	44403.62	2431
SRX12305145	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278761	0.997	0.727	14.105	0.899	0.723	0.937	1848.13	49344	31426.34	2690
SRX12305146	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278762	0.997	0.729	17.477	0.898	0.692	0.953	1734.16	53030	30882.53	2445
SRX12305147	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278763	0.997	0.723	16.296	0.894	0.708	0.952	1679.27	51888	28531.14	2455
SRX12305148	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278764	0.997	0.718	14.946	0.883	0.643	0.957	1696.58	54135	32144.82	2230
SRX12305149	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278765	0.997	0.711	14.769	0.899	0.725	0.949	1881.15	53190	50754.44	2382
SRX12305150	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278766	0.997	0.712	14.672	0.901	0.752	0.957	1710.65	53251	43344.92	2453
SRX12305151	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278767	0.997	0.718	13.758	0.899	0.740	0.939	1845.05	51018	44234.12	2470
SRX12305152	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278768	0.997	0.727	17.305	0.894	0.687	0.954	1737.54	54467	33180.58	2478
SRX12305153	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278769	0.997	0.717	14.624	0.874	0.710	0.938	1836.34	49703	43875.24	2280
SRX12305154	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278770	0.996	0.712	13.733	0.882	0.674	0.943	1829.29	46735	34140.87	2883
SRX12305155	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278771	0.997	0.714	15.358	0.890	0.726	0.958	1768.71	53810	44174.27	2332
SRX12305156	Longissimus Dorsi	NA	longissimus dorsi	NA	SRP338337	SRS10278772	0.996	0.692	15.425	0.885	0.720	0.973	1713.18	51933	47701.14	2774
SRX12906824	Embryo	Blastocyst	Embryo	NA	SRP344282	SRS10849009	0.988	0.098	3.275	0.567	0.054	0.834	0.0	0	0.0	0
SRX12906825	Embryo	Blastocyst	Embryo	NA	SRP344282	SRS10849009	0.983	0.133	2.698	0.141	0.277	0.806	0.0	0	3160043.09	47
SRX12906826	Embryo	Blastocyst	Embryo	NA	SRP344282	SRS10849009	0.983	0.117	3.663	0.174	0.399	0.866	0.0	0	0.0	0
SRX12906827	Embryo	Blastocyst	Embryo	NA	SRP344282	SRS10849010	0.986	0.072	4.330	0.613	0.063	0.886	0.0	0	0.0	0
SRX12906828	Embryo	Blastocyst	Embryo	NA	SRP344282	SRS10849010	0.983	0.134	2.790	0.125	0.382	0.816	2281902.0	1	0.0	0
SRX12906829	Embryo	Blastocyst	Embryo	NA	SRP344282	SRS10849010	0.984	0.128	3.490	0.153	0.366	0.860	3407586.0	1	0.0	0
SRX14080236	Brain	NA	brain	NA	SRP358755	SRS11906721	0.984	0.721	13.502	0.689	0.631	0.983	1292.26	40148	23259.39	2176
SRX14080237	Brain	NA	brain	NA	SRP358755	SRS11906720	0.981	0.742	15.332	0.753	0.693	0.981	1320.43	48113	25620.44	2163
SRX14080238	Brain	NA	brain	NA	SRP358755	SRS11906722	0.984	0.724	14.824	0.709	0.646	0.983	1288.9	45307	22362.95	2396
SRX14080239	Brain	NA	brain	NA	SRP358755	SRS11906723	0.986	0.712	13.596	0.684	0.643	0.984	1296.47	43949	21812.51	2375
SRX14080240	Brain	NA	brain	NA	SRP358755	SRS11906724	0.986	0.738	15.743	0.765	0.731	0.982	1300.62	51018	26095.66	2007
SRX14080241	Brain	NA	brain	NA	SRP358755	SRS11906725	0.984	0.717	13.714	0.692	0.635	0.983	1291.79	44501	24442.66	2097
SRX15803876	Embryo	NA	embryo	NA	SRP382765	SRS13496186	0.994	0.657	17.913	0.816	0.721	0.984	5077.42	78655	462789.28	2000
SRX15803877	Embryo	NA	embryo	NA	SRP382765	SRS13496185	0.993	0.696	21.396	0.795	0.685	0.986	2233.39	71195	354761.19	1986
SRX15803878	Embryo	NA	embryo	NA	SRP382765	SRS13496187	0.993	0.726	17.324	0.810	0.728	0.985	1637.18	57910	108145.44	3467
SRX15803879	Embryo	NA	embryo	NA	SRP382765	SRS13496188	0.993	0.642	18.677	0.811	0.748	0.984	2933.62	62947	208651.53	2404
SRX15803880	Embryo	NA	embryo	NA	SRP382765	SRS13496189	0.994	0.617	18.909	0.797	0.719	0.985	3479.85	66344	288753.57	2212
SRX15803881	Embryo	NA	embryo	NA	SRP382765	SRS13496190	0.994	0.605	17.060	0.726	0.611	0.987	3041.32	61150	125385.05	3158
SRX18280857	Biceps Femoris	NA	biceps femoris	NA	SRP408168	SRS15773145	0.985	0.692	20.599	0.819	0.407	0.986	1464.54	57531	89441.19	3251
SRX18280858	Biceps Femoris	NA	biceps femoris	NA	SRP408168	SRS15773146	0.987	0.695	22.366	0.829	0.462	0.987	1471.73	56694	87627.62	3065
SRX18280859	Biceps Femoris	NA	biceps femoris	NA	SRP408168	SRS15773147	0.980	0.695	22.703	0.828	0.410	0.987	1579.69	58219	110197.38	3116
SRX18280860	Soleus Muscle	NA	soleus muscle	NA	SRP408168	SRS15773148	0.988	0.685	18.993	0.823	0.465	0.986	1416.37	53949	78968.22	3430
SRX18280861	Soleus Muscle	NA	soleus muscle	NA	SRP408168	SRS15773149	0.992	0.683	19.763	0.825	0.490	0.986	1435.63	59587	80362.41	3183
SRX18280862	Soleus Muscle	NA	soleus muscle	NA	SRP408168	SRS15773150	0.991	0.677	16.665	0.830	0.421	0.985	1423.59	53631	82761.49	3021
SRX18910716	Placenta	NA	placenta	NA	SRP415514	SRS16338986	0.983	0.588	21.010	0.780	0.583	0.988	1596.95	44742	184175.62	3144
SRX18910717	Placenta	NA	placenta	NA	SRP415514	SRS16338987	0.983	0.621	23.246	0.779	0.607	0.987	1532.82	48160	28821.23	2336
SRX18910718	Placenta	NA	placenta	NA	SRP415514	SRS16338988	0.985	0.535	20.338	0.782	0.588	0.988	5047.35	56462	870946.54	1255
SRX18910719	Placenta	NA	placenta	NA	SRP415514	SRS16338989	0.983	0.550	20.653	0.776	0.582	0.988	1885.69	42558	2026801.37	422
SRX18910720	Placenta	NA	placenta	NA	SRP415514	SRS16338990	0.985	0.568	20.462	0.780	0.598	0.988	1670.93	42755	1574677.18	546
SRX18910721	Placenta	NA	placenta	NA	SRP415514	SRS16338991	0.983	0.593	23.366	0.775	0.618	0.988	1554.0	48529	31604.96	2225
SRX18910722	Placenta	NA	placenta	NA	SRP415514	SRS16338992	0.987	0.567	19.502	0.784	0.604	0.986	2049.53	46653	885145.21	1078
SRX18910723	Placenta	NA	placenta	NA	SRP415514	SRS16338993	0.982	0.604	20.293	0.776	0.558	0.987	1661.09	49288	52811.76	2939
SRX18910724	Placenta	NA	placenta	NA	SRP415514	SRS16338994	0.982	0.602	23.775	0.776	0.598	0.988	1745.69	49994	93201.97	3442
SRX20777292	Ovary	oocyte	ovary	ovary	SRP445810	SRS18063074	0.983	0.588	14.205	0.509	0.594	0.954	1246.97	49021	49351.0	743
SRX20777294	Ovary	oocyte	ovary	ovary	SRP445810	SRS18063086	0.980	0.539	8.509	0.379	0.502	0.898	1718.93	43138	91763.05	627
SRX20777297	Ovary	oocyte	ovary	ovary	SRP445810	SRS18063089	0.978	0.566	6.248	0.310	0.297	0.816	1618.52	40097	129802.8	264
SRX20777306	Ovary	oocyte	ovary	ovary	SRP445810	SRS18063082	0.964	0.608	8.308	0.528	0.276	0.915	1395.27	43643	56752.75	594
SRX20777307	Ovary	oocyte	ovary	ovary	SRP445810	SRS18063085	0.970	0.579	12.319	0.441	0.478	0.920	1109.99	44563	30550.03	291
SRX20777308	Ovary	oocyte	ovary	ovary	SRP445810	SRS18063081	0.958	0.465	4.713	0.267	0.238	0.746	3986.53	46043	486213.56	627
SRX20777309	Ovary	oocyte	ovary	ovary	SRP445810	SRS18063090	0.965	0.393	5.147	0.295	0.296	0.767	6248.22	37711	311482.4	764
SRX20777310	Ovary	oocyte	ovary	ovary	SRP445810	SRS18063083	0.968	0.374	4.902	0.319	0.205	0.757	7198.32	35346	297923.28	844
SRX20777311	Ovary	oocyte	ovary	ovary	SRP445810	SRS18063096	0.989	0.570	13.113	0.516	0.503	0.954	1664.87	51874	103636.37	1237
SRX20777313	Ovary	oocyte	ovary	ovary	SRP445810	SRS18063087	0.979	0.548	6.425	0.345	0.378	0.840	1753.01	39549	132318.62	437
SRX20777315	Ovary	oocyte	ovary	ovary	SRP445810	SRS18063091	0.939	0.547	4.354	0.426	0.185	0.782	2594.37	46814	709091.57	494
SRX20777316	Ovary	oocyte	ovary	ovary	SRP445810	SRS18063092	0.980	0.578	12.785	0.451	0.573	0.940	1257.4	49199	57774.22	749
SRX20777324	Ovary	oocyte	ovary	ovary	SRP445810	SRS18063095	0.982	0.508	8.924	0.374	0.358	0.883	1884.29	42586	85678.04	441
SRX20777325	Ovary	oocyte	ovary	ovary	SRP445810	SRS18063097	0.979	0.575	5.585	0.481	0.210	0.847	1604.92	41468	84478.04	380
SRX20777327	Ovary	oocyte	ovary	ovary	SRP445810	SRS18063117	0.970	0.624	8.897	0.522	0.400	0.924	1275.93	46504	67067.3	515
SRX20777328	Ovary	oocyte	ovary	ovary	SRP445810	SRS18063113	0.986	0.593	16.628	0.517	0.578	0.965	1162.53	56927	47805.66	1101
SRX20777336	Ovary	oocyte	ovary	ovary	SRP445810	SRS18063119	0.946	0.510	7.200	0.357	0.221	0.817	2489.59	51689	391074.61	717
SRX23053187	Longissi Dorsi	NA	longissi dorsi	NA	SRP480554	SRS20013627	0.992	0.679	15.714	0.877	0.438	0.986	1603.4	62154	120060.15	3092
SRX23053188	Longissi Dorsi	NA	longissi dorsi	NA	SRP480554	SRS20013628	0.992	0.680	13.986	0.876	0.545	0.984	1590.05	61042	118260.31	3115
SRX23053189	Longissi Dorsi	NA	longissi dorsi	NA	SRP480554	SRS20013629	0.992	0.684	15.183	0.871	0.521	0.987	1640.79	63577	133608.15	2936
SRX23053190	Longissi Dorsi	NA	longissi dorsi	NA	SRP480554	SRS20013630	0.992	0.683	14.954	0.879	0.553	0.983	1646.87	63207	129463.95	3005
SRX23053191	Longissi Dorsi	NA	longissi dorsi	NA	SRP480554	SRS20013631	0.992	0.676	13.663	0.865	0.451	0.985	1526.72	62106	89713.31	3127
SRX23053192	Longissi Dorsi	NA	longissi dorsi	NA	SRP480554	SRS20013632	0.992	0.675	17.027	0.870	0.391	0.987	1657.77	64737	135601.29	2932
SRX23053193	Longissi Dorsi	NA	longissi dorsi	NA	SRP480554	SRS20013633	0.991	0.679	12.971	0.876	0.343	0.977	1707.73	58903	134152.62	2981
SRX23053194	Longissi Dorsi	NA	longissi dorsi	NA	SRP480554	SRS20013634	0.992	0.672	16.801	0.869	0.442	0.987	1671.74	63856	143375.39	2795
SRX23341661	Placenta	NA	placenta	NA	SRP485070	SRS20203773	0.997	0.507	17.626	0.899	0.761	0.980	17632.61	35235	601534.92	2016
SRX23341662	Placenta	NA	placenta	NA	SRP485070	SRS20203774	0.997	0.536	16.795	0.901	0.761	0.981	8250.87	57056	713010.51	1615
SRX23341665	Placenta	NA	placenta	NA	SRP485070	SRS20203777	0.997	0.518	17.763	0.898	0.749	0.981	16577.76	37872	529230.15	2210
SRX23341666	Placenta	NA	placenta	NA	SRP485070	SRS20203778	0.997	0.510	17.084	0.896	0.729	0.981	15779.82	37105	564603.73	2030
SRX2375299	Longissimus Dorsi Muscle	NA	longissimus dorsi muscle	LDM: longissimus dorsi muscle	SRP093915	SRS1818573	0.997	0.652	8.275	0.722	0.536	0.910	2222.1	36697	43735.91	2421
SRX2375300	Longissimus Dorsi Muscle	NA	longissimus dorsi muscle	LDM: longissimus dorsi muscle	SRP093915	SRS1818574	0.997	0.643	7.981	0.725	0.757	0.919	2136.37	36842	42251.26	2282
SRX2426188	Liver	NA	liver	ES_Liver_90d	SRP095189	SRS1862157	0.991	0.686	45.322	0.720	0.651	0.965	1604.12	42071	42609.16	1826
SRX2426189	Liver	NA	liver	LW_Liver_90d	SRP095189	SRS1862158	0.994	0.675	36.262	0.743	0.614	0.971	1466.15	42273	61685.28	2309
SRX2426190	Liver	NA	liver	WB_Liver_90d	SRP095189	SRS1862159	0.993	0.672	26.584	0.732	0.517	0.964	1619.37	42505	79303.87	2379
SRX2840066	Fetal Fibroblasts	NA	fetal fibroblasts	NA	SRP107099	SRS2213485	0.995	0.649	11.344	0.817	0.944	0.974	2304.53	221346	641218.49	1392
SRX2840067	new born fetal fibroblast-derived iPSC line	NA	new born fetal fibroblast-derived iPSC line	NA	SRP107099	SRS2213486	0.994	0.536	11.726	0.713	0.942	0.969	4860.86	225195	569958.7	1950
SRX2840068	new born fetal fibroblast-derived iPSC line	NA	new born fetal fibroblast-derived iPSC line	NA	SRP107099	SRS2213487	0.994	0.529	11.177	0.705	0.940	0.966	5225.53	223719	620545.8	1907
SRX2840069	new born fetal fibroblast-derived iPSC line	NA	new born fetal fibroblast-derived iPSC line	NA	SRP107099	SRS2213488	0.994	0.508	11.109	0.700	0.950	0.962	5346.71	239468	803538.51	1560
SRX2840070	new born fetal fibroblast-derived iPSC line	NA	new born fetal fibroblast-derived iPSC line	NA	SRP107099	SRS2213486	0.994	0.536	9.410	0.714	0.948	0.961	5110.32	213804	570664.55	1926
SRX2840071	new born fetal fibroblast-derived iPSC line	NA	new born fetal fibroblast-derived iPSC line	NA	SRP107099	SRS2213487	0.994	0.522	11.086	0.705	0.940	0.965	5263.1	222482	638955.37	1844
SRX2840072	new born fetal fibroblast-derived iPSC line	NA	new born fetal fibroblast-derived iPSC line	NA	SRP107099	SRS2213488	0.994	0.501	11.534	0.700	0.949	0.963	5334.86	240264	817288.08	1528
SRX2840073	Fetal Fibroblasts	NA	fetal fibroblasts	NA	SRP107099	SRS2213489	0.995	0.673	12.014	0.819	0.945	0.975	1291.3	150108	586599.1	1370
SRX2840074	Fetal Fibroblasts	NA	fetal fibroblasts	NA	SRP107099	SRS2213489	0.995	0.673	11.854	0.819	0.946	0.975	1299.72	148769	615475.27	1287
SRX2840075	Fetal Fibroblasts	NA	fetal fibroblasts	NA	SRP107099	SRS2213485	0.995	0.643	11.818	0.818	0.943	0.975	2285.03	226176	638558.53	1400
SRX30160069	Embryo	NA	embryo	NA	SRP610062	SRS26221228	0.989	0.224	6.554	0.402	0.504	0.917	34350.46	5580	211233.54	1365
SRX30160070	Embryo	NA	embryo	NA	SRP610062	SRS26221229	0.990	0.139	7.117	0.449	0.588	0.928	390538.33	3	291701.19	819
SRX30160071	Embryo	NA	embryo	NA	SRP610062	SRS26221230	0.989	0.188	7.769	0.457	0.592	0.941	49563.19	3484	228387.72	1130
SRX30160072	Embryo	NA	embryo	NA	SRP610062	SRS26221231	0.989	0.180	7.721	0.462	0.565	0.934	60205.29	3120	211924.01	1557
SRX30160073	Embryo	NA	embryo	NA	SRP610062	SRS26221232	0.989	0.149	6.490	0.442	0.553	0.915	0.0	0	420290.57	802
SRX30160075	Embryo	NA	embryo	NA	SRP610062	SRS26221234	0.989	0.189	6.559	0.425	0.533	0.920	82732.35	1362	196072.46	1561
SRX30160076	Embryo	NA	embryo	NA	SRP610062	SRS26221235	0.990	0.174	7.456	0.476	0.578	0.940	58542.57	3140	261830.5	1327
SRX30160078	Embryo	NA	embryo	NA	SRP610062	SRS26221237	0.989	0.193	6.931	0.450	0.563	0.931	58706.27	2317	182027.31	1472
SRX30160079	Embryo	NA	embryo	NA	SRP610062	SRS26221238	0.982	0.258	3.925	0.272	0.789	0.884	0.0	0	842732.21	233
SRX30160080	Embryo	NA	embryo	NA	SRP610062	SRS26221239	0.984	0.184	5.389	0.372	0.807	0.934	0.0	0	61437198.0	1
SRX30160081	Embryo	NA	embryo	NA	SRP610062	SRS26221240	0.985	0.278	6.472	0.455	0.826	0.953	13291.59	29981	131246.24	2094
SRX33195294	Longissimus Dorsi	NA	Longissimus dorsi	NA	SRP697032	SRS29019060	0.974	0.681	8.154	0.785	0.697	0.980	1540.59	45260	51582.02	1580
SRX33195295	Longissimus Dorsi	NA	Longissimus dorsi	NA	SRP697032	SRS29019061	0.976	0.675	6.649	0.833	0.666	0.976	1646.77	45887	81383.92	2066
SRX33195296	Longissimus Dorsi	NA	Longissimus dorsi	NA	SRP697032	SRS29019062	0.974	0.681	7.774	0.797	0.685	0.980	1594.97	44565	48872.85	1778
SRX33195297	Longissimus Dorsi	NA	Longissimus dorsi	NA	SRP697032	SRS29019063	0.975	0.679	8.767	0.823	0.682	0.982	1474.07	49025	50785.61	1650
SRX33195298	Longissimus Dorsi	NA	Longissimus dorsi	NA	SRP697032	SRS29019064	0.976	0.680	8.655	0.823	0.701	0.981	1572.23	50836	112043.14	2143
SRX33195299	Longissimus Dorsi	NA	Longissimus dorsi	NA	SRP697032	SRS29019065	0.975	0.681	8.638	0.826	0.670	0.981	1487.03	47840	74023.06	2026
SRX33195300	Longissimus Dorsi	NA	Longissimus dorsi	NA	SRP697032	SRS29019066	0.975	0.697	7.775	0.830	0.694	0.980	1513.0	46932	49757.64	1651
SRX33195301	Longissimus Dorsi	NA	Longissimus dorsi	NA	SRP697032	SRS29019067	0.976	0.684	8.641	0.835	0.664	0.981	1471.69	45303	81660.55	1917
SRX33195302	Longissimus Dorsi	NA	Longissimus dorsi	NA	SRP697032	SRS29019068	0.975	0.681	10.141	0.836	0.646	0.983	1576.02	51284	72764.57	2046
SRX33195303	Longissimus Dorsi	NA	Longissimus dorsi	NA	SRP697032	SRS29019069	0.976	0.698	8.282	0.825	0.686	0.980	1510.71	43953	68881.52	1841
SRX33195304	Longissimus Dorsi	NA	Longissimus dorsi	NA	SRP697032	SRS29019070	0.975	0.675	5.808	0.822	0.699	0.971	1728.89	42986	131780.04	1585
SRX33195305	Longissimus Dorsi	NA	Longissimus dorsi	NA	SRP697032	SRS29019071	0.974	0.681	7.985	0.814	0.691	0.980	1554.79	45643	54604.35	1806
SRX33195306	Longissimus Dorsi	NA	Longissimus dorsi	NA	SRP697032	SRS29019072	0.976	0.697	8.376	0.824	0.698	0.979	1521.13	44808	77295.25	2068
SRX33195307	Longissimus Dorsi	NA	Longissimus dorsi	NA	SRP697032	SRS29019073	0.976	0.677	5.762	0.810	0.690	0.972	1671.87	42776	104752.67	1491
SRX33195308	Longissimus Dorsi	NA	Longissimus dorsi	NA	SRP697032	SRS29019074	0.975	0.678	9.539	0.827	0.672	0.983	1483.58	55351	55981.67	1665
SRX33195309	Longissimus Dorsi	NA	Longissimus dorsi	NA	SRP697032	SRS29019075	0.975	0.680	9.230	0.823	0.671	0.982	1529.0	49332	55414.46	2070
SRX33195310	Longissimus Dorsi	NA	Longissimus dorsi	NA	SRP697032	SRS29019076	0.976	0.688	8.089	0.830	0.683	0.980	1468.38	44722	66769.89	1832
SRX33195311	Longissimus Dorsi	NA	Longissimus dorsi	NA	SRP697032	SRS29019077	0.975	0.684	8.673	0.821	0.662	0.981	1546.7	45762	94552.2	1989
SRX33195312	Longissimus Dorsi	NA	Longissimus dorsi	NA	SRP697032	SRS29019078	0.974	0.680	4.914	0.755	0.693	0.963	1788.93	41424	78725.15	1277
SRX33195313	Longissimus Dorsi	NA	Longissimus dorsi	NA	SRP697032	SRS29019079	0.975	0.708	8.509	0.804	0.717	0.982	1436.23	46350	47289.91	1444
SRX3481646	iPSC NT derived Placenta	NA	iPSC NT derived Placenta	NA	SRP107099	SRS2767476	0.995	0.529	8.390	0.818	0.742	0.976	1273.31	70270	1913646.42	391
SRX3481647	iPSC NT derived Embryo	NA	iPSC NT derived Embryo	NA	SRP107099	SRS2767477	0.996	0.728	31.794	0.802	0.748	0.988	224.84	320822	26977.19	2996
SRX3516488	Normal Embryo	NA	Normal Embryo	NA	SRP107099	SRS2791229	0.991	0.748	29.757	0.797	0.699	0.987	195.45	345969	23007.19	3011
SRX3516489	Normal Placenta	NA	Normal Placenta	NA	SRP107099	SRS2791230	0.992	0.606	27.711	0.818	0.707	0.987	674.01	113245	534362.59	1665
SRX3516490	Normal Placenta	NA	Normal Placenta	NA	SRP107099	SRS2791233	0.998	0.632	17.577	0.824	0.638	0.984	628.58	86311	23066.46	2092
SRX3516491	Normal Placenta	NA	Normal Placenta	NA	SRP107099	SRS2791231	0.998	0.581	16.343	0.834	0.730	0.978	746.0	65043	24619.35	2117
SRX3516492	Normal Embryo	NA	Normal Embryo	NA	SRP107099	SRS2791232	0.997	0.722	22.249	0.840	0.645	0.985	208.64	274527	19396.08	2930
SRX3516493	Normal Embryo	NA	Normal Embryo	NA	SRP107099	SRS2791234	0.995	0.728	19.659	0.842	0.634	0.985	335.87	162954	20107.49	2985
SRX3548470	Fibroblast NT derived Embryo	NA	Fibroblast NT derived Embryo	NA	SRP107099	SRS2822609	0.993	0.785	18.955	0.839	0.668	0.974	536.68	117660	24687.26	2788
SRX3548471	Fibroblast NT derived Embryo	NA	Fibroblast NT derived Embryo	NA	SRP107099	SRS2822611	0.991	0.767	31.009	0.832	0.683	0.987	190.99	345297	22232.05	2755
SRX3548472	fetal fibroblast-derived iPSC line	NA	fetal fibroblast-derived iPSC line	NA	SRP107099	SRS2821025	0.996	0.606	15.711	0.811	0.807	0.973	3647.51	217527	268573.14	3043
SRX3548473	Fetal Fibroblasts	NA	fetal fibroblasts	NA	SRP107099	SRS2821031	0.996	0.630	15.809	0.818	0.812	0.975	2869.21	262142	459450.23	2181
SRX3548474	Fibroblast NT derived Placenta	NA	Fibroblast NT derived Placenta	NA	SRP107099	SRS2822610	0.991	0.657	26.031	0.800	0.734	0.987	705.37	82939	32276.66	2470
SRX3548475	Fibroblast NT derived Placenta	NA	Fibroblast NT derived Placenta	NA	SRP107099	SRS2822613	0.997	0.597	25.268	0.827	0.681	0.986	710.19	106638	135566.72	3257
SRX3651980	iPSC Nuclear transfer derived fetus	NA	iPSC Nuclear transfer derived fetus	NA	SRP107099	SRS2916518	0.998	0.742	20.875	0.827	0.701	0.982	468.63	102293	22347.32	2823
SRX3651981	iPSC Nuclear transfer derived placenta	NA	iPSC Nuclear transfer derived placenta	NA	SRP107099	SRS2916519	0.998	0.516	20.805	0.826	0.705	0.979	3947.09	257730	750103.19	1595
SRX4020019	Corpus Luteum	NA	corpus luteum	NA	SRP144245	SRS3241361	0.992	0.693	12.625	0.821	0.693	0.976	1420.57	37941	50754.28	3176
SRX4020020	Corpus Luteum	NA	corpus luteum	NA	SRP144245	SRS3241360	0.992	0.666	11.079	0.796	0.596	0.972	1730.28	47795	87274.73	3125
SRX4020021	Corpus Luteum	NA	corpus luteum	NA	SRP144245	SRS3241362	0.992	0.659	12.628	0.796	0.815	0.975	1936.78	50651	142123.3	2856
SRX4020022	Corpus Luteum	NA	corpus luteum	NA	SRP144245	SRS3241359	0.991	0.677	11.768	0.793	0.671	0.975	1731.88	51928	140450.2	2636
SRX4639714	Longissimus Dorsi Muscle	NA	longissimus dorsi muscle	muscle tissue	SRP159566	SRS3738109	0.992	0.711	8.165	0.658	0.231	0.907	1750.78	35976	25778.29	2224
SRX4639715	Longissimus Dorsi Muscle	NA	longissimus dorsi muscle	muscle tissue	SRP159566	SRS3738108	0.994	0.739	13.115	0.740	0.449	0.960	1497.53	44375	23774.68	2366
SRX4639716	Longissimus Dorsi Muscle	NA	longissimus dorsi muscle	muscle tissue	SRP159566	SRS3738111	0.994	0.747	12.890	0.742	0.419	0.972	1250.59	47070	24748.11	2435
SRX4639717	Longissimus Dorsi Muscle	NA	longissimus dorsi muscle	muscle tissue	SRP159566	SRS3738110	0.994	0.713	12.408	0.718	0.434	0.957	1649.55	40067	29055.62	2224
SRX4639718	Longissimus Dorsi Muscle	NA	longissimus dorsi muscle	muscle tissue	SRP159566	SRS3738112	0.994	0.720	14.726	0.723	0.510	0.976	1188.07	41957	23224.91	2500
