wgEncodeCaltechTfbsC2c12E2f4FCntrl50bE2p60hPcr1xAlnRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12E2f4FCntrl50bE2p60hPcr1xPkRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12E2f4FCntrl50bE2p60hPcr1xRawDataRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12E2f4FCntrl50bE2p60hPcr1xSigRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12Fosl1sc605FCntrl36bPcr1xAlnRep1	Caltech-m	2011-08-11	n/a	2012-05-11	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12Fosl1sc605FCntrl36bPcr1xPkRep1	Caltech-m	2011-08-11	n/a	2012-05-11	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12Fosl1sc605FCntrl36bPcr1xRawDataRep1	Caltech-m	2011-08-11	n/a	2012-05-11	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12Fosl1sc605FCntrl36bPcr1xSigRep1	Caltech-m	2011-08-11	n/a	2012-05-11	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl32bE2p24hPcr2xAlnRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl32bE2p24hPcr2xRawDataRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl32bE2p24hPcr2xSigRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl32bE2p60hPcr2xAlnRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl32bE2p60hPcr2xRawDataRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl32bE2p60hPcr2xSigRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl32bPcr2xAlnRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl32bPcr2xRawDataRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl32bPcr2xSigRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl36bE2p60hPcr1xAlnRep1	Caltech-m	2011-08-11	n/a	2012-05-11	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl36bE2p60hPcr1xRawDataRep1	Caltech-m	2011-08-11	n/a	2012-05-11	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl36bE2p60hPcr1xSigRep1	Caltech-m	2011-08-11	n/a	2012-05-11	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl36bPcr1xAlnRep1	Caltech-m	2011-10-18	n/a	2012-07-18	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl36bPcr1xRawDataRep1	Caltech-m	2011-10-18	n/a	2012-07-18	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl36bPcr1xSigRep1	Caltech-m	2011-10-18	n/a	2012-07-18	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl50bE2p60hPcr1xAlnRep1	Caltech-m	2011-08-11	n/a	2012-05-11	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl50bE2p60hPcr1xAlnRep2	Caltech-m	2011-08-11	n/a	2012-05-11	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl50bE2p60hPcr1xRawDataRep1	Caltech-m	2011-08-11	n/a	2012-05-11	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl50bE2p60hPcr1xRawDataRep2	Caltech-m	2011-08-11	n/a	2012-05-11	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl50bE2p60hPcr1xSigRep1	Caltech-m	2011-08-11	n/a	2012-05-11	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl50bE2p60hPcr1xSigRep2	Caltech-m	2011-08-11	n/a	2012-05-11	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl50bPcr1xAlnRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl50bPcr1xRawDataRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl50bPcr1xRawDataRep2	Caltech-m	2011-09-01	n/a	2012-06-01	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl50bPcr1xRawDataRep3	Caltech-m	2011-09-02	n/a	2012-06-01	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl50bPcr1xSigRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl50bPcr1xSigRep2	Caltech-m	2011-09-01	n/a	2012-06-01	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12InputFCntrl50bPcr1xSigRep3	Caltech-m	2011-09-02	n/a	2012-06-01	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12MaxFCntrl50bE2p60hPcr1xAlnRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12MaxFCntrl50bE2p60hPcr1xPkRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12MaxFCntrl50bE2p60hPcr1xRawDataRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12MaxFCntrl50bE2p60hPcr1xSigRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12MaxFCntrl50bPcr1xAlnRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12MaxFCntrl50bPcr1xPkRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12MaxFCntrl50bPcr1xRawDataRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12MaxFCntrl50bPcr1xSigRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12NrsfFCntrl32bE2p60hPcr2xAlnRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12NrsfFCntrl32bE2p60hPcr2xPkRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
wgEncodeCaltechTfbsC2c12NrsfFCntrl32bE2p60hPcr2xRawDataRep1	Caltech-m	2011-08-05	n/a	2012-05-05	wgEncodeCaltechTfbs
