wgEncodeSydhTfbsCh12Mazab85725IggrabAlnRep1	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsCh12Mazab85725IggrabAlnRep2	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsCh12Mazab85725IggrabPk	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsCh12Mazab85725IggrabRawDataRep1	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsCh12Mazab85725IggrabRawDataRep2	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsCh12Mazab85725IggrabSig	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsCh12Mxi1af4185IggrabAlnRep1	Stanford-m	2011-03-15	n/a	2011-12-14
wgEncodeSydhTfbsCh12Mxi1af4185IggrabAlnRep2	Stanford-m	2011-03-15	n/a	2011-12-14
wgEncodeSydhTfbsCh12Mxi1af4185IggrabPk	Stanford-m	2011-03-15	n/a	2011-12-14
wgEncodeSydhTfbsCh12Mxi1af4185IggrabRawDataRep1	Stanford-m	2011-03-15	n/a	2011-12-14
wgEncodeSydhTfbsCh12Mxi1af4185IggrabRawDataRep2	Stanford-m	2011-03-15	n/a	2011-12-14
wgEncodeSydhTfbsCh12Mxi1af4185IggrabSig	Stanford-m	2011-03-15	n/a	2011-12-14
wgEncodeSydhTfbsCh12NelfeIggrabAlnRep1	Stanford-m	2011-04-20	n/a	2012-01-20
wgEncodeSydhTfbsCh12NelfeIggrabAlnRep2	Stanford-m	2011-04-20	n/a	2012-01-20
wgEncodeSydhTfbsCh12NelfeIggrabPk	Stanford-m	2011-04-20	n/a	2012-01-20
wgEncodeSydhTfbsCh12NelfeIggrabRawDataRep1	Stanford-m	2011-04-20	n/a	2012-01-20
wgEncodeSydhTfbsCh12NelfeIggrabRawDataRep2	Stanford-m	2011-04-20	n/a	2012-01-20
wgEncodeSydhTfbsCh12NelfeIggrabSig	Stanford-m	2011-04-20	n/a	2012-01-20
wgEncodeSydhTfbsCh12Nrf2IggrabAlnRep1	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsCh12Nrf2IggrabAlnRep2	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsCh12Nrf2IggrabPk	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsCh12Nrf2IggrabRawDataRep1	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsCh12Nrf2IggrabRawDataRep2	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsCh12Nrf2IggrabSig	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsCh12P300sc584IggrabAlnRep1	Stanford-m	2010-07-08	n/a	2011-04-08
wgEncodeSydhTfbsCh12P300sc584IggrabAlnRep2	Stanford-m	2010-07-08	n/a	2011-04-08
wgEncodeSydhTfbsCh12P300sc584IggrabPk	Stanford-m	2010-07-08	n/a	2011-04-08
wgEncodeSydhTfbsCh12P300sc584IggrabRawDataRep1	Stanford-m	2010-07-08	n/a	2011-04-08
wgEncodeSydhTfbsCh12P300sc584IggrabRawDataRep2	Stanford-m	2010-07-08	n/a	2011-04-08
wgEncodeSydhTfbsCh12P300sc584IggrabSig	Stanford-m	2010-07-08	n/a	2011-04-08
wgEncodeSydhTfbsCh12Pol2IggmusAlnRep1	Stanford-m	2010-04-22	2011-06-09	2011-01-22
wgEncodeSydhTfbsCh12Pol2IggmusAlnRep2	Stanford-m	2010-04-22	2011-06-09	2011-01-22
wgEncodeSydhTfbsCh12Pol2IggmusPk	Stanford-m	2010-04-22	n/a	2011-01-22
wgEncodeSydhTfbsCh12Pol2IggmusRawDataRep1	Stanford-m	2010-04-22	n/a	2011-01-22
wgEncodeSydhTfbsCh12Pol2IggmusRawDataRep2	Stanford-m	2010-04-22	n/a	2011-01-22
wgEncodeSydhTfbsCh12Pol2IggmusSig	Stanford-m	2010-04-22	n/a	2011-01-22
wgEncodeSydhTfbsCh12Pol2s2IggrabAlnRep1	Stanford-m	2011-02-25	n/a	2011-11-25
wgEncodeSydhTfbsCh12Pol2s2IggrabAlnRep2	Stanford-m	2011-02-25	n/a	2011-11-25
wgEncodeSydhTfbsCh12Pol2s2IggrabPk	Stanford-m	2011-02-25	n/a	2011-11-25
wgEncodeSydhTfbsCh12Pol2s2IggrabRawDataRep1	Stanford-m	2011-02-25	n/a	2011-11-25
wgEncodeSydhTfbsCh12Pol2s2IggrabRawDataRep2	Stanford-m	2011-02-25	n/a	2011-11-25
wgEncodeSydhTfbsCh12Pol2s2IggrabSig	Stanford-m	2011-02-25	n/a	2011-11-25
wgEncodeSydhTfbsCh12Rad21IggrabAlnRep1	Stanford-m	2010-07-08	n/a	2011-04-08
wgEncodeSydhTfbsCh12Rad21IggrabAlnRep2	Stanford-m	2010-07-08	n/a	2011-04-08
wgEncodeSydhTfbsCh12Rad21IggrabPk	Stanford-m	2010-07-08	n/a	2011-04-08
wgEncodeSydhTfbsCh12Rad21IggrabRawDataRep1	Stanford-m	2010-07-08	n/a	2011-04-08
wgEncodeSydhTfbsCh12Rad21IggrabRawDataRep2	Stanford-m	2010-07-08	n/a	2011-04-08
wgEncodeSydhTfbsCh12Rad21IggrabSig	Stanford-m	2010-07-08	n/a	2011-04-08
wgEncodeSydhTfbsCh12Sin3anb6001263IggrabAlnRep1	Stanford-m	2012-02-28	n/a	2012-11-28
wgEncodeSydhTfbsCh12Sin3anb6001263IggrabAlnRep2	Stanford-m	2012-02-28	n/a	2012-11-28
wgEncodeSydhTfbsCh12Sin3anb6001263IggrabPk	Stanford-m	2012-02-28	n/a	2012-11-28
wgEncodeSydhTfbsCh12Sin3anb6001263IggrabRawDataRep1	Stanford-m	2012-02-28	n/a	2012-11-28
wgEncodeSydhTfbsCh12Sin3anb6001263IggrabRawDataRep2	Stanford-m	2012-02-28	n/a	2012-11-28
wgEncodeSydhTfbsCh12Sin3anb6001263IggrabSig	Stanford-m	2012-02-28	n/a	2012-11-28
wgEncodeSydhTfbsCh12Smc3ab9263IggrabAlnRep1	Stanford-m	2011-02-25	n/a	2011-11-25
wgEncodeSydhTfbsCh12Smc3ab9263IggrabAlnRep2	Stanford-m	2011-02-25	n/a	2011-11-25
wgEncodeSydhTfbsCh12Smc3ab9263IggrabPk	Stanford-m	2011-02-25	n/a	2011-11-25
wgEncodeSydhTfbsCh12Smc3ab9263IggrabRawDataRep1	Stanford-m	2011-02-25	n/a	2011-11-25
wgEncodeSydhTfbsCh12Smc3ab9263IggrabRawDataRep2	Stanford-m	2011-02-25	n/a	2011-11-25
wgEncodeSydhTfbsCh12Smc3ab9263IggrabSig	Stanford-m	2011-02-25	n/a	2011-11-25
wgEncodeSydhTfbsCh12TbpIggmusAlnRep1	Stanford-m	2010-04-22	2011-06-09	2011-01-22
wgEncodeSydhTfbsCh12TbpIggmusAlnRep2	Stanford-m	2010-04-22	2011-06-09	2011-01-22
wgEncodeSydhTfbsCh12TbpIggmusPk	Stanford-m	2010-04-22	2011-07-19	2011-01-22
wgEncodeSydhTfbsCh12TbpIggmusRawDataRep1	Stanford-m	2010-04-22	n/a	2011-01-22
wgEncodeSydhTfbsCh12TbpIggmusRawDataRep2	Stanford-m	2010-04-22	n/a	2011-01-22
wgEncodeSydhTfbsCh12TbpIggmusSig	Stanford-m	2010-04-22	n/a	2011-01-22
wgEncodeSydhTfbsCh12Ubfsc13125IggrabAlnRep1	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsCh12Ubfsc13125IggrabAlnRep2	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsCh12Ubfsc13125IggrabPk	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsCh12Ubfsc13125IggrabRawDataRep1	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsCh12Ubfsc13125IggrabRawDataRep2	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsCh12Ubfsc13125IggrabSig	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsCh12Usf2IggmusAlnRep1	Stanford-m	2010-07-08	n/a	2011-04-08
wgEncodeSydhTfbsCh12Usf2IggmusAlnRep2	Stanford-m	2010-07-08	n/a	2011-04-08
wgEncodeSydhTfbsCh12Usf2IggmusPk	Stanford-m	2010-07-08	n/a	2011-04-08
wgEncodeSydhTfbsCh12Usf2IggmusRawDataRep1	Stanford-m	2010-07-08	n/a	2011-04-08
wgEncodeSydhTfbsCh12Usf2IggmusRawDataRep2	Stanford-m	2010-07-08	n/a	2011-04-08
wgEncodeSydhTfbsCh12Usf2IggmusSig	Stanford-m	2010-07-08	n/a	2011-04-08
wgEncodeSydhTfbsCh12Zc3h11anb10074650IggrabAlnRep1	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsCh12Zc3h11anb10074650IggrabAlnRep2	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsCh12Zc3h11anb10074650IggrabPk	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsCh12Zc3h11anb10074650IggrabRawDataRep1	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsCh12Zc3h11anb10074650IggrabRawDataRep2	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsCh12Zc3h11anb10074650IggrabSig	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsCh12Zkscan1hpa006672IggrabAlnRep1	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsCh12Zkscan1hpa006672IggrabAlnRep2	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsCh12Zkscan1hpa006672IggrabPk	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsCh12Zkscan1hpa006672IggrabRawDataRep1	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsCh12Zkscan1hpa006672IggrabRawDataRep2	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsCh12Zkscan1hpa006672IggrabSig	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsCh12Znf384hpa004051IggrabAlnRep1	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsCh12Znf384hpa004051IggrabAlnRep2	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsCh12Znf384hpa004051IggrabPk	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsCh12Znf384hpa004051IggrabRawDataRep1	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsCh12Znf384hpa004051IggrabRawDataRep2	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsCh12Znf384hpa004051IggrabSig	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsCh12Znfmizdcp1ab65767IggrabAlnRep1	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsCh12Znfmizdcp1ab65767IggrabAlnRep2	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsCh12Znfmizdcp1ab65767IggrabPk	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsCh12Znfmizdcp1ab65767IggrabRawDataRep1	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsCh12Znfmizdcp1ab65767IggrabRawDataRep2	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsCh12Znfmizdcp1ab65767IggrabSig	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsEse14Hcfc1nb10068209StdAlnRep1	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsEse14Hcfc1nb10068209StdAlnRep2	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsEse14Hcfc1nb10068209StdPk	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsEse14Hcfc1nb10068209StdRawDataRep1	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsEse14Hcfc1nb10068209StdRawDataRep2	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsEse14Hcfc1nb10068209StdSig	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsEse14InputStdAlnRep1	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsEse14InputStdRawDataRep1	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsEse14InputStdSig	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsEse14MafkStdAlnRep1	Stanford-m	2012-03-30	n/a	2012-12-29
wgEncodeSydhTfbsEse14MafkStdAlnRep2	Stanford-m	2012-03-30	n/a	2012-12-29
wgEncodeSydhTfbsEse14MafkStdPk	Stanford-m	2012-03-30	n/a	2012-12-29
wgEncodeSydhTfbsEse14MafkStdRawDataRep1	Stanford-m	2012-03-30	n/a	2012-12-29
wgEncodeSydhTfbsEse14MafkStdRawDataRep2	Stanford-m	2012-03-30	n/a	2012-12-29
wgEncodeSydhTfbsEse14MafkStdSig	Stanford-m	2012-03-30	n/a	2012-12-29
wgEncodeSydhTfbsEse14Zc3h11anb10074650StdAlnRep1	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsEse14Zc3h11anb10074650StdAlnRep2	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsEse14Zc3h11anb10074650StdPk	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsEse14Zc3h11anb10074650StdRawDataRep1	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsEse14Zc3h11anb10074650StdRawDataRep2	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsEse14Zc3h11anb10074650StdSig	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsEse14Znf384hpa004051StdAlnRep1	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsEse14Znf384hpa004051StdAlnRep2	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsEse14Znf384hpa004051StdPk	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsEse14Znf384hpa004051StdRawDataRep1	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsEse14Znf384hpa004051StdRawDataRep2	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsEse14Znf384hpa004051StdSig	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsMelBhlhe40cIggrabAlnRep1	Stanford-m	2012-07-19	n/a	2013-04-19
wgEncodeSydhTfbsMelBhlhe40cIggrabAlnRep2	Stanford-m	2012-07-19	n/a	2013-04-19
wgEncodeSydhTfbsMelBhlhe40cIggrabPk	Stanford-m	2012-07-19	n/a	2013-04-19
wgEncodeSydhTfbsMelBhlhe40cIggrabRawDataRep1	Stanford-m	2012-07-19	n/a	2013-04-19
wgEncodeSydhTfbsMelBhlhe40cIggrabRawDataRep2	Stanford-m	2012-07-19	n/a	2013-04-19
wgEncodeSydhTfbsMelBhlhe40cIggrabSig	Stanford-m	2012-07-19	n/a	2013-04-19
wgEncodeSydhTfbsMelChd1nb10060411IggrabAlnRep1	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsMelChd1nb10060411IggrabAlnRep2	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsMelChd1nb10060411IggrabPk	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsMelChd1nb10060411IggrabRawDataRep1	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsMelChd1nb10060411IggrabRawDataRep2	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsMelChd1nb10060411IggrabSig	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsMelChd2ab68301IggrabAlnRep1	Stanford-m	2011-02-25	n/a	2011-11-25
wgEncodeSydhTfbsMelChd2ab68301IggrabAlnRep2	Stanford-m	2011-02-25	n/a	2011-11-25
wgEncodeSydhTfbsMelChd2ab68301IggrabPk	Stanford-m	2011-02-25	n/a	2011-11-25
wgEncodeSydhTfbsMelChd2ab68301IggrabRawDataRep1	Stanford-m	2011-02-25	n/a	2011-11-25
wgEncodeSydhTfbsMelChd2ab68301IggrabRawDataRep2	Stanford-m	2011-02-25	n/a	2011-11-25
wgEncodeSydhTfbsMelChd2ab68301IggrabSig	Stanford-m	2011-02-25	n/a	2011-11-25
wgEncodeSydhTfbsMelCmybh141IggrabAlnRep1	Stanford-m	2010-10-27	n/a	2011-07-27
wgEncodeSydhTfbsMelCmybh141IggrabAlnRep2	Stanford-m	2010-10-27	n/a	2011-07-27
wgEncodeSydhTfbsMelCmybh141IggrabPk	Stanford-m	2010-10-27	n/a	2011-07-27
wgEncodeSydhTfbsMelCmybh141IggrabRawDataRep1	Stanford-m	2010-10-27	n/a	2011-07-27
wgEncodeSydhTfbsMelCmybh141IggrabRawDataRep2	Stanford-m	2010-10-27	n/a	2011-07-27
wgEncodeSydhTfbsMelCmybh141IggrabSig	Stanford-m	2010-10-27	n/a	2011-07-27
wgEncodeSydhTfbsMelCmybsc7874IggrabAlnRep1	Stanford-m	2010-10-27	n/a	2011-07-27
wgEncodeSydhTfbsMelCmybsc7874IggrabAlnRep2	Stanford-m	2010-10-27	n/a	2011-07-27
wgEncodeSydhTfbsMelCmybsc7874IggrabPk	Stanford-m	2010-10-27	n/a	2011-07-27
wgEncodeSydhTfbsMelCmybsc7874IggrabRawDataRep1	Stanford-m	2010-10-27	n/a	2011-07-27
wgEncodeSydhTfbsMelCmybsc7874IggrabRawDataRep2	Stanford-m	2010-10-27	n/a	2011-07-27
wgEncodeSydhTfbsMelCmybsc7874IggrabSig	Stanford-m	2010-10-27	n/a	2011-07-27
wgEncodeSydhTfbsMelCmycIggrabAlnRep1	Stanford-m	2010-04-22	2011-06-09	2011-01-22
wgEncodeSydhTfbsMelCmycIggrabAlnRep2	Stanford-m	2010-04-22	2011-06-09	2011-01-22
wgEncodeSydhTfbsMelCmycIggrabPk	Stanford-m	2010-04-22	2011-07-19	2011-01-22
wgEncodeSydhTfbsMelCmycIggrabRawDataRep1	Stanford-m	2010-04-22	n/a	2011-01-22
wgEncodeSydhTfbsMelCmycIggrabRawDataRep2	Stanford-m	2010-04-22	n/a	2011-01-22
wgEncodeSydhTfbsMelCmycIggrabSig	Stanford-m	2010-04-22	n/a	2011-01-22
wgEncodeSydhTfbsMelCorestsc30189IggrabAlnRep1	Stanford-m	2012-07-01	n/a	2013-03-30
wgEncodeSydhTfbsMelCorestsc30189IggrabAlnRep2	Stanford-m	2012-07-01	n/a	2013-03-30
wgEncodeSydhTfbsMelCorestsc30189IggrabPk	Stanford-m	2012-07-01	n/a	2013-03-30
wgEncodeSydhTfbsMelCorestsc30189IggrabRawDataRep1	Stanford-m	2012-07-01	n/a	2013-03-30
wgEncodeSydhTfbsMelCorestsc30189IggrabRawDataRep2	Stanford-m	2012-07-01	n/a	2013-03-30
wgEncodeSydhTfbsMelCorestsc30189IggrabSig	Stanford-m	2012-07-01	n/a	2013-03-30
wgEncodeSydhTfbsMelCtcfDmso20IggyaleAlnRep1	Stanford-m	2010-07-09	n/a	2011-04-09
wgEncodeSydhTfbsMelCtcfDmso20IggyaleAlnRep2	Stanford-m	2010-07-09	n/a	2011-04-09
wgEncodeSydhTfbsMelCtcfDmso20IggyalePk	Stanford-m	2010-07-09	n/a	2011-04-09
wgEncodeSydhTfbsMelCtcfDmso20IggyaleRawDataRep1	Stanford-m	2010-07-09	n/a	2011-04-09
wgEncodeSydhTfbsMelCtcfDmso20IggyaleRawDataRep2	Stanford-m	2010-07-09	n/a	2011-04-09
wgEncodeSydhTfbsMelCtcfDmso20IggyaleSig	Stanford-m	2010-07-09	n/a	2011-04-09
wgEncodeSydhTfbsMelCtcfbDm2p5dStdAlnRep1	Stanford-m	2011-09-29	n/a	2012-06-28
wgEncodeSydhTfbsMelCtcfbDm2p5dStdAlnRep2	Stanford-m	2011-09-29	n/a	2012-06-28
wgEncodeSydhTfbsMelCtcfbDm2p5dStdPk	Stanford-m	2011-09-29	n/a	2012-06-28
wgEncodeSydhTfbsMelCtcfbDm2p5dStdRawDataRep1	Stanford-m	2011-09-29	n/a	2012-06-28
wgEncodeSydhTfbsMelCtcfbDm2p5dStdRawDataRep2	Stanford-m	2011-09-29	n/a	2012-06-28
wgEncodeSydhTfbsMelCtcfbDm2p5dStdSig	Stanford-m	2011-09-29	n/a	2012-06-28
wgEncodeSydhTfbsMelCtcfbIggrabPk	Stanford-m	2010-12-10	2011-07-19	2011-09-10
wgEncodeSydhTfbsMelCtcfsc15914Dm2p5dIggyaleAlnRep1	Yale-m	2010-07-09	n/a	2011-04-09
wgEncodeSydhTfbsMelCtcfsc15914Dm2p5dIggyaleAlnRep2	Yale-m	2010-07-09	n/a	2011-04-09
wgEncodeSydhTfbsMelCtcfsc15914Dm2p5dIggyalePk	Yale-m	2010-07-09	2011-02-03	2011-04-09
wgEncodeSydhTfbsMelCtcfsc15914Dm2p5dIggyaleRawDataRep1	Yale-m	2010-07-09	n/a	2011-04-09
wgEncodeSydhTfbsMelCtcfsc15914Dm2p5dIggyaleRawDataRep2	Yale-m	2010-07-09	n/a	2011-04-09
wgEncodeSydhTfbsMelCtcfsc15914Dm2p5dIggyaleSig	Yale-m	2010-07-09	n/a	2011-04-09
wgEncodeSydhTfbsMelCtcfsc15914IggrabAlnRep1	Stanford-m	2010-12-10	n/a	2011-09-10
wgEncodeSydhTfbsMelCtcfsc15914IggrabAlnRep2	Stanford-m	2010-12-10	n/a	2011-09-10
wgEncodeSydhTfbsMelCtcfsc15914IggrabRawDataRep1	Stanford-m	2010-12-10	n/a	2011-09-10
wgEncodeSydhTfbsMelCtcfsc15914IggrabRawDataRep2	Stanford-m	2010-12-10	n/a	2011-09-10
wgEncodeSydhTfbsMelCtcfsc15914IggrabSig	Stanford-m	2010-12-10	n/a	2011-09-10
wgEncodeSydhTfbsMelE2f4IggrabAlnRep1	Stanford-m	2010-05-12	2011-06-09	2011-02-12
wgEncodeSydhTfbsMelE2f4IggrabAlnRep2	Stanford-m	2010-05-12	2011-06-09	2011-02-12
wgEncodeSydhTfbsMelE2f4IggrabPk	Stanford-m	2010-05-12	n/a	2011-02-12
wgEncodeSydhTfbsMelE2f4IggrabRawDataRep1	Stanford-m	2010-05-12	n/a	2011-02-12
wgEncodeSydhTfbsMelE2f4IggrabRawDataRep2	Stanford-m	2010-05-12	n/a	2011-02-12
wgEncodeSydhTfbsMelE2f4IggrabSig	Stanford-m	2010-05-12	n/a	2011-02-12
wgEncodeSydhTfbsMelEts1IggrabAlnRep1	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsMelEts1IggrabAlnRep2	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsMelEts1IggrabPk	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsMelEts1IggrabRawDataRep1	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsMelEts1IggrabRawDataRep2	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsMelEts1IggrabSig	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsMelGata1Dm2p5dStdAlnRep1	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsMelGata1Dm2p5dStdAlnRep2	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsMelGata1Dm2p5dStdPk	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsMelGata1Dm2p5dStdRawDataRep1	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsMelGata1Dm2p5dStdRawDataRep2	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsMelGata1Dm2p5dStdSig	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsMelGata1IggratAlnRep1	Stanford-m	2010-04-22	2011-06-09	2011-01-22
wgEncodeSydhTfbsMelGata1IggratAlnRep2	Stanford-m	2010-04-22	2011-06-09	2011-01-22
wgEncodeSydhTfbsMelGata1IggratPk	Stanford-m	2010-04-22	2011-07-19	2011-01-22
wgEncodeSydhTfbsMelGata1IggratRawDataRep1	Stanford-m	2010-04-22	n/a	2011-01-22
wgEncodeSydhTfbsMelGata1IggratRawDataRep2	Stanford-m	2010-04-22	n/a	2011-01-22
wgEncodeSydhTfbsMelGata1IggratSig	Stanford-m	2010-04-22	n/a	2011-01-22
wgEncodeSydhTfbsMelGcn5IggrabAlnRep1	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsMelGcn5IggrabAlnRep2	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsMelGcn5IggrabPk	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsMelGcn5IggrabRawDataRep1	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsMelGcn5IggrabRawDataRep2	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsMelGcn5IggrabSig	Stanford-m	2012-06-29	n/a	2013-03-28
wgEncodeSydhTfbsMelHcfc1nb10068209IggrabAlnRep1	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsMelHcfc1nb10068209IggrabAlnRep2	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsMelHcfc1nb10068209IggrabPk	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsMelHcfc1nb10068209IggrabRawDataRep1	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsMelHcfc1nb10068209IggrabRawDataRep2	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsMelHcfc1nb10068209IggrabSig	Stanford-m	2012-08-01	n/a	2013-05-01
wgEncodeSydhTfbsMelInputDm2p5dIggratAlnRep1	Stanford-m	2011-09-29	n/a	2012-06-28
wgEncodeSydhTfbsMelInputDm2p5dIggratRawDataRep1	Stanford-m	2011-09-29	n/a	2012-06-28
wgEncodeSydhTfbsMelInputDm2p5dIggratSig	Stanford-m	2011-09-29	n/a	2012-06-28
wgEncodeSydhTfbsMelInputDm2p5dIggyaleAln	Yale-m	2010-07-09	2011-06-16	2011-04-09
wgEncodeSydhTfbsMelInputDm2p5dIggyaleRawData	Yale-m	2010-07-09	n/a	2011-04-09
wgEncodeSydhTfbsMelInputDm2p5dIggyaleSig	Yale-m	2010-07-09	n/a	2011-04-09
wgEncodeSydhTfbsMelInputDm2p5dStdAlnRep1	Yale-m	2011-04-29	n/a	2012-01-29
wgEncodeSydhTfbsMelInputDm2p5dStdAlnRep1V2	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsMelInputDm2p5dStdRawDataRep1	Yale-m	2011-04-29	n/a	2012-01-29
wgEncodeSydhTfbsMelInputDm2p5dStdRawDataRep1V2	Stanford-m	2012-03-29	n/a	2012-12-29
wgEncodeSydhTfbsMelInputDm2p5dStdSig	Yale-m	2011-04-29	n/a	2012-01-29
wgEncodeSydhTfbsMelInputDm2p5dStdSigV2	Stanford-m	2012-03-29	n/a	2012-12-29
