wgEncodeHaibTfbsH1hescNrsfV0416102AlnRep1	HudsonAlpha	2010-12-22	n/a	2011-09-22
wgEncodeHaibTfbsH1hescNrsfV0416102AlnRep2	HudsonAlpha	2010-12-22	n/a	2011-09-22
wgEncodeHaibTfbsH1hescNrsfV0416102PkRep1	HudsonAlpha	2009-12-17	2011-03-02	2010-09-16
wgEncodeHaibTfbsH1hescNrsfV0416102PkRep2	HudsonAlpha	2009-12-17	2011-03-02	2010-09-16
wgEncodeHaibTfbsH1hescNrsfV0416102RawDataRep1	HudsonAlpha	2009-12-17	2011-03-02	2010-09-16
wgEncodeHaibTfbsH1hescNrsfV0416102RawDataRep2	HudsonAlpha	2009-12-17	2011-03-02	2010-09-16
wgEncodeHaibTfbsH1hescNrsfV0416102RawRep1	HudsonAlpha	2010-11-30	n/a	2011-08-30
wgEncodeHaibTfbsH1hescNrsfV0416102RawRep2	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsH1hescP300V0416102AlnRep1	HudsonAlpha	2010-09-27	n/a	2011-06-27
wgEncodeHaibTfbsH1hescP300V0416102AlnRep2	HudsonAlpha	2010-09-27	n/a	2011-06-27
wgEncodeHaibTfbsH1hescP300V0416102PkRep1	HudsonAlpha	2010-09-27	n/a	2011-06-27
wgEncodeHaibTfbsH1hescP300V0416102PkRep2	HudsonAlpha	2010-09-27	n/a	2011-06-27
wgEncodeHaibTfbsH1hescP300V0416102RawDataRep1	HudsonAlpha	2010-12-08	n/a	2011-09-08
wgEncodeHaibTfbsH1hescP300V0416102RawDataRep2	HudsonAlpha	2010-12-20	n/a	2011-09-20
wgEncodeHaibTfbsH1hescP300V0416102RawRep1	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsH1hescP300V0416102RawRep2	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsH1hescPol24h8V0416102AlnRep1	HudsonAlpha	2010-12-22	n/a	2011-09-22
wgEncodeHaibTfbsH1hescPol24h8V0416102AlnRep2	HudsonAlpha	2010-12-22	n/a	2011-09-22
wgEncodeHaibTfbsH1hescPol24h8V0416102PkRep1	HudsonAlpha	2010-01-06	2011-03-22	2010-10-06
wgEncodeHaibTfbsH1hescPol24h8V0416102PkRep2	HudsonAlpha	2010-01-06	2011-03-22	2010-10-06
wgEncodeHaibTfbsH1hescPol24h8V0416102RawDataRep1	HudsonAlpha	2010-01-06	2011-03-22	2010-10-06
wgEncodeHaibTfbsH1hescPol24h8V0416102RawDataRep2	HudsonAlpha	2010-01-06	2011-03-22	2010-10-06
wgEncodeHaibTfbsH1hescPol24h8V0416102RawRep1	HudsonAlpha	2010-11-30	n/a	2011-08-30
wgEncodeHaibTfbsH1hescPol24h8V0416102RawRep2	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsH1hescPol2V0416102AlnRep1	HudsonAlpha	2009-12-24	2010-05-25	2010-09-24
wgEncodeHaibTfbsH1hescPol2V0416102AlnRep2	HudsonAlpha	2009-12-24	2010-05-25	2010-09-24
wgEncodeHaibTfbsH1hescPol2V0416102PkRep1	HudsonAlpha	2009-12-17	2011-03-02	2010-09-16
wgEncodeHaibTfbsH1hescPol2V0416102PkRep2	HudsonAlpha	2009-12-17	2011-03-02	2010-09-16
wgEncodeHaibTfbsH1hescPol2V0416102RawDataRep1	HudsonAlpha	2009-12-17	2011-03-02	2010-09-16
wgEncodeHaibTfbsH1hescPol2V0416102RawDataRep2	HudsonAlpha	2009-12-17	2011-03-02	2010-09-16
wgEncodeHaibTfbsH1hescPol2V0416102RawRep1	HudsonAlpha	2010-11-30	n/a	2011-08-30
wgEncodeHaibTfbsH1hescPol2V0416102RawRep2	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsH1hescPou5f1sc9081V0416102AlnRep1	HudsonAlpha	2011-01-11	n/a	2011-10-11
wgEncodeHaibTfbsH1hescPou5f1sc9081V0416102AlnRep2	HudsonAlpha	2011-01-11	n/a	2011-10-11
wgEncodeHaibTfbsH1hescPou5f1sc9081V0416102PkRep1	HudsonAlpha	2011-01-11	n/a	2011-10-11
wgEncodeHaibTfbsH1hescPou5f1sc9081V0416102PkRep2	HudsonAlpha	2011-01-11	n/a	2011-10-11
wgEncodeHaibTfbsH1hescPou5f1sc9081V0416102RawDataRep1	HudsonAlpha	2011-01-11	n/a	2011-10-11
wgEncodeHaibTfbsH1hescPou5f1sc9081V0416102RawDataRep2	HudsonAlpha	2011-01-11	n/a	2011-10-11
wgEncodeHaibTfbsH1hescPou5f1sc9081V0416102RawRep1	HudsonAlpha	2011-01-11	n/a	2011-10-11
wgEncodeHaibTfbsH1hescPou5f1sc9081V0416102RawRep2	HudsonAlpha	2011-01-11	n/a	2011-10-11
wgEncodeHaibTfbsH1hescRad21V0416102AlnRep1	HudsonAlpha	2010-12-08	n/a	2011-09-08
wgEncodeHaibTfbsH1hescRad21V0416102AlnRep2	HudsonAlpha	2010-12-08	n/a	2011-09-08
wgEncodeHaibTfbsH1hescRad21V0416102PkRep1	HudsonAlpha	2010-12-08	n/a	2011-09-08
wgEncodeHaibTfbsH1hescRad21V0416102PkRep2	HudsonAlpha	2010-12-08	n/a	2011-09-08
wgEncodeHaibTfbsH1hescRad21V0416102RawDataRep1	HudsonAlpha	2010-12-08	n/a	2011-09-08
wgEncodeHaibTfbsH1hescRad21V0416102RawDataRep2	HudsonAlpha	2010-12-08	n/a	2011-09-08
wgEncodeHaibTfbsH1hescRad21V0416102RawRep1	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsH1hescRad21V0416102RawRep2	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsH1hescRxlchPcr1xAlnRep1	HudsonAlpha	2010-06-07	2011-03-22	2011-03-07
wgEncodeHaibTfbsH1hescRxlchPcr1xRawDataRep1	HudsonAlpha	2011-01-05	2011-03-07	2011-10-05
wgEncodeHaibTfbsH1hescRxlchPcr1xRawRep1	HudsonAlpha	2011-01-21	n/a	2011-10-21
wgEncodeHaibTfbsH1hescRxlchV0416102AlnRep1	HudsonAlpha	2011-01-05	2011-03-07	2011-10-05
wgEncodeHaibTfbsH1hescRxlchV0416102RawDataRep1	HudsonAlpha	2009-12-17	2011-03-02	2010-09-16
wgEncodeHaibTfbsH1hescRxlchV0416102RawRep1	HudsonAlpha	2010-11-30	n/a	2011-08-30
wgEncodeHaibTfbsH1hescRxlchV0422111AlnRep1V2	HudsonAlpha	2011-06-29	2011-09-02	2012-03-27
wgEncodeHaibTfbsH1hescRxlchV0422111AlnRep2	HudsonAlpha	2012-07-31	n/a	2013-05-01
wgEncodeHaibTfbsH1hescRxlchV0422111RawDataRep1	HudsonAlpha	2011-07-18	n/a	2012-04-18
wgEncodeHaibTfbsH1hescRxlchV0422111RawDataRep2	HudsonAlpha	2012-07-31	n/a	2013-05-01
wgEncodeHaibTfbsH1hescRxlchV0422111RawRep1	HudsonAlpha	2011-07-18	n/a	2012-04-18
wgEncodeHaibTfbsH1hescRxlchV0422111RawRep2	HudsonAlpha	2012-07-31	n/a	2013-05-01
wgEncodeHaibTfbsH1hescRxraV0416102AlnRep1	HudsonAlpha	2010-09-13	n/a	2011-06-13
wgEncodeHaibTfbsH1hescRxraV0416102AlnRep2	HudsonAlpha	2010-09-13	n/a	2011-06-13
wgEncodeHaibTfbsH1hescRxraV0416102PkRep1	HudsonAlpha	2010-09-13	n/a	2011-06-13
wgEncodeHaibTfbsH1hescRxraV0416102PkRep2	HudsonAlpha	2010-09-13	n/a	2011-06-13
wgEncodeHaibTfbsH1hescRxraV0416102RawDataRep1	HudsonAlpha	2010-12-01	2011-03-04	2011-09-01
wgEncodeHaibTfbsH1hescRxraV0416102RawDataRep2	HudsonAlpha	2010-12-08	n/a	2011-09-08
wgEncodeHaibTfbsH1hescRxraV0416102RawRep1	HudsonAlpha	2010-11-29	2011-03-22	2011-08-28
wgEncodeHaibTfbsH1hescRxraV0416102RawRep2	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsH1hescSin3ak20Pcr1xAlnRep1	HudsonAlpha	2011-01-07	n/a	2011-10-07
wgEncodeHaibTfbsH1hescSin3ak20Pcr1xAlnRep2	HudsonAlpha	2011-01-07	n/a	2011-10-07
wgEncodeHaibTfbsH1hescSin3ak20Pcr1xPkRep1	HudsonAlpha	2010-04-22	n/a	2011-01-22
wgEncodeHaibTfbsH1hescSin3ak20Pcr1xPkRep2	HudsonAlpha	2010-04-22	n/a	2011-01-22
wgEncodeHaibTfbsH1hescSin3ak20Pcr1xRawDataRep1	HudsonAlpha	2011-03-14	n/a	2011-12-14
wgEncodeHaibTfbsH1hescSin3ak20Pcr1xRawDataRep2	HudsonAlpha	2011-03-14	n/a	2011-12-14
wgEncodeHaibTfbsH1hescSin3ak20Pcr1xRawRep1	HudsonAlpha	2011-01-21	n/a	2011-10-21
wgEncodeHaibTfbsH1hescSin3ak20Pcr1xRawRep2	HudsonAlpha	2011-01-21	n/a	2011-10-21
wgEncodeHaibTfbsH1hescSix5Pcr1xAlnRep1	HudsonAlpha	2011-01-07	n/a	2011-10-07
wgEncodeHaibTfbsH1hescSix5Pcr1xAlnRep2	HudsonAlpha	2011-01-07	n/a	2011-10-07
wgEncodeHaibTfbsH1hescSix5Pcr1xPkRep1	HudsonAlpha	2010-04-22	n/a	2011-01-22
wgEncodeHaibTfbsH1hescSix5Pcr1xPkRep2	HudsonAlpha	2010-04-22	n/a	2011-01-22
wgEncodeHaibTfbsH1hescSix5Pcr1xRawDataRep1	HudsonAlpha	2011-03-14	n/a	2011-12-14
wgEncodeHaibTfbsH1hescSix5Pcr1xRawDataRep2	HudsonAlpha	2011-03-14	n/a	2011-12-14
wgEncodeHaibTfbsH1hescSix5Pcr1xRawRep1	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsH1hescSix5Pcr1xRawRep2	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsH1hescSp1Pcr1xAlnRep1	HudsonAlpha	2010-04-22	n/a	2011-01-22
wgEncodeHaibTfbsH1hescSp1Pcr1xAlnRep2	HudsonAlpha	2010-04-22	n/a	2011-01-22
wgEncodeHaibTfbsH1hescSp1Pcr1xPkRep1	HudsonAlpha	2010-04-22	n/a	2011-01-22
wgEncodeHaibTfbsH1hescSp1Pcr1xPkRep2	HudsonAlpha	2010-04-22	n/a	2011-01-22
wgEncodeHaibTfbsH1hescSp1Pcr1xRawDataRep1	HudsonAlpha	2011-03-14	n/a	2011-12-14
wgEncodeHaibTfbsH1hescSp1Pcr1xRawDataRep2	HudsonAlpha	2011-03-14	n/a	2011-12-14
wgEncodeHaibTfbsH1hescSp1Pcr1xRawRep1	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsH1hescSp1Pcr1xRawRep2	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsH1hescSp2V0422111AlnRep1	HudsonAlpha	2011-09-07	n/a	2012-06-07
wgEncodeHaibTfbsH1hescSp2V0422111AlnRep2	HudsonAlpha	2011-09-07	n/a	2012-06-07
wgEncodeHaibTfbsH1hescSp2V0422111PkRep1	HudsonAlpha	2011-09-07	n/a	2012-06-07
wgEncodeHaibTfbsH1hescSp2V0422111PkRep2	HudsonAlpha	2011-09-07	n/a	2012-06-07
wgEncodeHaibTfbsH1hescSp2V0422111RawDataRep1	HudsonAlpha	2011-09-07	n/a	2012-06-07
wgEncodeHaibTfbsH1hescSp2V0422111RawDataRep2	HudsonAlpha	2011-09-07	n/a	2012-06-07
wgEncodeHaibTfbsH1hescSp2V0422111RawRep1	HudsonAlpha	2011-09-07	n/a	2012-06-07
wgEncodeHaibTfbsH1hescSp2V0422111RawRep2	HudsonAlpha	2011-09-07	n/a	2012-06-07
wgEncodeHaibTfbsH1hescSp4v20V0422111AlnRep1	HudsonAlpha	2011-09-27	n/a	2012-06-27
wgEncodeHaibTfbsH1hescSp4v20V0422111AlnRep2	HudsonAlpha	2011-09-27	n/a	2012-06-27
wgEncodeHaibTfbsH1hescSp4v20V0422111PkRep1	HudsonAlpha	2011-09-27	n/a	2012-06-27
wgEncodeHaibTfbsH1hescSp4v20V0422111PkRep2	HudsonAlpha	2011-09-27	n/a	2012-06-27
wgEncodeHaibTfbsH1hescSp4v20V0422111RawDataRep1	HudsonAlpha	2011-09-27	n/a	2012-06-27
wgEncodeHaibTfbsH1hescSp4v20V0422111RawDataRep2	HudsonAlpha	2011-09-27	n/a	2012-06-27
wgEncodeHaibTfbsH1hescSp4v20V0422111RawRep1	HudsonAlpha	2011-09-27	n/a	2012-06-27
wgEncodeHaibTfbsH1hescSp4v20V0422111RawRep2	HudsonAlpha	2011-09-27	n/a	2012-06-27
wgEncodeHaibTfbsH1hescSrfPcr1xAlnRep1	HudsonAlpha	2011-01-07	n/a	2011-10-07
wgEncodeHaibTfbsH1hescSrfPcr1xAlnRep2	HudsonAlpha	2011-01-07	n/a	2011-10-07
wgEncodeHaibTfbsH1hescSrfPcr1xPkRep1	HudsonAlpha	2010-04-27	n/a	2011-01-27
wgEncodeHaibTfbsH1hescSrfPcr1xPkRep2	HudsonAlpha	2010-04-27	n/a	2011-01-27
wgEncodeHaibTfbsH1hescSrfPcr1xRawDataRep1	HudsonAlpha	2010-12-17	n/a	2011-09-17
wgEncodeHaibTfbsH1hescSrfPcr1xRawDataRep2	HudsonAlpha	2010-12-20	n/a	2011-09-20
wgEncodeHaibTfbsH1hescSrfPcr1xRawRep1	HudsonAlpha	2011-01-21	n/a	2011-10-21
wgEncodeHaibTfbsH1hescSrfPcr1xRawRep2	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsH1hescTaf1V0416102AlnRep1	HudsonAlpha	2010-12-22	n/a	2011-09-22
wgEncodeHaibTfbsH1hescTaf1V0416102AlnRep2	HudsonAlpha	2010-12-22	n/a	2011-09-22
wgEncodeHaibTfbsH1hescTaf1V0416102PkRep1	HudsonAlpha	2009-12-17	2011-03-02	2010-09-16
wgEncodeHaibTfbsH1hescTaf1V0416102PkRep2	HudsonAlpha	2009-12-17	2011-03-02	2010-09-16
wgEncodeHaibTfbsH1hescTaf1V0416102RawDataRep1	HudsonAlpha	2009-12-17	2011-03-02	2010-09-16
wgEncodeHaibTfbsH1hescTaf1V0416102RawDataRep2	HudsonAlpha	2009-12-17	2011-03-02	2010-09-16
wgEncodeHaibTfbsH1hescTaf1V0416102RawRep1	HudsonAlpha	2010-12-01	n/a	2011-09-01
wgEncodeHaibTfbsH1hescTaf1V0416102RawRep2	HudsonAlpha	2010-11-30	n/a	2011-08-30
wgEncodeHaibTfbsH1hescTaf7sc101167V0416102AlnRep1	HudsonAlpha	2010-12-13	n/a	2011-09-13
wgEncodeHaibTfbsH1hescTaf7sc101167V0416102AlnRep2	HudsonAlpha	2010-12-13	n/a	2011-09-13
wgEncodeHaibTfbsH1hescTaf7sc101167V0416102PkRep1	HudsonAlpha	2010-12-13	n/a	2011-09-13
wgEncodeHaibTfbsH1hescTaf7sc101167V0416102PkRep2	HudsonAlpha	2010-12-13	n/a	2011-09-13
wgEncodeHaibTfbsH1hescTaf7sc101167V0416102RawDataRep1	HudsonAlpha	2010-12-13	n/a	2011-09-13
wgEncodeHaibTfbsH1hescTaf7sc101167V0416102RawDataRep2	HudsonAlpha	2010-12-13	n/a	2011-09-13
wgEncodeHaibTfbsH1hescTaf7sc101167V0416102RawRep1	HudsonAlpha	2010-12-13	n/a	2011-09-13
wgEncodeHaibTfbsH1hescTaf7sc101167V0416102RawRep2	HudsonAlpha	2010-12-13	n/a	2011-09-13
wgEncodeHaibTfbsH1hescTcf12Pcr1xAlnRep1	HudsonAlpha	2011-01-07	n/a	2011-10-07
wgEncodeHaibTfbsH1hescTcf12Pcr1xAlnRep2	HudsonAlpha	2010-12-22	n/a	2011-09-22
wgEncodeHaibTfbsH1hescTcf12Pcr1xPkRep1	HudsonAlpha	2010-04-22	n/a	2011-01-22
wgEncodeHaibTfbsH1hescTcf12Pcr1xPkRep2	HudsonAlpha	2010-04-22	n/a	2011-01-22
wgEncodeHaibTfbsH1hescTcf12Pcr1xRawDataRep1	HudsonAlpha	2010-12-20	n/a	2011-09-20
wgEncodeHaibTfbsH1hescTcf12Pcr1xRawDataRep2	HudsonAlpha	2011-03-14	n/a	2011-12-14
wgEncodeHaibTfbsH1hescTcf12Pcr1xRawRep1	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsH1hescTcf12Pcr1xRawRep2	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsH1hescTead4sc101184V0422111AlnRep1	HudsonAlpha	2012-03-29	n/a	2012-12-29
wgEncodeHaibTfbsH1hescTead4sc101184V0422111AlnRep2	HudsonAlpha	2012-03-29	n/a	2012-12-29
wgEncodeHaibTfbsH1hescTead4sc101184V0422111PkRep1	HudsonAlpha	2012-03-29	n/a	2012-12-29
wgEncodeHaibTfbsH1hescTead4sc101184V0422111PkRep2	HudsonAlpha	2012-03-29	n/a	2012-12-29
wgEncodeHaibTfbsH1hescTead4sc101184V0422111RawDataRep1	HudsonAlpha	2012-03-29	n/a	2012-12-29
wgEncodeHaibTfbsH1hescTead4sc101184V0422111RawDataRep2	HudsonAlpha	2012-03-29	n/a	2012-12-29
wgEncodeHaibTfbsH1hescTead4sc101184V0422111RawRep1	HudsonAlpha	2012-03-29	n/a	2012-12-29
wgEncodeHaibTfbsH1hescTead4sc101184V0422111RawRep2	HudsonAlpha	2012-03-29	n/a	2012-12-29
wgEncodeHaibTfbsH1hescUsf1Pcr1xAlnRep1	HudsonAlpha	2011-01-07	n/a	2011-10-07
wgEncodeHaibTfbsH1hescUsf1Pcr1xAlnRep2	HudsonAlpha	2010-12-22	n/a	2011-09-22
wgEncodeHaibTfbsH1hescUsf1Pcr1xPkRep1	HudsonAlpha	2010-04-22	n/a	2011-01-22
wgEncodeHaibTfbsH1hescUsf1Pcr1xPkRep2	HudsonAlpha	2010-04-22	n/a	2011-01-22
wgEncodeHaibTfbsH1hescUsf1Pcr1xRawDataRep1	HudsonAlpha	2010-12-20	n/a	2011-09-20
wgEncodeHaibTfbsH1hescUsf1Pcr1xRawDataRep2	HudsonAlpha	2010-12-17	n/a	2011-09-17
wgEncodeHaibTfbsH1hescUsf1Pcr1xRawRep1	HudsonAlpha	2011-01-21	n/a	2011-10-21
wgEncodeHaibTfbsH1hescUsf1Pcr1xRawRep2	HudsonAlpha	2011-01-21	n/a	2011-10-21
wgEncodeHaibTfbsH1hescYy1sc281V0416102AlnRep1	HudsonAlpha	2010-09-15	n/a	2011-06-15
wgEncodeHaibTfbsH1hescYy1sc281V0416102AlnRep2	HudsonAlpha	2010-09-15	n/a	2011-06-15
wgEncodeHaibTfbsH1hescYy1sc281V0416102PkRep1	HudsonAlpha	2010-09-15	n/a	2011-06-15
wgEncodeHaibTfbsH1hescYy1sc281V0416102PkRep2	HudsonAlpha	2010-09-15	n/a	2011-06-15
wgEncodeHaibTfbsH1hescYy1sc281V0416102RawDataRep1	HudsonAlpha	2010-12-01	2011-03-04	2011-09-01
wgEncodeHaibTfbsH1hescYy1sc281V0416102RawDataRep2	HudsonAlpha	2010-12-01	2011-03-04	2011-09-01
wgEncodeHaibTfbsH1hescYy1sc281V0416102RawRep1	HudsonAlpha	2011-01-05	2011-03-07	2011-10-05
wgEncodeHaibTfbsH1hescYy1sc281V0416102RawRep2	HudsonAlpha	2010-11-29	2011-03-22	2011-08-28
wgEncodeHaibTfbsH1neuronsNrsfV0422111AlnRep1	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsNrsfV0422111AlnRep2	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsNrsfV0422111PkRep1	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsNrsfV0422111PkRep2	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsNrsfV0422111RawDataRep1	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsNrsfV0422111RawDataRep2	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsNrsfV0422111RawRep1	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsNrsfV0422111RawRep2	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsPol24h8V0422111AlnRep1	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsPol24h8V0422111AlnRep2	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsPol24h8V0422111PkRep1	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsPol24h8V0422111PkRep2	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsPol24h8V0422111RawDataRep1	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsPol24h8V0422111RawDataRep2	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsPol24h8V0422111RawRep1	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsPol24h8V0422111RawRep2	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsRxlchV0422111AlnRep1	HudsonAlpha	2012-07-31	n/a	2013-05-01
wgEncodeHaibTfbsH1neuronsRxlchV0422111AlnRep2	HudsonAlpha	2012-07-31	n/a	2013-05-01
wgEncodeHaibTfbsH1neuronsRxlchV0422111RawDataRep1	HudsonAlpha	2012-07-31	n/a	2013-05-01
wgEncodeHaibTfbsH1neuronsRxlchV0422111RawDataRep2	HudsonAlpha	2012-07-31	n/a	2013-05-01
wgEncodeHaibTfbsH1neuronsRxlchV0422111RawRep1	HudsonAlpha	2012-07-31	n/a	2013-05-01
wgEncodeHaibTfbsH1neuronsRxlchV0422111RawRep2	HudsonAlpha	2012-07-31	n/a	2013-05-01
wgEncodeHaibTfbsH1neuronsTaf1V0422111AlnRep1	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsTaf1V0422111AlnRep2	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsTaf1V0422111PkRep1	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsTaf1V0422111PkRep2	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsTaf1V0422111RawDataRep1	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsTaf1V0422111RawDataRep2	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsTaf1V0422111RawRep1	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsH1neuronsTaf1V0422111RawRep2	HudsonAlpha	2012-07-27	n/a	2013-04-27
wgEncodeHaibTfbsHct116Atf3V0422111AlnRep1	HudsonAlpha	2012-07-29	n/a	2013-04-28
wgEncodeHaibTfbsHct116Atf3V0422111AlnRep2	HudsonAlpha	2012-07-29	n/a	2013-04-28
wgEncodeHaibTfbsHct116Atf3V0422111PkRep1	HudsonAlpha	2012-07-29	n/a	2013-04-28
wgEncodeHaibTfbsHct116Atf3V0422111PkRep2	HudsonAlpha	2012-07-29	n/a	2013-04-28
wgEncodeHaibTfbsHct116Atf3V0422111RawDataRep1	HudsonAlpha	2012-07-29	n/a	2013-04-28
wgEncodeHaibTfbsHct116Atf3V0422111RawDataRep2	HudsonAlpha	2012-07-29	n/a	2013-04-28
wgEncodeHaibTfbsHct116Atf3V0422111RawRep1	HudsonAlpha	2012-07-29	n/a	2013-04-28
wgEncodeHaibTfbsHct116Atf3V0422111RawRep2	HudsonAlpha	2012-07-29	n/a	2013-04-28
wgEncodeHaibTfbsHct116Cbx3sc101004V0422111AlnRep1	HudsonAlpha	2012-07-29	n/a	2013-04-29
wgEncodeHaibTfbsHct116Cbx3sc101004V0422111AlnRep2	HudsonAlpha	2012-07-29	n/a	2013-04-29
wgEncodeHaibTfbsHct116Cbx3sc101004V0422111PkRep1	HudsonAlpha	2012-07-29	n/a	2013-04-29
wgEncodeHaibTfbsHct116Cbx3sc101004V0422111PkRep2	HudsonAlpha	2012-07-29	n/a	2013-04-29
wgEncodeHaibTfbsHct116Cbx3sc101004V0422111RawDataRep1	HudsonAlpha	2012-07-29	n/a	2013-04-29
wgEncodeHaibTfbsHct116Cbx3sc101004V0422111RawDataRep2	HudsonAlpha	2012-07-29	n/a	2013-04-29
wgEncodeHaibTfbsHct116Cbx3sc101004V0422111RawRep1	HudsonAlpha	2012-07-29	n/a	2013-04-29
wgEncodeHaibTfbsHct116Cbx3sc101004V0422111RawRep2	HudsonAlpha	2012-07-29	n/a	2013-04-29
wgEncodeHaibTfbsHct116Cebpbsc150V0422111AlnRep1	HudsonAlpha	2012-06-18	n/a	2013-03-18
wgEncodeHaibTfbsHct116Cebpbsc150V0422111AlnRep2	HudsonAlpha	2012-06-18	n/a	2013-03-18
wgEncodeHaibTfbsHct116Cebpbsc150V0422111PkRep1	HudsonAlpha	2012-06-18	n/a	2013-03-18
wgEncodeHaibTfbsHct116Cebpbsc150V0422111PkRep2	HudsonAlpha	2012-06-18	n/a	2013-03-18
wgEncodeHaibTfbsHct116Cebpbsc150V0422111RawDataRep1	HudsonAlpha	2012-06-18	n/a	2013-03-18
wgEncodeHaibTfbsHct116Cebpbsc150V0422111RawDataRep2	HudsonAlpha	2012-06-18	n/a	2013-03-18
wgEncodeHaibTfbsHct116Cebpbsc150V0422111RawRep1	HudsonAlpha	2012-06-18	n/a	2013-03-18
wgEncodeHaibTfbsHct116Cebpbsc150V0422111RawRep2	HudsonAlpha	2012-06-18	n/a	2013-03-18
wgEncodeHaibTfbsHct116CtcfcV0422111AlnRep1	HudsonAlpha	2012-06-18	n/a	2013-03-18
wgEncodeHaibTfbsHct116CtcfcV0422111AlnRep2	HudsonAlpha	2012-06-18	n/a	2013-03-18
wgEncodeHaibTfbsHct116CtcfcV0422111PkRep1	HudsonAlpha	2012-06-18	n/a	2013-03-18
wgEncodeHaibTfbsHct116CtcfcV0422111PkRep2	HudsonAlpha	2012-06-18	n/a	2013-03-18
wgEncodeHaibTfbsHct116CtcfcV0422111RawDataRep1	HudsonAlpha	2012-06-18	n/a	2013-03-18
wgEncodeHaibTfbsHct116CtcfcV0422111RawDataRep2	HudsonAlpha	2012-06-18	n/a	2013-03-18
wgEncodeHaibTfbsHct116CtcfcV0422111RawRep1	HudsonAlpha	2012-06-18	n/a	2013-03-18
wgEncodeHaibTfbsHct116CtcfcV0422111RawRep2	HudsonAlpha	2012-06-18	n/a	2013-03-18
wgEncodeHaibTfbsHct116Egr1V0422111AlnRep1	HudsonAlpha	2012-06-15	n/a	2013-03-15
wgEncodeHaibTfbsHct116Egr1V0422111AlnRep2	HudsonAlpha	2012-06-15	n/a	2013-03-15
wgEncodeHaibTfbsHct116Egr1V0422111PkRep1	HudsonAlpha	2012-06-15	n/a	2013-03-15
wgEncodeHaibTfbsHct116Egr1V0422111PkRep2	HudsonAlpha	2012-06-15	n/a	2013-03-15
wgEncodeHaibTfbsHct116Egr1V0422111RawDataRep1	HudsonAlpha	2012-06-15	n/a	2013-03-15
wgEncodeHaibTfbsHct116Egr1V0422111RawDataRep2	HudsonAlpha	2012-06-15	n/a	2013-03-15
