#metaObject	lab	dateSubmitted	dateResubmitted	dateUnrestricted	composite
wgEncodeSydhTfbsHepg2CebpzIggrabRawDataRep1	Stanford	2012-02-28	n/a	2012-11-28	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2CebpzIggrabRawDataRep2	Stanford	2012-02-28	n/a	2012-11-28	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2CebpzIggrabSig	Stanford	2012-02-28	n/a	2012-11-28	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Chd2ab68301IggrabAlnRep1	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Chd2ab68301IggrabAlnRep2	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Chd2ab68301IggrabPk	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Chd2ab68301IggrabRawDataRep1	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Chd2ab68301IggrabRawDataRep2	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Chd2ab68301IggrabSig	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2CjunIggrabAlnRep1	Stanford	2010-04-27	n/a	2011-01-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2CjunIggrabAlnRep2	Stanford	2010-04-27	n/a	2011-01-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2CjunIggrabPk	Stanford	2010-04-27	n/a	2011-01-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2CjunIggrabRawDataRep1	Stanford	2010-04-27	n/a	2011-01-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2CjunIggrabRawDataRep2	Stanford	2010-04-27	n/a	2011-01-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2CjunIggrabSig	Stanford	2010-12-06	n/a	2011-09-06	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2ControlForsklnRawDataRep1	Stanford	2010-01-15	n/a	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2ControlForsklnRawDataRep2	Stanford	2010-01-15	n/a	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2ControlInslnRawDataRep1	Stanford	2010-01-15	n/a	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2ControlInslnRawDataRep2	Stanford	2010-01-15	n/a	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Corestsc30189IggrabAlnRep1	Stanford	2012-02-27	n/a	2012-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Corestsc30189IggrabAlnRep2	Stanford	2012-02-27	n/a	2012-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Corestsc30189IggrabPk	Stanford	2012-02-27	n/a	2012-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Corestsc30189IggrabRawDataRep1	Stanford	2012-02-27	n/a	2012-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Corestsc30189IggrabRawDataRep2	Stanford	2012-02-27	n/a	2012-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Corestsc30189IggrabSig	Stanford	2012-02-27	n/a	2012-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2ErraForsklnRawDataRep1	Stanford	2010-01-15	n/a	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2ErraForsklnRawDataRep2	Stanford	2010-01-15	n/a	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2ErraForsklnStdAlnRep1	Stanford	2010-01-15	2010-06-11	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2ErraForsklnStdAlnRep2	Stanford	2010-01-15	2010-06-11	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2ErraForsklnStdPk	Stanford	2011-06-03	n/a	2012-03-03	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2ErraForsklnStdSig	Stanford	2010-12-02	n/a	2011-09-01	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Grp20ForsklnRawDataRep1	Stanford	2010-01-15	n/a	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Grp20ForsklnRawDataRep2	Stanford	2010-01-15	n/a	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Grp20ForsklnStdAlnRep1	Stanford	2010-01-15	2010-06-11	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Grp20ForsklnStdAlnRep2	Stanford	2010-01-15	2010-06-11	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Grp20ForsklnStdPk	Stanford	2011-06-03	n/a	2012-03-03	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Grp20ForsklnStdSig	Stanford	2010-12-02	n/a	2011-09-01	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Hnf4aForsklnRawDataRep1	Stanford	2010-01-15	n/a	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Hnf4aForsklnRawDataRep2	Stanford	2010-01-15	n/a	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Hnf4aForsklnStdAlnRep1	Stanford	2010-01-15	2010-06-11	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Hnf4aForsklnStdAlnRep2	Stanford	2010-01-15	2010-06-11	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Hnf4aForsklnStdPk	Stanford	2011-06-03	n/a	2012-03-03	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Hnf4aForsklnStdSig	Stanford	2010-12-02	n/a	2011-09-01	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Hsf1ForsklnRawDataRep1	Stanford	2010-01-15	n/a	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Hsf1ForsklnRawDataRep2	Stanford	2010-01-15	n/a	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Hsf1ForsklnStdAlnRep1	Stanford	2010-01-15	2010-06-11	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Hsf1ForsklnStdAlnRep2	Stanford	2010-01-15	2010-06-11	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Hsf1ForsklnStdPk	Stanford	2011-06-03	n/a	2012-03-03	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Hsf1ForsklnStdSig	Stanford	2010-12-02	n/a	2011-09-01	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputForsklnStdAlnRep1	Stanford	2010-01-15	2010-06-11	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputForsklnStdAlnRep2	Stanford	2010-01-15	2010-06-11	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputForsklnStdSig	Stanford	2010-12-02	n/a	2011-09-01	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputIgggoatAlnRep1	Stanford	2011-09-29	n/a	2012-06-28	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputIgggoatRawDataRep1	Stanford	2011-09-29	n/a	2012-06-28	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputIgggoatSig	Stanford	2011-09-29	n/a	2012-06-28	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputIggrabAln	Stanford	2010-04-27	n/a	2011-01-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputIggrabRawData	Stanford	2010-04-27	n/a	2011-01-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputIggrabSig	Stanford	2010-12-06	n/a	2011-09-06	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputInslnStdAlnRep1	Stanford	2010-01-15	2010-06-11	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputInslnStdAlnRep2	Stanford	2010-01-15	2010-06-11	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputInslnStdSig	Stanford	2010-12-02	n/a	2011-09-01	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputPravastStdAlnRep1	Yale	2009-02-27	2010-06-11	2009-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputPravastStdAlnRep2	Yale	2009-02-27	2010-06-11	2009-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputPravastStdAlnRep3	Yale	2009-02-27	2010-06-11	2009-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputPravastStdSig	Yale	2010-12-02	n/a	2011-09-01	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputRawData	USC	2009-06-12	n/a	2010-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputRawDataRep1	Yale	2009-02-27	n/a	2009-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputRawDataRep2	Yale	2009-02-27	n/a	2009-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputRawDataRep3	Yale	2009-02-27	n/a	2009-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputUcdAlnRep1	USC	2009-06-12	2010-06-11	2010-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2InputUcdSig	USC	2010-12-02	n/a	2011-09-01	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Irf3IggrabAlnRep1	Stanford	2010-06-11	n/a	2011-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Irf3IggrabAlnRep2	Stanford	2010-06-11	n/a	2011-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Irf3IggrabPk	Stanford	2010-06-11	n/a	2011-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Irf3IggrabRawDataRep1	Stanford	2010-06-11	n/a	2011-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Irf3IggrabRawDataRep2	Stanford	2010-06-11	n/a	2011-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Irf3IggrabSig	Stanford	2010-12-06	n/a	2011-09-06	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2JundIggrabAlnRep1	Stanford	2010-06-11	n/a	2011-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2JundIggrabAlnRep2	Stanford	2010-06-11	n/a	2011-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2JundIggrabPk	Stanford	2010-06-11	n/a	2011-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2JundIggrabRawDataRep1	Stanford	2010-06-11	n/a	2011-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2JundIggrabRawDataRep2	Stanford	2010-06-11	n/a	2011-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2JundIggrabSig	Stanford	2010-12-06	n/a	2011-09-06	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Maffm8194IggrabAlnRep1	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Maffm8194IggrabAlnRep2	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Maffm8194IggrabPk	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Maffm8194IggrabRawDataRep1	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Maffm8194IggrabRawDataRep2	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Maffm8194IggrabSig	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mafkab50322IggrabAlnRep1	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mafkab50322IggrabAlnRep2	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mafkab50322IggrabPk	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mafkab50322IggrabRawDataRep1	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mafkab50322IggrabRawDataRep2	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mafkab50322IggrabSig	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mafksc477IggrabAlnRep1	Stanford	2011-01-19	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mafksc477IggrabAlnRep2	Stanford	2011-01-19	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mafksc477IggrabPk	Stanford	2011-01-19	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mafksc477IggrabRawDataRep1	Stanford	2011-01-19	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mafksc477IggrabRawDataRep2	Stanford	2011-01-19	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mafksc477IggrabSig	Stanford	2011-01-19	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2MaxIggrabAlnRep1	Stanford	2011-09-28	n/a	2012-06-28	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2MaxIggrabAlnRep2	Stanford	2011-09-28	n/a	2012-06-28	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2MaxIggrabPk	Stanford	2011-09-28	n/a	2012-06-28	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2MaxIggrabRawDataRep1	Stanford	2011-09-28	n/a	2012-06-28	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2MaxIggrabRawDataRep2	Stanford	2011-09-28	n/a	2012-06-28	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2MaxIggrabSig	Stanford	2011-09-28	n/a	2012-06-28	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mazab85725IggrabAlnRep1	Stanford	2012-02-28	n/a	2012-11-28	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mazab85725IggrabAlnRep2	Stanford	2012-02-28	n/a	2012-11-28	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mazab85725IggrabPk	Stanford	2012-02-28	n/a	2012-11-28	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mazab85725IggrabRawDataRep1	Stanford	2012-02-28	n/a	2012-11-28	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mazab85725IggrabRawDataRep2	Stanford	2012-02-28	n/a	2012-11-28	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mazab85725IggrabSig	Stanford	2012-02-28	n/a	2012-11-28	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mxi1StdAlnRep1	Stanford	2011-06-29	n/a	2012-03-29	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mxi1StdAlnRep2	Stanford	2011-06-29	n/a	2012-03-29	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mxi1StdAlnRep3	Stanford	2011-06-29	n/a	2012-03-29	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mxi1StdPk	Stanford	2011-06-29	n/a	2012-03-29	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mxi1StdRawDataRep1	Stanford	2011-06-29	n/a	2012-03-29	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mxi1StdRawDataRep2	Stanford	2011-06-29	n/a	2012-03-29	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mxi1StdRawDataRep3	Stanford	2011-06-29	n/a	2012-03-29	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Mxi1StdSig	Stanford	2011-06-29	n/a	2012-03-29	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Nrf1IggrabAlnRep1	Stanford	2010-06-11	n/a	2011-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Nrf1IggrabAlnRep2	Stanford	2010-06-11	n/a	2011-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Nrf1IggrabPk	Stanford	2010-06-11	n/a	2011-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Nrf1IggrabRawDataRep1	Stanford	2010-06-11	n/a	2011-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Nrf1IggrabRawDataRep2	Stanford	2010-06-11	n/a	2011-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Nrf1IggrabSig	Stanford	2010-12-06	n/a	2011-09-06	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2P300sc582IggrabAlnRep1	Stanford	2011-03-31	n/a	2011-12-31	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2P300sc582IggrabAlnRep2	Stanford	2011-03-31	n/a	2011-12-31	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2P300sc582IggrabPk	Stanford	2011-03-31	n/a	2011-12-31	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2P300sc582IggrabRawDataRep1	Stanford	2011-03-31	n/a	2011-12-31	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2P300sc582IggrabRawDataRep2	Stanford	2011-03-31	n/a	2011-12-31	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2P300sc582IggrabSig	Stanford	2011-03-31	n/a	2011-12-31	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pgc1aForsklnRawDataRep1	Stanford	2010-01-15	n/a	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pgc1aForsklnRawDataRep2	Stanford	2010-01-15	n/a	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pgc1aForsklnStdAlnRep1	Stanford	2010-01-15	2010-06-11	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pgc1aForsklnStdAlnRep2	Stanford	2010-01-15	2010-06-11	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pgc1aForsklnStdPk	Stanford	2011-06-03	n/a	2012-03-03	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pgc1aForsklnStdSig	Stanford	2010-12-02	n/a	2011-09-01	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2ForsklnRawDataRep1	Stanford	2010-01-15	n/a	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2ForsklnRawDataRep2	Stanford	2010-01-15	n/a	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2ForsklnStdAlnRep1	Stanford	2010-01-15	2010-06-11	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2ForsklnStdAlnRep2	Stanford	2010-01-15	2010-06-11	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2ForsklnStdPk	Stanford	2011-06-03	n/a	2012-03-03	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2ForsklnStdSig	Stanford	2010-12-02	n/a	2011-09-01	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2IggrabAlnRep1	Stanford	2010-04-27	n/a	2011-01-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2IggrabAlnRep2	Stanford	2010-04-27	n/a	2011-01-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2IggrabPk	Stanford	2010-04-27	n/a	2011-01-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2IggrabRawDataRep1	Stanford	2010-04-27	n/a	2011-01-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2IggrabRawDataRep2	Stanford	2010-04-27	n/a	2011-01-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2IggrabSig	Stanford	2010-12-06	n/a	2011-09-06	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2PravastStdAlnRep1	Yale	2009-02-27	2010-06-11	2009-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2PravastStdAlnRep2	Yale	2009-02-27	2010-06-11	2009-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2PravastStdAlnRep3	Yale	2009-02-27	2010-06-11	2009-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2PravastStdPk	Yale	2011-06-03	n/a	2012-03-03	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2PravastStdSig	Yale	2010-12-02	n/a	2011-09-01	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2RawDataRep1	Yale	2009-02-27	n/a	2009-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2RawDataRep2	Yale	2009-02-27	n/a	2009-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2RawDataRep3	Yale	2009-02-27	n/a	2009-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2s2IggrabAlnRep1	Stanford	2011-03-31	n/a	2011-12-31	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2s2IggrabAlnRep2	Stanford	2011-03-31	n/a	2011-12-31	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2s2IggrabPk	Stanford	2011-03-31	n/a	2011-12-31	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2s2IggrabRawDataRep1	Stanford	2011-03-31	n/a	2011-12-31	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2s2IggrabRawDataRep2	Stanford	2011-03-31	n/a	2011-12-31	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Pol2s2IggrabSig	Stanford	2011-03-31	n/a	2011-12-31	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Rad21IggrabAlnRep1	Stanford	2010-06-11	n/a	2011-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Rad21IggrabAlnRep2	Stanford	2010-06-11	n/a	2011-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Rad21IggrabPk	Stanford	2010-06-11	n/a	2011-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Rad21IggrabRawDataRep1	Stanford	2010-06-11	n/a	2011-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Rad21IggrabRawDataRep2	Stanford	2010-06-11	n/a	2011-03-11	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Rad21IggrabSig	Stanford	2010-12-06	n/a	2011-09-06	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Rfx5200401194IggrabAlnRep1	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Rfx5200401194IggrabAlnRep2	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Rfx5200401194IggrabPk	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Rfx5200401194IggrabRawDataRep1	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Rfx5200401194IggrabRawDataRep2	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Rfx5200401194IggrabSig	Stanford	2011-01-18	n/a	2011-10-18	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Smc3ab9263IggrabAlnRep1	Stanford	2011-03-31	n/a	2011-12-31	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Smc3ab9263IggrabAlnRep2	Stanford	2011-03-31	n/a	2011-12-31	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Smc3ab9263IggrabPk	Stanford	2011-03-31	n/a	2011-12-31	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Smc3ab9263IggrabRawDataRep1	Stanford	2011-03-31	n/a	2011-12-31	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Smc3ab9263IggrabRawDataRep2	Stanford	2011-03-31	n/a	2011-12-31	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Smc3ab9263IggrabSig	Stanford	2011-03-31	n/a	2011-12-31	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Srebp1InslnStdAlnRep1	Stanford	2010-01-15	2010-06-11	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Srebp1InslnStdAlnRep2	Stanford	2010-01-15	2010-06-11	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Srebp1InslnStdAlnRep3	Stanford	2010-01-15	2010-06-11	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Srebp1InslnStdPk	Stanford	2011-06-03	n/a	2012-03-03	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Srebp1InslnStdSig	Stanford	2010-12-02	n/a	2011-09-01	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Srebp1PravastStdAlnRep1	Yale	2009-02-27	2010-06-11	2009-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Srebp1PravastStdAlnRep2	Yale	2009-02-27	2010-06-11	2009-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Srebp1PravastStdAlnRep3	Yale	2009-02-27	2010-06-11	2009-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Srebp1PravastStdPk	Yale	2011-06-03	n/a	2012-03-03	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Srebp1PravastStdSig	Yale	2010-12-02	n/a	2011-09-01	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Srebp1aInslnRawDataRep1	Stanford	2010-01-15	n/a	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Srebp1aInslnRawDataRep2	Stanford	2010-01-15	n/a	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Srebp1aInslnRawDataRep3	Stanford	2010-01-15	n/a	2010-10-15	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Srebp1aRawDataRep1	Yale	2009-02-27	n/a	2009-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Srebp1aRawDataRep2	Yale	2009-02-27	n/a	2009-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Srebp1aRawDataRep3	Yale	2009-02-27	n/a	2009-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Srebp2PravastStdAlnRep1	Yale	2009-02-27	2010-06-11	2009-11-27	wgEncodeSydhTfbs
wgEncodeSydhTfbsHepg2Srebp2PravastStdAlnRep2	Yale	2009-02-27	2010-06-11	2009-11-27	wgEncodeSydhTfbs
