#metaObject	lab	dateSubmitted	dateResubmitted	dateUnrestricted	composite
wgEncodeCshlShortRnaSeqImr90CellShorttotalTapProtocolRep1	CSHL	2012-02-14	n/a	2012-11-14	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CellShorttotalTapProtocolRep2	CSHL	2012-02-14	n/a	2012-11-14	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CellShorttotalTapRawDataRep1	CSHL	2012-02-29	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CellShorttotalTapRawDataRep2	CSHL	2012-03-01	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CellTapContigs	CSHL	2012-03-28	n/a	2012-12-28	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CellTapExonsGencV10	CSHL	2012-03-30	n/a	2012-12-30	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolCiptapContigs	CSHL	2012-06-29	n/a	2013-03-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolCiptapExonsGencV10	CSHL	2012-06-29	n/a	2013-03-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolCiptapProtocolRep1	CSHL	2012-06-29	n/a	2013-03-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolCiptapProtocolRep2	CSHL	2012-06-29	n/a	2013-03-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolContigs	CSHL	2012-04-23	n/a	2013-01-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolExonsGencV10	CSHL	2012-03-30	n/a	2012-12-30	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolProtocolRep1	CSHL	2012-06-29	n/a	2013-03-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolProtocolRep2	CSHL	2012-06-29	n/a	2013-03-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalAlnRep1	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalAlnRep2	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalCiptapAlnRep1	CSHL	2012-02-19	n/a	2012-11-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalCiptapAlnRep2	CSHL	2012-02-19	n/a	2012-11-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalCiptapMinusRep1	CSHL	2012-02-19	n/a	2012-11-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalCiptapMinusRep2	CSHL	2012-02-19	n/a	2012-11-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalCiptapPlusRep1	CSHL	2012-02-19	n/a	2012-11-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalCiptapPlusRep2	CSHL	2012-02-19	n/a	2012-11-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalCiptapRawDataRep1	CSHL	2012-02-19	n/a	2012-11-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalCiptapRawDataRep2	CSHL	2012-02-19	n/a	2012-11-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalMinusRep1	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalMinusRep2	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalPlusRep1	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalPlusRep2	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalRawDataRep1	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalRawDataRep2	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalTapAlnRep1	CSHL	2012-03-01	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalTapAlnRep2	CSHL	2012-02-29	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalTapMinusRep1	CSHL	2012-03-01	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalTapMinusRep2	CSHL	2012-02-29	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalTapPlusRep1	CSHL	2012-03-01	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalTapPlusRep2	CSHL	2012-02-29	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalTapProtocolRep1	CSHL	2012-02-14	n/a	2012-11-14	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalTapProtocolRep2	CSHL	2012-02-14	n/a	2012-11-14	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalTapRawDataRep1	CSHL	2012-03-01	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolShorttotalTapRawDataRep2	CSHL	2012-02-29	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolTapContigs	CSHL	2012-03-28	n/a	2012-12-28	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90CytosolTapExonsGencV10	CSHL	2012-03-30	n/a	2012-12-30	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusCiptapContigs	CSHL	2012-03-28	n/a	2012-12-28	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusCiptapExonsGencV10	CSHL	2012-03-30	n/a	2012-12-30	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusCiptapProtocolRep1	CSHL	2012-06-29	n/a	2013-03-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusCiptapProtocolRep2	CSHL	2012-06-29	n/a	2013-03-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusContigs	CSHL	2012-03-28	n/a	2012-12-28	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusExonsGencV10	CSHL	2012-03-30	n/a	2012-12-30	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusProtocolRep1	CSHL	2012-06-29	n/a	2013-03-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusProtocolRep2	CSHL	2012-06-29	n/a	2013-03-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalAlnRep1	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalAlnRep2	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalCiptapAlnRep1	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalCiptapAlnRep2	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalCiptapMinusRep1	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalCiptapMinusRep2	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalCiptapPlusRep1	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalCiptapPlusRep2	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalCiptapRawDataRep1	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalCiptapRawDataRep2	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalMinusRep1	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalMinusRep2	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalPlusRep1	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalPlusRep2	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalRawDataRep1	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalRawDataRep2	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalTapAlnRep1	CSHL	2012-02-29	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalTapAlnRep2	CSHL	2012-03-01	n/a	2012-12-01	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalTapMinusRep1	CSHL	2012-02-29	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalTapMinusRep2	CSHL	2012-03-01	n/a	2012-12-01	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalTapPlusRep1	CSHL	2012-02-29	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalTapPlusRep2	CSHL	2012-03-01	n/a	2012-12-01	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalTapProtocolRep1	CSHL	2012-02-14	n/a	2012-11-14	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalTapProtocolRep2	CSHL	2012-02-14	n/a	2012-11-14	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalTapRawDataRep1	CSHL	2012-02-29	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusShorttotalTapRawDataRep2	CSHL	2012-03-01	n/a	2012-12-01	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusTapContigs	CSHL	2012-03-28	n/a	2012-12-28	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqImr90NucleusTapExonsGencV10	CSHL	2012-04-23	n/a	2013-01-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CellShortAln	CSHL	2010-01-14	2010-06-14	2010-10-14	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CellShortMinusRaw	CSHL	2010-01-14	2010-06-14	2010-10-14	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CellShortPlusRaw	CSHL	2010-01-14	2010-06-14	2010-10-14	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CellShortRawData	CSHL	2010-01-14	n/a	2010-10-14	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CellShortTransfrags	CSHL	2010-01-14	2010-06-14	2010-10-14	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CellShorttotalTapAlnRep1	CSHL	2011-01-18	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CellShorttotalTapAlnRep2	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CellShorttotalTapContigs	CSHL	2011-07-12	2012-02-07	2012-04-12	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CellShorttotalTapExonsGencV7	CSHL	2011-07-12	n/a	2012-04-12	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CellShorttotalTapMinusRawRep1	CSHL	2011-01-18	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CellShorttotalTapMinusRawRep2	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CellShorttotalTapPlusRawRep1	CSHL	2011-01-18	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CellShorttotalTapPlusRawRep2	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CellShorttotalTapProtocolRep1	CSHL	2012-02-15	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CellShorttotalTapProtocolRep2	CSHL	2012-02-15	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CellShorttotalTapRawDataRep1	CSHL	2011-01-18	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CellShorttotalTapRawDataRep2	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562ChromatinShortAln	CSHL	2009-09-23	2010-06-14	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562ChromatinShortMinusRaw	CSHL	2009-09-23	2010-06-14	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562ChromatinShortPlusRaw	CSHL	2009-09-23	2010-06-14	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562ChromatinShortRawData	CSHL	2009-09-23	n/a	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562ChromatinShortTransfrags	CSHL	2009-09-23	2010-07-20	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562ChromatinShorttotalTapAlnRep3	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562ChromatinShorttotalTapAlnRep4	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562ChromatinShorttotalTapContigs	CSHL	2011-07-12	2012-02-07	2012-04-12	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562ChromatinShorttotalTapExonsGencV7	CSHL	2011-07-12	n/a	2012-04-12	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562ChromatinShorttotalTapMinusRawRep3	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562ChromatinShorttotalTapMinusRawRep4	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562ChromatinShorttotalTapPlusRawRep3	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562ChromatinShorttotalTapPlusRawRep4	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562ChromatinShorttotalTapRawDataRep3	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562ChromatinShorttotalTapRawDataRep4	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CytosolShortAln	CSHL	2009-09-23	2010-06-14	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CytosolShortMinusRaw	CSHL	2009-09-23	2010-06-14	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CytosolShortPlusRaw	CSHL	2009-09-23	2010-06-14	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CytosolShortRawData	CSHL	2009-09-23	n/a	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CytosolShortTransfrags	CSHL	2009-09-23	2010-07-20	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CytosolShorttotalTapAlnRep1	CSHL	2011-01-18	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CytosolShorttotalTapAlnRep2	CSHL	2011-01-18	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CytosolShorttotalTapContigs	CSHL	2011-07-12	2012-02-07	2012-04-12	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CytosolShorttotalTapExonsGencV7	CSHL	2011-07-12	n/a	2012-04-12	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CytosolShorttotalTapMinusRawRep1	CSHL	2011-01-18	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CytosolShorttotalTapMinusRawRep2	CSHL	2011-01-18	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CytosolShorttotalTapPlusRawRep1	CSHL	2011-01-18	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CytosolShorttotalTapPlusRawRep2	CSHL	2011-01-18	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CytosolShorttotalTapProtocolRep1	CSHL	2012-02-15	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CytosolShorttotalTapProtocolRep2	CSHL	2012-02-15	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CytosolShorttotalTapRawDataRep1	CSHL	2011-01-18	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562CytosolShorttotalTapRawDataRep2	CSHL	2011-01-18	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleolusShortAln	CSHL	2009-09-23	2010-06-14	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleolusShortMinusRaw	CSHL	2009-09-23	2010-06-14	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleolusShortPlusRaw	CSHL	2009-09-23	2010-06-14	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleolusShortRawData	CSHL	2009-09-23	n/a	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleolusShortTransfrags	CSHL	2009-09-23	2010-07-20	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleolusShorttotalTapAlnRep3	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleolusShorttotalTapAlnRep4	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleolusShorttotalTapContigs	CSHL	2011-07-12	2012-02-07	2012-04-12	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleolusShorttotalTapExonsGencV7	CSHL	2011-07-12	n/a	2012-04-12	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleolusShorttotalTapMinusRawRep3	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleolusShorttotalTapMinusRawRep4	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleolusShorttotalTapPlusRawRep3	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleolusShorttotalTapPlusRawRep4	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleolusShorttotalTapRawDataRep3	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleolusShorttotalTapRawDataRep4	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleoplasmShortAln	CSHL	2009-09-23	2010-06-14	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleoplasmShortMinusRaw	CSHL	2009-09-23	2010-06-14	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleoplasmShortPlusRaw	CSHL	2009-09-23	2010-06-14	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleoplasmShortRawData	CSHL	2009-09-23	n/a	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleoplasmShortTransfrags	CSHL	2009-09-23	2010-07-20	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleoplasmShorttotalTapAlnRep3	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleoplasmShorttotalTapAlnRep4	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleoplasmShorttotalTapContigs	CSHL	2011-07-12	2012-02-07	2012-04-12	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleoplasmShorttotalTapExonsGencV7	CSHL	2011-07-12	n/a	2012-04-12	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleoplasmShorttotalTapMinusRawRep3	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleoplasmShorttotalTapMinusRawRep4	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleoplasmShorttotalTapPlusRawRep3	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleoplasmShorttotalTapPlusRawRep4	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleoplasmShorttotalTapRawDataRep3	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleoplasmShorttotalTapRawDataRep4	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleusShortAln	CSHL	2009-09-23	2010-06-14	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleusShortMinusRaw	CSHL	2009-09-23	2010-06-14	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleusShortPlusRaw	CSHL	2009-09-23	2010-06-14	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleusShortRawData	CSHL	2009-09-23	n/a	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleusShortTransfrags	CSHL	2009-09-23	2010-07-20	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleusShorttotalTapAlnRep1	CSHL	2011-01-18	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleusShorttotalTapAlnRep2	CSHL	2011-01-18	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleusShorttotalTapContigs	CSHL	2011-07-12	2012-02-07	2012-04-12	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleusShorttotalTapExonsGencV7	CSHL	2011-07-12	n/a	2012-04-12	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleusShorttotalTapMinusRawRep1	CSHL	2011-01-18	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleusShorttotalTapMinusRawRep2	CSHL	2011-01-18	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleusShorttotalTapPlusRawRep1	CSHL	2011-01-18	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleusShorttotalTapPlusRawRep2	CSHL	2011-01-18	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleusShorttotalTapProtocolRep1	CSHL	2012-02-15	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleusShorttotalTapProtocolRep2	CSHL	2012-02-15	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleusShorttotalTapRawDataRep1	CSHL	2011-01-18	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562NucleusShorttotalTapRawDataRep2	CSHL	2011-01-18	n/a	2011-10-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562PolysomeShortAln	CSHL	2009-09-23	2010-06-14	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562PolysomeShortMinusRaw	CSHL	2009-09-23	2010-06-14	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562PolysomeShortPlusRaw	CSHL	2009-09-23	2010-06-14	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562PolysomeShortRawData	CSHL	2009-09-23	n/a	2010-06-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqK562PolysomeShortTransfrags	CSHL	2009-09-23	2010-07-20	2010-06-23	wgEncodeCshlShortRnaSeq
