SRR1072247 GTEX-X638-0226-SM-47JZ9	female	Adipose - Subcutaneous
SRR1072269 GTEX-XUW1-1526-SM-4BOOY	female	Esophagus - Muscularis
SRR1072297 GTEX-R55G-1026-SM-48FDI	female	Esophagus - Mucosa
SRR1072321 K-562-SM-4DM4W	female	Cells - Leukemia cell line (CML)
SRR1072345 GTEX-X88G-0006-SM-47JX5	male	Whole Blood
SRR1072367 GTEX-XMD1-0011-R10A-SM-4AT4A	male	Brain - Frontal Cortex (BA9)
SRR1072388 GTEX-X62O-2226-SM-46MW3	male	Esophagus - Mucosa
SRR1072412 GTEX-U3ZH-1126-SM-4DXUG	male	Esophagus - Muscularis
SRR1072432 GTEX-T6MO-0626-SM-4DM6P	female	Esophagus - Muscularis
SRR1072456 GTEX-OOBJ-0926-SM-48TDO	male	Spleen
SRR1072480 GTEX-X8HC-1426-SM-46MWC	female	Esophagus - Mucosa
SRR1072504 GTEX-WZTO-0011-R8A-SM-4E3II	male	Brain - Hypothalamus
SRR1072529 GTEX-XPVG-0006-SM-4B65Z	male	Whole Blood
SRR1072554 GTEX-VUSG-1126-SM-4KKZQ	male	Esophagus - Muscularis
SRR1072578 GTEX-SE5C-1526-SM-4BRWU	female	Colon - Transverse
SRR1072602 GTEX-VJYA-0926-SM-4KL1N	male	Small Intestine - Terminal Ileum
SRR1072626 GTEX-Q2AI-0226-SM-48U1D	male	Adrenal Gland
SRR1072650 GTEX-XGQ4-0326-SM-4GIEE	male	Heart - Left Ventricle
SRR1072676 GTEX-SN8G-0008-SM-4DM4X	female	Cells - Transformed fibroblasts
SRR1072700 GTEX-RU1J-0526-SM-46MUT	female	Stomach
SRR1072724 GTEX-XOTO-0326-SM-4B66K	male	Nerve - Tibial
SRR1072749 GTEX-PX3G-0426-SM-48U1C	female	Artery - Aorta
SRR1072773 GTEX-R55D-0008-SM-48FEV	male	Cells - Transformed fibroblasts
SRR1072797 GTEX-X585-0011-R8A-SM-46MUX	male	Brain - Hypothalamus
SRR1072821 GTEX-QMRM-1126-SM-447BN	male	Stomach
SRR1072845 GTEX-WFG8-1926-SM-4LVM1	male	Testis
SRR1072871 GTEX-XYKS-0005-SM-4BRUD	female	Whole Blood
SRR1072895 GTEX-XOT4-0008-SM-4B664	female	Cells - Transformed fibroblasts
SRR1072920 GTEX-WFON-1126-SM-4LVMA	male	Stomach
SRR1072948 GTEX-PX3G-3026-SM-48TZR	female	Artery - Coronary
SRR1072972 GTEX-WFJO-0626-SM-4LVMC	male	Pancreas
SRR1072998 K-562-SM-4IHK7	female	Cells - Leukemia cell line (CML)
SRR1073021 GTEX-T8EM-0826-SM-4DM76	male	Pancreas
SRR1073045 GTEX-PWN1-2526-SM-48TDS	female	Vagina
SRR1073069 GTEX-XQ3S-2526-SM-4BOOG	male	Prostate
SRR1073095 GTEX-S341-1226-SM-4AD5S	female	Vagina
SRR1073119 GTEX-SN8G-0926-SM-4DM5I	female	Lung
SRR1073143 GTEX-X585-0011-R3B-SM-46MVG	male	Brain - Anterior cingulate cortex (BA24)
SRR1073167 GTEX-RM2N-0326-SM-48FD8	male	Pancreas
SRR1073191 GTEX-XUJ4-0926-SM-4BOPA	female	Esophagus - Muscularis
SRR1073217 GTEX-XMK1-1726-SM-4B64Z	male	Colon - Transverse
SRR1073242 GTEX-O5YW-0008-SM-4E3IE	male	Cells - Transformed fibroblasts
