accession	label	cell_type	tissue	_source_name	_study	__sample	__bsrate	__meth	__depth	__mapping	__uniq	__sites	__hmr_size	__hmr_count	__pmd_size	__pmd_count
ERX11559534	Blood	NA	blood	NA	ERP152810	ERS16513442	0.984	0.746	17.428	0.824	0.512	0.989	1029.97	49675	9999.92	3029
ERX11559535	Blood	NA	blood	NA	ERP152810	ERS16513443	0.983	0.748	17.643	0.829	0.537	0.989	995.65	55412	10830.2	2740
ERX11559536	Blood	NA	blood	NA	ERP152810	ERS16513444	0.986	0.758	18.903	0.837	0.624	0.989	995.07	55008	10801.14	2773
ERX11559537	Blood	NA	blood	NA	ERP152810	ERS16513445	0.985	0.753	21.178	0.835	0.537	0.990	996.6	53557	10270.51	2932
ERX11559538	Blood	NA	blood	NA	ERP152810	ERS16513446	0.984	0.736	17.275	0.832	0.517	0.989	1040.87	48404	9820.61	2841
ERX11559539	Blood	NA	blood	NA	ERP152810	ERS16513447	0.983	0.756	23.130	0.827	0.553	0.990	976.2	56056	10882.95	2708
ERX11559540	Blood	NA	blood	NA	ERP152810	ERS16513448	0.986	0.737	18.736	0.824	0.592	0.989	1028.73	51145	10900.33	2594
ERX11559541	Blood	NA	blood	NA	ERP152810	ERS16513449	0.983	0.753	17.837	0.828	0.548	0.989	1009.62	53431	10477.52	2908
ERX11559542	Blood	NA	blood	NA	ERP152810	ERS16513450	0.985	0.759	18.072	0.819	0.526	0.989	965.6	57149	10462.65	3139
ERX11559543	Blood	NA	blood	NA	ERP152810	ERS16513451	0.985	0.749	17.530	0.821	0.519	0.989	1034.73	48759	9817.13	2975
ERX11559544	Blood	NA	blood	NA	ERP152810	ERS16513452	0.985	0.744	19.596	0.830	0.617	0.990	1012.76	49968	9712.98	2825
ERX11559545	Blood	NA	blood	NA	ERP152810	ERS16513453	0.985	0.747	20.091	0.830	0.596	0.990	1023.32	48966	10345.48	2412
ERX11559546	Blood	NA	blood	NA	ERP152810	ERS16513454	0.983	0.730	22.508	0.822	0.540	0.990	1031.18	51139	10827.41	2599
ERX3476143	Oocytes	NA	oocytes	NA	ERP116535	ERS3604879	0.958	0.487	2.388	0.751	0.147	0.759	31243.78	10485	491432.36	2236
ERX3476144	Oocytes	NA	oocytes	NA	ERP116535	ERS3604880	0.976	0.655	8.789	0.691	0.322	0.961	1328.18	47278	72340.45	1689
ERX3476145	Oocytes	NA	oocytes	NA	ERP116535	ERS3604881	0.978	0.659	9.196	0.701	0.453	0.944	1330.38	45536	64848.83	1721
ERX3476146	Oocytes	NA	oocytes	NA	ERP116535	ERS3604882	0.976	0.649	9.096	0.700	0.555	0.947	1346.23	48501	83136.86	1668
ERX3476147	Oocytes	NA	oocytes	NA	ERP116535	ERS3604883	0.982	0.649	8.391	0.692	0.527	0.935	1318.32	46161	54577.33	1503
ERX3476148	Oocytes	NA	oocytes	NA	ERP116535	ERS3604884	0.979	0.671	8.396	0.700	0.631	0.944	1296.73	48806	66657.27	1649
ERX3476149	Oocytes	NA	oocytes	NA	ERP116535	ERS3604885	0.979	0.649	11.684	0.705	0.600	0.958	1197.76	53920	37858.74	1679
ERX3476150	Oocytes	NA	oocytes	NA	ERP116535	ERS3604886	0.978	0.632	7.312	0.720	0.254	0.941	1535.11	40008	159534.86	1823
ERX3497748	Morula	NA	morula	NA	ERP116794	ERS3649055	0.982	0.311	3.214	0.657	0.494	0.823	0.0	0	701662.34	791
ERX3497749	Morula	NA	morula	NA	ERP116794	ERS3649056	0.982	0.317	3.188	0.674	0.423	0.832	0.0	0	496619.39	977
ERX3497750	Morula	NA	morula	NA	ERP116794	ERS3649057	0.983	0.288	2.172	0.698	0.259	0.757	0.0	0	769166.77	465
ERX3497751	Morula	NA	morula	NA	ERP116794	ERS3649058	0.983	0.325	4.160	0.717	0.446	0.900	89547.68	690	382290.09	1369
ERX3497752	Morula	NA	morula	NA	ERP116794	ERS3649059	0.982	0.332	2.112	0.679	0.366	0.749	0.0	0	857299.33	618
ERX3497754	Morula	NA	morula	NA	ERP116794	ERS3649061	0.982	0.231	1.948	0.720	0.353	0.732	0.0	0	883385.41	764
ERX3497755	Morula	NA	morula	NA	ERP116794	ERS3649062	0.983	0.293	4.090	0.684	0.308	0.891	0.0	0	729568.56	806
SRX11003184	Primary Dermal Fibroblasts	NA	Primary dermal fibroblasts	Primary dermal fibroblasts	SRP321573	SRS9077391	0.980	0.647	14.349	0.849	0.678	0.988	3237.17	58421	817676.38	1351
SRX11033772	Blood	blood cell	NA	low BHB_blood	SRP322041	SRS9104530	0.993	0.706	26.568	0.798	0.745	0.990	838.56	63237	10945.99	3004
SRX11033773	Blood	blood cell	NA	low BHB_blood	SRP322041	SRS9104505	0.989	0.794	4.838	0.815	0.691	0.840	1324.13	36397	24414.87	1080
SRX11033774	Blood	blood cell	NA	low BHB_blood	SRP322041	SRS9104503	0.990	0.812	3.422	0.837	0.837	0.772	1386.86	29887	32292.11	973
SRX11033775	Blood	blood cell	NA	low BHB_blood	SRP322041	SRS9104502	0.994	0.791	5.909	0.814	0.872	0.940	1207.56	40677	17188.17	1651
SRX11033776	Blood	blood cell	NA	high BHB_blood	SRP322041	SRS9104537	0.993	0.771	26.587	0.796	0.762	0.990	823.57	70758	12787.61	3416
SRX11033777	Blood	blood cell	NA	high BHB_blood	SRP322041	SRS9104504	0.988	0.785	13.003	0.810	0.334	0.970	1068.21	50228	11301.31	2766
SRX11033778	Blood	blood cell	NA	high BHB_blood	SRP322041	SRS9104507	0.994	0.776	26.602	0.803	0.756	0.990	876.85	66671	11629.11	3649
SRX11033779	Blood	blood cell	NA	high BHB_blood	SRP322041	SRS9104506	0.995	0.769	11.165	0.855	0.786	0.984	1010.14	49260	9697.93	3149
SRX11392350	Jejunum	NA	jejunum	NA	SRP327608	SRS9436731	0.996	0.687	19.773	0.843	0.636	0.987	1256.7	38054	19334.76	2664
SRX11392351	Jejunum	NA	jejunum	NA	SRP327608	SRS9436731	0.996	0.678	18.429	0.838	0.678	0.986	1212.8	38411	19236.69	2474
SRX11392352	Jejunum	NA	jejunum	NA	SRP327608	SRS9436731	0.996	0.694	18.117	0.833	0.638	0.987	1283.42	40171	17020.76	2680
SRX11392353	Jejunum	NA	jejunum	NA	SRP327608	SRS9436731	0.996	0.642	19.053	0.827	0.607	0.987	1707.47	40985	1518903.44	787
SRX11392354	Jejunum	NA	jejunum	NA	SRP327608	SRS9436731	0.996	0.656	18.143	0.839	0.649	0.986	1280.53	36645	31698.54	3291
SRX11392355	Jejunum	NA	jejunum	NA	SRP327608	SRS9436731	0.996	0.686	18.636	0.835	0.653	0.986	1262.31	37774	18450.95	2423
SRX11392356	Jejunum	NA	jejunum	NA	SRP327608	SRS9436731	0.996	0.665	19.041	0.836	0.701	0.987	1321.62	37598	26306.89	3360
SRX11392357	Jejunum	NA	jejunum	NA	SRP327608	SRS9436731	0.996	0.684	17.408	0.845	0.617	0.985	1257.96	37680	18306.03	2290
SRX11392358	Jejunum	NA	jejunum	NA	SRP327608	SRS9436731	0.996	0.682	18.095	0.831	0.621	0.986	1213.83	36926	13878.84	2516
SRX11515758	Sperm	NA	Sperm	Sperm	SRP329307	SRS9553573	0.995	0.746	11.028	0.266	0.857	0.974	2405.93	53208	39997.32	4176
SRX11515759	Sperm	NA	Sperm	Sperm	SRP329307	SRS9553574	0.995	0.754	9.284	0.287	0.832	0.957	2130.36	44992	55033.22	2368
SRX11515760	Rumen	NA	Rumen	Rumen	SRP329307	SRS9553575	0.998	0.671	9.036	0.804	0.735	0.843	1667.09	31229	27973.97	1188
SRX11515761	Rumen	NA	Rumen	Rumen	SRP329307	SRS9553576	0.998	0.668	6.912	0.790	0.739	0.812	1683.79	31350	78680.65	1711
SRX11515762	Skeletal Muscle	NA	Skeletal Muscle	Skeletal Muscle	SRP329307	SRS9553577	0.996	0.731	8.391	0.840	0.732	0.820	1618.15	33775	39954.7	1730
SRX11515763	Skeletal Muscle	NA	Skeletal Muscle	Skeletal Muscle	SRP329307	SRS9553578	0.997	0.726	8.760	0.817	0.748	0.838	1468.28	39705	60531.92	1751
SRX11515764	Placenta	NA	Placenta	Placenta	SRP329307	SRS9553579	0.993	0.327	21.872	0.594	0.718	0.989	25001.14	30359	455580.27	2920
SRX11515765	Sperm	NA	Sperm	Sperm	SRP329307	SRS9553580	0.991	0.741	18.240	0.725	0.723	0.988	1980.62	51055	23075.32	5264
SRX11515766	Sperm	NA	Sperm	Sperm	SRP329307	SRS9553581	0.990	0.738	14.186	0.754	0.729	0.987	2166.64	50394	24425.78	5580
SRX11516354	Cerebral Cortex	NA	Cerebral Cortex	Cerebral Cortex	SRP329323	SRS9554170	0.987	0.731	13.959	0.862	0.389	0.984	1309.65	44332	95571.49	2173
SRX11516355	Cerebral Cortex	NA	Cerebral Cortex	Cerebral Cortex	SRP329323	SRS9554169	0.983	0.732	10.359	0.846	0.181	0.975	1387.81	44638	103279.03	2038
SRX11516356	Cerebral Cortex	NA	Cerebral Cortex	Cerebral Cortex	SRP329323	SRS9554177	0.986	0.725	12.043	0.855	0.232	0.982	1352.68	45274	92398.14	2339
SRX11516357	Longissimus Dorsi Muscle	NA	Longissimus dorsi muscle	Longissimus dorsi muscle	SRP329323	SRS9554171	0.993	0.706	10.460	0.850	0.177	0.979	1238.6	51339	30644.44	2548
SRX11516358	Longissimus Dorsi Muscle	NA	Longissimus dorsi muscle	Longissimus dorsi muscle	SRP329323	SRS9554172	0.995	0.709	17.672	0.860	0.434	0.988	1160.57	59026	30310.99	3382
SRX11516359	Longissimus Dorsi Muscle	NA	Longissimus dorsi muscle	Longissimus dorsi muscle	SRP329323	SRS9554173	0.994	0.701	14.507	0.859	0.333	0.987	1185.24	55054	32591.63	2741
SRX11516360	Liver	NA	Liver	Liver	SRP329323	SRS9554174	0.995	0.697	13.281	0.860	0.270	0.985	1238.38	40963	29304.85	3202
SRX11516361	Liver	NA	Liver	Liver	SRP329323	SRS9554175	0.995	0.700	14.567	0.853	0.417	0.985	1239.84	41651	21719.09	3089
SRX11516362	Liver	NA	Liver	Liver	SRP329323	SRS9554176	0.996	0.708	10.886	0.856	0.161	0.976	1346.58	43081	22442.04	3274
SRX13328642	Fibroblast	fibroblast	NA	fetal fibroblast cell	SRP349441	SRS11234689	0.992	0.613	3.016	0.654	0.094	0.790	7127.96	30997	1065211.17	938
SRX13328643	Fibroblast	fibroblast	NA	fetal fibroblast cell	SRP349441	SRS11234690	0.992	0.628	3.021	0.698	0.097	0.812	7459.3	33642	997123.27	1013
SRX13809662	Sperm	NA	sperm	NA	SRP355367	SRS11690887	0.995	0.743	18.001	0.859	0.628	0.989	2982.95	58684	33251.67	6113
SRX13809663	Sperm	NA	sperm	NA	SRP355367	SRS11690888	0.993	0.744	22.506	0.850	0.637	0.984	3073.33	60549	35520.54	5833
SRX13809664	Sperm	NA	sperm	NA	SRP355367	SRS11690889	0.993	0.748	22.200	0.862	0.636	0.990	3288.9	59817	33703.8	6386
SRX13809665	Sperm	NA	sperm	NA	SRP355367	SRS11690890	0.992	0.716	20.830	0.832	0.679	0.985	3086.87	60324	33402.9	6206
SRX13809666	Sperm	NA	sperm	NA	SRP355367	SRS11690891	0.993	0.720	20.210	0.849	0.652	0.990	2938.78	60497	30466.41	6193
SRX13809667	Sperm	NA	sperm	NA	SRP355367	SRS11690892	0.993	0.731	22.969	0.845	0.651	0.984	2932.32	61505	31023.59	6139
SRX14533587	Blood	NA	Blood	Blood	SRP365107	SRS12330713	0.996	0.800	10.304	0.857	0.532	0.935	1140.7	43703	19267.09	1580
SRX14533588	Blood	NA	Blood	Blood	SRP365107	SRS12330714	0.996	0.784	10.709	0.798	0.507	0.929	1227.78	37571	9643.27	2637
SRX14533589	Blood	NA	Blood	Blood	SRP365107	SRS12330716	0.996	0.680	9.906	0.548	0.465	0.951	1241.11	34248	17100.59	887
SRX14533590	Blood	NA	Blood	Blood	SRP365107	SRS12330715	0.995	0.685	10.831	0.549	0.450	0.970	1162.19	36754	8994.06	1572
SRX14533591	Blood	NA	Blood	Blood	SRP365107	SRS12330717	0.995	0.773	10.782	0.726	0.525	0.936	1192.48	38462	9589.02	2115
SRX14533592	Muscle	NA	Muscle	Muscle	SRP365107	SRS12330718	0.996	0.714	9.069	0.794	0.459	0.924	1472.23	38996	40595.16	1831
SRX14533593	Muscle	NA	Muscle	Muscle	SRP365107	SRS12330719	0.996	0.722	10.810	0.795	0.534	0.937	1398.44	45334	19680.06	2876
SRX14533594	Muscle	NA	Muscle	Muscle	SRP365107	SRS12330720	0.992	0.713	9.892	0.814	0.460	0.948	1401.66	43072	45053.19	2115
SRX14533595	Ear	NA	Ear	Ear	SRP365107	SRS12330721	0.995	0.728	9.709	0.710	0.470	0.942	1343.54	42328	35944.47	1649
SRX14533596	Blood	NA	Blood	Blood	SRP365107	SRS12330722	0.996	0.671	9.449	0.558	0.538	0.953	1198.5	37601	14045.89	1455
SRX14533597	Blood	NA	Blood	Blood	SRP365107	SRS12330725	0.994	0.818	9.851	0.855	0.517	0.914	1216.18	40424	18275.84	1850
SRX14533598	Blood	NA	Blood	Blood	SRP365107	SRS12330723	0.997	0.774	10.455	0.851	0.511	0.941	1178.57	42327	17847.21	1545
SRX14533599	Blood	NA	Blood	Blood	SRP365107	SRS12330724	0.996	0.794	10.663	0.852	0.473	0.944	1217.86	39023	16759.49	1771
SRX14533600	Blood	NA	Blood	Blood	SRP365107	SRS12330726	0.996	0.776	10.035	0.839	0.480	0.943	1244.19	38496	17824.91	1318
SRX14533601	Blood	NA	Blood	Blood	SRP365107	SRS12330727	0.996	0.685	9.411	0.547	0.499	0.963	1212.43	35606	15639.3	939
SRX14533602	Blood	NA	Blood	Blood	SRP365107	SRS12330728	0.996	0.677	9.962	0.518	0.501	0.953	1196.4	36304	8129.01	2022
SRX14533603	Blood	NA	Blood	Blood	SRP365107	SRS12330729	0.995	0.634	8.495	0.472	0.525	0.934	1290.1	33840	14392.23	1040
SRX14533604	Muscle	NA	Muscle	Muscle	SRP365107	SRS12330730	0.994	0.638	6.557	0.577	0.383	0.918	1659.04	32644	31542.38	1215
SRX14533605	Muscle	NA	Muscle	Muscle	SRP365107	SRS12330731	0.994	0.678	7.051	0.683	0.238	0.941	1436.71	33615	43780.23	986
SRX14533606	Muscle	NA	Muscle	Muscle	SRP365107	SRS12330732	0.994	0.624	8.397	0.502	0.474	0.891	1724.83	31555	36110.35	1411
SRX14533607	Muscle	NA	Muscle	Muscle	SRP365107	SRS12330733	0.995	0.629	8.452	0.545	0.471	0.918	1706.61	38528	39138.27	1310
SRX14533608	Muscle	NA	Muscle	Muscle	SRP365107	SRS12330734	0.995	0.700	9.466	0.704	0.504	0.924	1535.63	38495	49457.29	1826
SRX14533609	Muscle	NA	Muscle	Muscle	SRP365107	SRS12330735	0.995	0.546	10.358	0.497	0.487	0.980	1536.06	35658	306762.55	2017
SRX14533610	Tongue	NA	Tongue	Tongue	SRP365107	SRS12330736	0.995	0.651	10.393	0.535	0.483	0.971	1216.82	38619	14049.02	2301
SRX14533611	Muscle	NA	Muscle	Muscle	SRP365107	SRS12330737	0.995	0.697	9.732	0.737	0.457	0.962	1354.15	44772	59739.48	2272
SRX14533612	Muscle	NA	Muscle	Muscle	SRP365107	SRS12330738	0.995	0.751	10.462	0.818	0.488	0.969	1189.71	43461	37119.29	1897
SRX14533613	Tongue	NA	Tongue	Tongue	SRP365107	SRS12330739	0.995	0.596	9.317	0.509	0.494	0.972	1286.78	36174	19985.51	1401
SRX14533614	Muscle	NA	Muscle	Muscle	SRP365107	SRS12330740	0.995	0.636	10.181	0.520	0.445	0.973	1276.58	44392	27706.17	1570
SRX14533615	Muscle	NA	Muscle	Muscle	SRP365107	SRS12330741	0.995	0.704	9.220	0.774	0.434	0.959	1358.39	46335	38942.39	1865
SRX14533616	Tongue	NA	Tongue	Tongue	SRP365107	SRS12330742	0.996	0.705	11.068	0.812	0.453	0.982	1169.75	43454	18976.24	2882
SRX14533617	Muscle	NA	Muscle	Muscle	SRP365107	SRS12330743	0.995	0.722	9.579	0.799	0.418	0.971	1246.79	40751	30214.32	1520
SRX14533618	Tongue	NA	Tongue	Tongue	SRP365107	SRS12330744	0.996	0.710	10.147	0.774	0.473	0.958	1337.1	44843	36878.78	1969
SRX14533619	Muscle	NA	Muscle	Muscle	SRP365107	SRS12330745	0.994	0.620	7.768	0.552	0.402	0.955	1422.92	34820	33564.65	1339
SRX14533620	Muscle	NA	Muscle	Muscle	SRP365107	SRS12330746	0.995	0.614	9.796	0.578	0.465	0.978	1255.85	37607	21190.6	1850
SRX14533621	Muscle	NA	Muscle	Muscle	SRP365107	SRS12330747	0.994	0.671	8.855	0.668	0.518	0.971	1289.36	37500	32815.38	1391
SRX14533622	Muscle	NA	Muscle	Muscle	SRP365107	SRS12330748	0.994	0.675	8.223	0.668	0.362	0.942	1416.86	33605	35948.14	1283
SRX14533623	Muscle	NA	Muscle	Muscle	SRP365107	SRS12330749	0.995	0.730	7.509	0.832	0.308	0.897	1531.9	37745	35492.43	1538
SRX14533624	Muscle	NA	Muscle	Muscle	SRP365107	SRS12330750	0.995	0.650	8.606	0.517	0.485	0.911	1361.25	30909	22691.98	1423
SRX15804001	Liver	NA	liver	liver	SRP382771	SRS13496304	0.995	0.697	20.161	0.879	0.584	0.990	1274.65	52245	39173.1	3950
SRX15804002	Liver	NA	liver	liver	SRP382771	SRS13496305	0.995	0.691	21.030	0.817	0.553	0.990	1243.68	49985	27084.67	3321
SRX15804003	Liver	NA	liver	liver	SRP382771	SRS13496306	0.994	0.721	17.292	0.878	0.648	0.989	1218.17	48751	22314.08	3744
SRX16577112	Blood	NA	BLOOD	NA	SRP387792	SRS14212237	0.985	0.763	17.139	0.823	0.703	0.989	955.33	56738	10125.4	3057
SRX16577113	Blood	NA	BLOOD	NA	SRP387792	SRS14212236	0.985	0.760	17.648	0.821	0.777	0.989	1007.86	50422	9822.92	3123
SRX16577114	Blood	NA	BLOOD	NA	SRP387792	SRS14212238	0.985	0.783	18.449	0.824	0.714	0.989	952.3	57000	10554.08	3045
SRX16577115	Blood	NA	BLOOD	NA	SRP387792	SRS14212239	0.985	0.769	17.207	0.819	0.666	0.989	874.58	65088	10386.82	3144
SRX16577116	Blood	NA	BLOOD	NA	SRP387792	SRS14212240	0.985	0.780	17.428	0.824	0.675	0.989	892.75	63174	10859.1	3243
SRX16577117	Blood	NA	BLOOD	NA	SRP387792	SRS14212241	0.985	0.778	17.641	0.827	0.674	0.989	860.37	67757	10347.56	3428
SRX17100912	Brain	NA	brain	brain	SRP392500	SRS14677140	0.985	0.730	20.952	0.881	0.646	0.990	1378.79	52327	96877.86	2232
SRX17100913	Brain	NA	brain	brain	SRP392500	SRS14677141	0.984	0.697	19.004	0.820	0.526	0.989	1239.84	50328	74071.83	2737
SRX17100914	Brain	NA	brain	brain	SRP392500	SRS14677142	0.983	0.737	19.883	0.891	0.663	0.989	1498.78	56788	101291.42	2181
SRX17100921	Muscle	NA	muscle	muscle	SRP392500	SRS14677149	0.992	0.706	23.491	0.875	0.625	0.990	1204.95	65583	29975.09	3632
SRX17100922	Muscle	NA	muscle	muscle	SRP392500	SRS14677150	0.990	0.709	19.173	0.892	0.663	0.989	1192.87	58511	30516.07	3395
SRX17100923	Muscle	NA	muscle	muscle	SRP392500	SRS14677151	0.994	0.688	20.395	0.872	0.645	0.990	1195.99	63741	30089.33	3347
SRX17320418	Sperm	NA	sperm	NA	SRP394828	SRS14880716	0.996	0.665	2.552	0.795	0.503	0.786	2465.17	28031	113490.17	568
SRX17320421	Sperm	NA	sperm	NA	SRP394828	SRS14880719	0.997	0.614	4.603	0.798	0.395	0.869	2426.15	33840	106418.03	1484
SRX17320424	Sperm	NA	sperm	NA	SRP394828	SRS14880722	0.997	0.669	3.508	0.791	0.545	0.832	3590.07	39998	77106.78	1947
SRX17320425	Sperm	NA	sperm	NA	SRP394828	SRS14880723	0.997	0.623	4.057	0.725	0.434	0.846	2326.2	30660	48459.69	1036
SRX17320428	Sperm	NA	sperm	NA	SRP394828	SRS14880726	0.997	0.649	5.321	0.789	0.612	0.899	2207.08	34223	81607.3	1795
SRX17320431	Sperm	NA	sperm	NA	SRP394828	SRS14880729	0.996	0.680	2.336	0.786	0.430	0.727	3099.12	37905	206601.82	960
SRX18277932	Loin Muscle	NA	Loin muscle	Loin muscle	SRP408130	SRS15770334	0.986	0.691	21.146	0.789	0.609	0.990	1211.56	60750	23494.41	3089
SRX18277933	Loin Muscle	NA	Loin muscle	Loin muscle	SRP408130	SRS15770335	0.986	0.695	19.787	0.784	0.586	0.989	1162.81	60466	23010.82	2700
SRX18277934	Loin Muscle	NA	Loin muscle	Loin muscle	SRP408130	SRS15770336	0.986	0.695	20.432	0.788	0.594	0.989	1176.95	62069	24423.68	2782
SRX18277935	Loin Muscle	NA	Loin muscle	Loin muscle	SRP408130	SRS15770337	0.986	0.694	22.470	0.782	0.567	0.990	1163.52	62174	25080.51	2637
SRX18277936	Loin Muscle	NA	Loin muscle	Loin muscle	SRP408130	SRS15770338	0.986	0.699	23.536	0.782	0.596	0.990	1187.14	56152	23697.99	3010
SRX18277937	Loin Muscle	NA	Loin muscle	Loin muscle	SRP408130	SRS15770339	0.986	0.696	17.697	0.790	0.625	0.989	1190.94	57910	24388.56	2730
SRX18277938	Loin Muscle	NA	Loin muscle	Loin muscle	SRP408130	SRS15770340	0.985	0.699	21.111	0.783	0.605	0.990	1164.93	59866	23283.2	2511
SRX18277939	Loin Muscle	NA	Loin muscle	Loin muscle	SRP408130	SRS15770341	0.986	0.690	20.685	0.783	0.585	0.989	1173.5	55858	26078.13	2603
SRX18277940	Loin Muscle	NA	Loin muscle	Loin muscle	SRP408130	SRS15770342	0.986	0.694	21.176	0.789	0.561	0.989	1146.81	57869	21246.45	2845
SRX18277941	Loin Muscle	NA	Loin muscle	Loin muscle	SRP408130	SRS15770343	0.985	0.686	19.693	0.775	0.549	0.989	1155.81	58478	24323.02	2666
SRX18277942	Loin Muscle	NA	Loin muscle	Loin muscle	SRP408130	SRS15770344	0.985	0.692	18.701	0.782	0.559	0.989	1159.92	57530	22281.26	2621
SRX18277943	Loin Muscle	NA	Loin muscle	Loin muscle	SRP408130	SRS15770345	0.986	0.687	23.769	0.789	0.528	0.990	1181.06	56136	22839.86	2826
SRX18277944	Loin Muscle	NA	Loin muscle	Loin muscle	SRP408130	SRS15770346	0.987	0.702	18.368	0.798	0.594	0.989	1172.52	59856	22312.21	2851
SRX18277945	Loin Muscle	NA	Loin muscle	Loin muscle	SRP408130	SRS15770347	0.986	0.691	19.584	0.793	0.543	0.990	1162.29	55576	22104.06	2827
SRX18277946	Loin Muscle	NA	Loin muscle	Loin muscle	SRP408130	SRS15770348	0.986	0.694	20.382	0.780	0.559	0.990	1162.1	56348	21650.25	2806
SRX18277947	Loin Muscle	NA	Loin muscle	Loin muscle	SRP408130	SRS15770349	0.986	0.692	19.401	0.787	0.545	0.989	1155.94	61373	21973.36	3048
SRX18277948	Loin Muscle	NA	Loin muscle	Loin muscle	SRP408130	SRS15770350	0.987	0.746	13.810	0.845	0.646	0.965	1354.32	50136	27478.78	2463
SRX18277949	Loin Muscle	NA	Loin muscle	Loin muscle	SRP408130	SRS15770351	0.986	0.692	18.647	0.782	0.643	0.989	1171.21	55795	25007.75	2644
SRX18277950	Loin Muscle	NA	Loin muscle	Loin muscle	SRP408130	SRS15770352	0.986	0.686	17.012	0.768	0.652	0.989	1161.99	54051	22447.63	2598
SRX18690922	trophectoderm (TE)	NA	trophectoderm (TE)	Embryonic cells	SRP412967	SRS16133696	0.958	0.329	2.104	0.795	0.635	0.746	116798.5	10	2990391.76	117
SRX18690923	trophectoderm (TE)	NA	trophectoderm (TE)	Embryonic cells	SRP412967	SRS16133697	0.958	0.252	1.903	0.813	0.644	0.715	323771.0	1	1749994.31	399
SRX18690928	trophoblast stem cells (TSCs)	trophoblast stem cells (TSCs)	NA	Embryonic cells	SRP412967	SRS16133702	0.952	0.574	1.936	0.745	0.663	0.735	7445.55	29568	445075.5	1337
SRX19028489	Sperm	Sperm	NA	Sperm	SRP417391	SRS16447339	0.982	0.709	4.085	0.794	0.601	0.944	2671.41	49098	81864.67	1978
SRX19028490	Sperm	Sperm	NA	Sperm	SRP417391	SRS16447338	0.985	0.729	4.069	0.807	0.615	0.941	2877.9	49565	81728.58	2249
SRX19028491	Sperm	Sperm	NA	Sperm	SRP417391	SRS16447340	0.982	0.681	4.228	0.792	0.579	0.944	3000.82	52458	90985.91	2028
SRX19028492	Sperm	Sperm	NA	Sperm	SRP417391	SRS16447341	0.982	0.708	3.959	0.794	0.576	0.938	2667.7	48723	86244.79	1787
SRX19028493	Sperm	Sperm	NA	Sperm	SRP417391	SRS16447342	0.982	0.722	4.718	0.800	0.613	0.960	2816.21	50477	80126.22	2320
SRX19028494	Sperm	Sperm	NA	Sperm	SRP417391	SRS16447343	0.982	0.708	3.677	0.813	0.571	0.933	3050.77	51136	91857.38	1973
SRX19053670	Liver	NA	Liver	Liver	SRP417956	SRS16469775	0.918	0.728	7.555	0.397	0.834	0.958	1247.89	36242	31279.38	1178
SRX19053671	Liver	NA	Liver	Liver	SRP417956	SRS16469776	0.919	0.724	7.573	0.406	0.837	0.959	1255.64	34360	28113.01	1137
SRX19053672	Liver	NA	Liver	Liver	SRP417956	SRS16469777	0.928	0.708	7.713	0.402	0.800	0.955	1250.22	33158	25744.02	868
SRX19053673	Liver	NA	Liver	Liver	SRP417956	SRS16469778	0.922	0.720	7.931	0.393	0.838	0.954	1247.6	33486	27058.25	833
SRX19053674	Liver	NA	Liver	Liver	SRP417956	SRS16469779	0.922	0.733	7.582	0.397	0.817	0.955	1241.07	35169	29816.62	1144
SRX19053675	Liver	NA	Liver	Liver	SRP417956	SRS16469780	0.920	0.734	7.872	0.401	0.838	0.957	1231.49	34472	27512.4	1187
SRX19053676	Liver	NA	Liver	Liver	SRP417956	SRS16469781	0.919	0.714	7.799	0.401	0.838	0.958	1254.44	34355	25323.68	1197
SRX19053677	Liver	NA	Liver	Liver	SRP417956	SRS16469782	0.918	0.727	7.568	0.408	0.835	0.959	1259.91	32431	29230.44	1190
SRX19053678	Muscle	NA	Muscle	Muscle	SRP417956	SRS16469783	0.906	0.705	8.035	0.418	0.824	0.967	1199.93	44007	29512.88	1689
SRX19053679	Muscle	NA	Muscle	Muscle	SRP417956	SRS16469784	0.903	0.712	7.925	0.422	0.827	0.967	1187.05	42365	31705.15	1702
SRX19053680	Muscle	NA	Muscle	Muscle	SRP417956	SRS16469785	0.909	0.690	8.513	0.417	0.844	0.967	1206.93	41912	33569.74	1624
SRX19053681	Muscle	NA	Muscle	Muscle	SRP417956	SRS16469786	0.906	0.705	8.330	0.414	0.830	0.967	1194.85	42409	30752.49	1624
SRX19053682	Muscle	NA	Muscle	Muscle	SRP417956	SRS16469787	0.906	0.707	8.215	0.409	0.824	0.966	1208.26	44368	34636.34	1630
SRX19053683	Muscle	NA	Muscle	Muscle	SRP417956	SRS16469788	0.906	0.705	8.198	0.415	0.815	0.967	1196.04	38124	31161.7	1456
SRX19053684	Muscle	NA	Muscle	Muscle	SRP417956	SRS16469789	0.909	0.692	8.209	0.418	0.789	0.966	1193.52	41756	32209.82	1415
SRX19053685	Muscle	NA	Muscle	Muscle	SRP417956	SRS16469790	0.904	0.718	8.172	0.414	0.815	0.967	1205.25	45191	40597.96	1526
SRX19053686	Testicle	NA	Testicle	Testicle	SRP417956	SRS16469791	0.917	0.723	7.754	0.402	0.851	0.958	1180.48	44356	33942.23	1325
SRX19053687	Testicle	NA	Testicle	Testicle	SRP417956	SRS16469792	0.918	0.729	7.852	0.402	0.837	0.959	1165.46	43839	18066.14	1725
