#taxId	commonName	submitter	asmName	orgName	bioSample	asmType	asmLevel	asmDate	asmAccession
10090	mouse	Wellcome Trust Sanger Institute	AKR_J_v1	Mus musculus (house mouse)	SAMN04489815	haploid	Chromosome	26 Apr 2016	GCA_001624295.1
# reading chrom.sizes file:
#	'../GCA_001624295.1_AKR_J_v1.chrom.sizes'
