#taxId	commonName	submitter	asmName	orgName	bioSample	asmType	asmLevel	asmDate	asmAccession
10090	mouse	Wellcome Trust Sanger Institute	NZO_HlLtJ_v1	Mus musculus (house mouse)	SAMN04489828	haploid	Chromosome	26 Apr 2016	GCA_001624745.1
# reading chrom.sizes file:
#	'../GCA_001624745.1_NZO_HlLtJ_v1.chrom.sizes'
