accession	label	cell_type	tissue	_source_name	_study	__sample	__bsrate	__meth	__depth	__mapping	__uniq	__sites	__hmr_size	__hmr_count	__pmd_size	__pmd_count
SRX760456	Trophoblasts	NA	trophoblasts	trophoblasts	SRP049936	SRS745065	0.983	0.464	2.832	0.830	0.857	0.821	20270.63	7677	1383687.51	793
SRX8468534	Brain	NA	brain	brain	SRP265909	SRS4151158	0.959	0.796	35.419	0.622	0.567	0.993	1919.22	67055	27812.65	3998
SRX8468535	Brain	NA	brain	brain	SRP265909	SRS6769262	0.993	0.743	36.075	0.576	0.668	0.993	1374.37	90576	30440.19	2683
SRX8468537	Brain	NA	brain	brain	SRP265909	SRS4151167	0.958	0.776	37.175	0.616	0.693	0.991	2122.44	73772	79704.54	2887
SRX8468538	Brain	NA	brain	brain	SRP265909	SRS4151168	0.993	0.758	39.732	0.624	0.722	0.991	1528.9	87584	55054.21	3262
SRX8468539	Brain	NA	brain	brain	SRP265909	SRS4151169	0.962	0.763	13.752	0.523	0.156	0.988	1574.52	57117	27601.78	3584
SRX8468540	Brain	NA	brain	brain	SRP265909	SRS4151170	0.995	0.745	34.290	0.695	0.484	0.993	1359.65	85827	28731.93	2697
SRX8468542	Brain	NA	brain	brain	SRP265909	SRS4151172	0.992	0.724	10.454	0.584	0.093	0.980	1420.35	58179	48053.86	3261
SRX8468543	Brain	NA	brain	brain	SRP265909	SRS4151173	0.961	0.798	30.854	0.691	0.474	0.992	1801.01	63041	27054.87	4015
SRX8468544	Brain	NA	brain	brain	SRP265909	SRS4151174	0.994	0.752	41.815	0.745	0.655	0.993	1394.0	87032	28170.13	2828
SRX8468553	Brain	NA	brain	brain	SRP265909	SRS4151160	0.995	0.766	45.630	0.775	0.793	0.991	1573.23	86160	63156.13	2960
SRX8468554	Brain	NA	brain	brain	SRP265909	SRS4151161	0.960	0.792	24.210	0.666	0.375	0.986	1710.48	54741	84173.13	2699
SRX8468555	Brain	NA	brain	brain	SRP265909	SRS6769264	0.994	0.746	43.644	0.742	0.649	0.992	1984.44	85601	74004.72	2664
SRX8468556	Brain	NA	brain	brain	SRP265909	SRS4151162	0.962	0.779	25.247	0.553	0.462	0.992	1587.43	66806	28104.05	3769
SRX8468557	Brain	NA	brain	brain	SRP265909	SRS4151163	0.994	0.745	35.700	0.573	0.722	0.993	1273.45	93350	25872.55	3027
SRX8468558	Brain	NA	brain	brain	SRP265909	SRS4151164	0.960	0.771	28.169	0.666	0.418	0.991	2105.79	68732	85521.22	2739
SRX8468559	Brain	NA	brain	brain	SRP265909	SRS4151166	0.991	0.747	49.746	0.723	0.762	0.992	1695.38	89227	66092.07	2915
SRX8468560	Brain	NA	brain	brain	SRP265909	SRS4151165	0.961	0.748	15.367	0.460	0.198	0.983	1434.49	77480	24574.08	3394
SRX8468561	Brain	NA	brain	brain	SRP265909	SRS4151175	0.963	0.783	19.299	0.607	0.236	0.989	1649.33	54222	27691.89	3633
SRX8468562	Brain	NA	brain	brain	SRP265909	SRS4151176	0.994	0.749	37.776	0.734	0.551	0.993	1366.26	88962	29212.92	2815
SRX8468564	Brain	NA	brain	brain	SRP265909	SRS4151178	0.991	0.730	15.786	0.666	0.166	0.987	1381.9	66229	45235.91	3511
SRX8468566	Brain	NA	brain	brain	SRP265909	SRS4151180	0.962	0.780	33.241	0.678	0.508	0.991	2145.34	64664	88943.09	2597
SRX8468567	Brain	NA	brain	brain	SRP265909	SRS4151181	0.994	0.752	41.736	0.750	0.729	0.991	1598.64	86736	64478.13	2964
SRX8468568	Brain	NA	brain	brain	SRP265909	SRS4151182	0.963	0.767	33.885	0.593	0.603	0.993	1904.88	64814	29356.9	3644
SRX8468577	Brain	NA	brain	brain	SRP265909	SRS6769265	0.991	0.737	34.584	0.590	0.668	0.993	1382.42	86084	29415.92	2739
SRX9275498	Placenta	NA	NA	Placenta	SRP286979	SRS7504047	0.996	0.501	21.067	0.878	0.508	0.984	14779.08	54783	429356.02	3003
SRX9275499	Placenta	NA	NA	Placenta	SRP286979	SRS7504048	0.995	0.604	15.736	0.872	0.643	0.983	4787.74	58996	567830.07	1806
