tableName	settings
wgEncodeHaibTfbsK562Stat5asc74442V0422111RawRep1	0.097254 139.121994
wgEncodeSydhTfbsHelas3InputUcdSig	0.000000 10071.400391
wgEncodeHaibTfbsK562Stat5asc74442V0422111RawRep2	0.089175 231.899002
wgEncodeSydhTfbsHepg2Arid3anb100279IggrabSig	1.000000 11871.000000
wgEncodeHaibTfbsK562Taf1V0416101RawRep1	0.462392 62.307301
wgEncodeSydhTfbsHepg2Bhlhe40cIggrabSig	1.000000 11747.000000
wgEncodeHaibTfbsK562Taf1V0416101RawRep2	0.381158 196.487000
wgEncodeSydhTfbsHepg2Brca1a300IggrabSig	1.000000 9420.000000
wgEncodeHaibTfbsK562Taf7sc101167V0416101RawRep1	0.242982 254.766006
wgEncodeSydhTfbsHepg2CebpbIggrabSig	1.000000 19417.000000
wgEncodeHaibTfbsK562Taf7sc101167V0416101RawRep2	0.211353 666.976990
wgEncodeSydhTfbsHepg2CebpbForsklnStdSig	0.000000 11672.200195
wgEncodeHaibTfbsK562Tead4sc101184V0422111RawRep1	0.131648 171.766998
wgEncodeSydhTfbsHepg2CebpzIggrabSig	1.000000 15365.000000
wgEncodeHaibTfbsK562Tead4sc101184V0422111RawRep2	0.115014 174.505005
wgEncodeSydhTfbsHepg2Chd2ab68301IggrabSig	1.000000 19697.000000
wgEncodeHaibTfbsK562Thap1sc98174V0416101RawRep1	0.306795 56.373501
wgEncodeSydhTfbsHepg2CjunIggrabSig	0.000000 31413.500000
wgEncodeHaibTfbsK562Thap1sc98174V0416101RawRep2	0.244118 195.598999
wgEncodeSydhTfbsHepg2Corestsc30189IggrabSig	1.000000 15253.000000
wgEncodeHaibTfbsK562Trim28sc81411V0422111RawRep1	1.000000 6390.000000
wgEncodeSydhTfbsHepg2ErraForsklnStdSig	0.000000 6330.500000
wgEncodeHaibTfbsK562Trim28sc81411V0422111RawRep2	1.000000 2390.000000
wgEncodeSydhTfbsHepg2Grp20ForsklnStdSig	0.000000 11595.200195
wgEncodeHaibTfbsK562Usf1V0416101RawRep1	0.224811 219.022003
wgEncodeSydhTfbsHepg2Hnf4aForsklnStdSig	0.000000 6595.799805
wgEncodeHaibTfbsK562Usf1V0416101RawRep2	0.424136 232.108002
wgEncodeSydhTfbsHepg2Hsf1ForsklnStdSig	0.000000 6664.200195
wgEncodeHaibTfbsK562Yy1V0416102RawRep1	0.361035 618.273010
wgEncodeSydhTfbsHepg2Irf3IggrabSig	0.000000 8989.900391
wgEncodeHaibTfbsK562Yy1V0416102RawRep2	0.170173 150.050003
wgEncodeSydhTfbsHepg2JundIggrabSig	0.000000 61121.699219
wgEncodeHaibTfbsK562Yy1sc281V0416101RawRep1	0.333504 1234.709961
wgEncodeSydhTfbsHepg2Maffm8194IggrabSig	1.000000 19493.000000
wgEncodeHaibTfbsK562Yy1sc281V0416101RawRep2	0.551376 986.961975
wgEncodeSydhTfbsHepg2Mafkab50322IggrabSig	1.000000 38013.000000
wgEncodeHaibTfbsK562Zbtb33Pcr1xRawRep1	0.115212 149.660004
wgEncodeSydhTfbsHepg2MaxIggrabSig	1.000000 13657.000000
wgEncodeHaibTfbsK562Zbtb33Pcr1xRawRep2	0.186033 227.192993
wgEncodeSydhTfbsHepg2Mazab85725IggrabSig	1.000000 14133.000000
wgEncodeHaibTfbsK562Zbtb7asc34508V0416101RawRep1	0.256452 123.482002
wgEncodeSydhTfbsHepg2Mxi1StdSig	1.000000 15508.000000
wgEncodeHaibTfbsK562Zbtb7asc34508V0416101RawRep2	0.174720 48.222698
wgEncodeSydhTfbsHepg2Mafksc477IggrabSig	1.000000 40786.000000
wgEncodeHaibTfbsK562RxlchPcr1xRawRep1	0.070242 198.557007
wgEncodeHaibTfbsK562RxlchPcr1xRawRep2	0.123206 238.250000
wgEncodeSydhTfbsHepg2Nrf1IggrabSig	0.000000 9370.299805
wgEncodeHaibTfbsK562RxlchPcr1xRawRep3	0.236072 121.872002
wgEncodeHaibTfbsK562RxlchPcr1xRawRep4	0.413974 163.623001
wgEncodeSydhTfbsHepg2P300sc582IggrabSig	1.000000 15243.000000
wgEncodeHaibTfbsK562RxlchV0416101RawRep1	0.336271 118.956001
wgEncodeHaibTfbsK562RxlchV0416101RawRep2	0.231074 148.464996
wgEncodeSydhTfbsHepg2Pgc1aForsklnStdSig	0.000000 9847.599609
wgEncodeHaibTfbsK562ControlV0422111RawRep1	1.000000 7851.000000
wgEncodeHaibTfbsK562RxlchV0422111RawRep1	0.106519 131.205002
wgEncodeSydhTfbsHepg2Pol2IggrabSig	0.000000 40209.199219
wgEncodeHaibTfbsK562RxlchV0422111RawRep2	0.097815 216.807007
wgEncodeHaibTfbsK562ControlV0422111RawRep3	1.000000 2251.000000
wgEncodeSydhTfbsHepg2Pol2ForsklnStdSig	0.000000 24841.599609
wgEncodeHaibTfbsK562ControlV0422111RawRep4	1.000000 6086.000000
wgEncodeHaibTfbsA549Atf3V0422111Etoh02RawRep1	0.160691 240.393997
wgEncodeSydhTfbsHepg2Pol2PravastStdSig	0.000000 48733.699219
wgEncodeHaibTfbsA549Atf3V0422111Etoh02RawRep2	0.127575 185.557999
wgEncodeSydhTfbsHepg2Pol2s2IggrabSig	1.000000 7379.000000
wgEncodeHaibTfbsA549Bcl3V0422111Etoh02RawRep1	0.164964 211.401993
wgEncodeSydhTfbsHepg2Rad21IggrabSig	0.000000 7884.399902
wgEncodeHaibTfbsA549Bcl3V0422111Etoh02RawRep2	0.123749 195.492996
wgEncodeSydhTfbsHepg2Rfx5200401194IggrabSig	1.000000 21235.000000
wgEncodeHaibTfbsA549Cebpbsc150V0422111RawRep1	1.000000 3040.000000
wgEncodeSydhTfbsHepg2Smc3ab9263IggrabSig	1.000000 11218.000000
wgEncodeHaibTfbsA549Cebpbsc150V0422111RawRep2	1.000000 3002.000000
wgEncodeSydhTfbsHepg2Srebp1InslnStdSig	0.000000 6511.500000
wgEncodeHaibTfbsA549Creb1sc240V0416102Dex100nmRawRep1	0.169944 126.098999
wgEncodeSydhTfbsHepg2Srebp1PravastStdSig	0.000000 14243.299805
wgEncodeHaibTfbsA549Creb1sc240V0416102Dex100nmRawRep2	0.258863 313.613007
wgEncodeSydhTfbsHepg2Srebp2PravastStdSig	0.000000 13475.799805
wgEncodeHaibTfbsA549Creb1sc240Pcr1xEtoh02RawRep1	0.250408 180.606995
wgEncodeHaibTfbsA549Creb1sc240V0416102Etoh02RawRep2	0.235316 332.088989
wgEncodeSydhTfbsHepg2TbpIggrabSig	0.000000 20618.800781
wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xDex100nmRawRep1	0.133454 115.070999
wgEncodeSydhTfbsHepg2Tcf7l2UcdSig	1.000000 14667.000000
wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xDex100nmRawRep2	0.210514 117.781998
wgEncodeSydhTfbsHepg2Tr4UcdSig	0.000000 10481.000000
wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02RawRep1	0.142594 132.649002
wgEncodeSydhTfbsHepg2Usf2IggrabSig	0.000000 9735.400391
wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02RawRep2	0.226265 121.503998
wgEncodeSydhTfbsHepg2Znf274UcdSig	0.000000 10548.200195
wgEncodeSydhTfbsHepg2InputIgggoatSig	1.000000 8986.000000
wgEncodeHaibTfbsA549E2f6V0422111RawRep1	1.000000 4164.000000
wgEncodeSydhTfbsHepg2InputIggrabSig	0.000000 10226.700195
wgEncodeSydhTfbsHepg2InputForsklnStdSig	0.000000 8468.099609
wgEncodeHaibTfbsA549E2f6V0422111RawRep2	1.000000 2610.000000
wgEncodeSydhTfbsHepg2InputInslnStdSig	0.000000 6198.600098
wgEncodeSydhTfbsHepg2InputPravastStdSig	0.000000 11025.599609
wgEncodeHaibTfbsA549Elf1V0422111Etoh02RawRep1	0.131247 293.501007
wgEncodeSydhTfbsHepg2InputUcdSig	0.000000 11634.599609
wgEncodeHaibTfbsA549Elf1V0422111Etoh02RawRep2	0.147413 159.095001
wgEncodeSydhTfbsHuvecCfosUcdSig	1.000000 18203.000000
wgEncodeHaibTfbsA549Ets1V0422111Etoh02RawRep1	0.218626 175.393005
wgEncodeSydhTfbsHuvecCjunStdSig	0.000000 12070.400391
wgEncodeHaibTfbsA549Ets1V0422111Etoh02RawRep2	0.129819 184.408005
wgEncodeSydhTfbsHuvecGata2UcdSig	0.000000 8893.500000
wgEncodeHaibTfbsA549Fosl2V0422111Etoh02RawRep1	0.136940 214.380005
wgEncodeSydhTfbsHuvecMaxStdSig	0.000000 13383.500000
wgEncodeHaibTfbsA549Fosl2V0422111Etoh02RawRep2	0.148945 368.973999
wgEncodeSydhTfbsHuvecPol2StdSig	0.000000 29937.699219
wgEncodeSydhTfbsHuvecInputStdSig	0.000000 14303.700195
wgEncodeHaibTfbsA549Foxa1V0416102Dex100nmRawRep1	0.176500 288.842010
wgEncodeSydhTfbsHuvecInputUcdSig	0.000000 16949.099609
wgEncodeHaibTfbsA549Foxa1V0416102Dex100nmRawRep2	0.243970 255.070999
wgEncodeSydhTfbsImr90CebpbIggrabSig	1.000000 57153.000000
wgEncodeHaibTfbsA549Foxa1V0416102Etoh02RawRep1	0.179616 305.212006
wgEncodeHaibTfbsA549Foxa1V0416102Etoh02RawRep2	0.229060 259.983002
wgEncodeSydhTfbsImr90Corestsc30189IggrabSig	1.000000 448.000000
wgEncodeHaibTfbsA549Foxa2V0416102Etoh02RawRep1	0.159503 101.922997
wgEncodeHaibTfbsA549Foxa2V0416102Etoh02RawRep2	0.285267 181.929001
wgEncodeSydhTfbsImr90CtcfbIggrabSig	1.000000 15006.000000
wgEncodeHaibTfbsA549GabpV0422111Etoh02RawRep1	0.136330 226.477997
wgEncodeSydhTfbsImr90MafkIggrabSig	1.000000 17706.000000
wgEncodeHaibTfbsA549GabpV0422111Etoh02RawRep2	0.138150 187.746002
wgEncodeSydhTfbsImr90Mazab85725IggrabSig	1.000000 416.000000
wgEncodeHaibTfbsA549Gata3V0422111RawRep1	1.000000 2369.000000
wgEncodeSydhTfbsImr90Mxi1IggrabSig	1.000000 456.000000
wgEncodeHaibTfbsA549Gata3V0422111RawRep2	1.000000 2685.000000
wgEncodeSydhTfbsImr90Pol2IggrabSig	1.000000 20680.000000
wgEncodeHaibTfbsA549GrPcr2xDex100nmRawRep1	0.178638 530.018005
wgEncodeSydhTfbsImr90Rad21IggrabSig	1.000000 18682.000000
wgEncodeHaibTfbsA549GrPcr2xDex100nmRawRep2	0.159649 105.927002
wgEncodeSydhTfbsImr90Rfx5IggrabSig	1.000000 464.000000
wgEncodeSydhTfbsImr90InputIggrabSig	1.000000 27735.000000
wgEncodeHaibTfbsA549GrPcr1xDex500pmRawRep1	0.153989 215.815002
wgEncodeSydhTfbsMcf7Gata3UcdSig	1.000000 29891.000000
wgEncodeHaibTfbsA549GrPcr1xDex500pmRawRep2	0.201001 188.690002
wgEncodeSydhTfbsMcf7Gata3sc269UcdSig	1.000000 22065.000000
wgEncodeHaibTfbsA549GrPcr1xDex50nmRawRep1	0.159708 203.427994
wgEncodeSydhTfbsMcf7Hae2f1UcdSig	0.000000 3515.699951
wgEncodeHaibTfbsA549GrPcr1xDex50nmRawRep2	0.185807 165.692993
wgEncodeSydhTfbsMcf7Tcf7l2UcdSig	1.000000 20980.000000
wgEncodeHaibTfbsA549GrPcr1xDex5nmRawRep1	0.150640 241.927002
wgEncodeSydhTfbsMcf7Znf217UcdSig	1.000000 21439.000000
wgEncodeHaibTfbsA549GrPcr1xDex5nmRawRep2	0.148563 218.201996
wgEncodeSydhTfbsMcf7InputUcdSig	0.000000 12982.900391
wgEncodeHaibTfbsA549GrPcr1xEtoh02RawRep1	0.149611 237.731995
wgEncodeHaibTfbsA549GrPcr1xEtoh02RawRep2	0.146991 250.841003
wgEncodeSydhTfbsSknshCtcfbIggrabSig	1.000000 464.000000
wgEncodeHaibTfbsA549GrPcr2xEtoh02RawRep1	0.156092 153.048004
wgEncodeHaibTfbsA549GrPcr2xEtoh02RawRep2	0.163185 118.879997
wgEncodeSydhTfbsSknshJundIggrabSig	1.000000 496.000000
wgEncodeHaibTfbsA549JundV0416102Etoh02RawRep1	0.222060 345.524994
wgEncodeHaibTfbsA549JundV0416102Etoh02RawRep2	0.168205 364.584991
wgEncodeSydhTfbsSknshMxi1IggrabSig	1.000000 488.000000
wgEncodeHaibTfbsA549MaxV0422111RawRep1	1.000000 6607.000000
wgEncodeSydhTfbsSknshNrf1IggrabSig	1.000000 416.000000
wgEncodeHaibTfbsA549MaxV0422111RawRep2	1.000000 3733.000000
wgEncodeSydhTfbsSknshP300bIggrabSig	1.000000 540.000000
wgEncodeHaibTfbsA549NrsfV0422111Etoh02RawRep1	0.137142 276.820007
wgEncodeSydhTfbsSknshRad21IggrabSig	1.000000 464.000000
wgEncodeHaibTfbsA549NrsfV0422111Etoh02RawRep2	0.146834 428.864014
wgEncodeSydhTfbsSknshRfx5IggrabSig	1.000000 536.000000
wgEncodeHaibTfbsA549P300V0422111Etoh02RawRep1	0.152576 197.319000
wgEncodeSydhTfbsSknshSmc3IggrabSig	1.000000 456.000000
wgEncodeHaibTfbsA549P300V0422111Etoh02RawRep2	0.164163 196.009995
wgEncodeSydhTfbsGm08714Znf274UcdSig	1.000000 15611.000000
wgEncodeSydhTfbsGm08714InputUcdSig	1.000000 25207.000000
wgEncodeHaibTfbsA549Pbx3V0422111RawRep1	1.000000 3834.000000
wgEncodeSydhTfbsGm10847NfkbTnfaIggrabSig	0.000000 7685.799805
wgEncodeHaibTfbsA549Pbx3V0422111RawRep2	1.000000 3628.000000
wgEncodeSydhTfbsGm10847Pol2IggmusSig	0.000000 11453.200195
wgEncodeHaibTfbsA549Pol2Pcr2xDex100nmRawRep1	0.206788 585.054016
wgEncodeSydhTfbsGm10847InputIggmusSig	0.000000 9122.299805
wgEncodeSydhTfbsGm10847InputTnfaIggrabSig	0.000000 8241.500000
wgEncodeHaibTfbsA549Pol2Pcr2xDex100nmRawRep2	0.162130 1033.780029
wgEncodeSydhTfbsGm12891NfkbTnfaIggrabSig	0.000000 8055.799805
wgEncodeHaibTfbsA549Pol2Pcr2xEtoh02RawRep1	0.184408 762.205994
wgEncodeSydhTfbsGm12891Pol2IggmusSig	0.000000 12778.000000
wgEncodeHaibTfbsA549Pol2Pcr2xEtoh02RawRep2	0.166768 972.255005
wgEncodeSydhTfbsGm12891InputIggmusSig	0.000000 10997.200195
wgEncodeSydhTfbsGm12891InputTnfaIggrabSig	0.000000 12307.200195
wgEncodeHaibTfbsA549Rad21V0422111RawRep1	1.000000 2348.000000
wgEncodeSydhTfbsGm12892NfkbTnfaIggrabSig	0.000000 10030.599609
wgEncodeHaibTfbsA549Rad21V0422111RawRep2	1.000000 2785.000000
wgEncodeSydhTfbsGm12892Pol2IggmusSig	0.000000 15824.400391
wgEncodeHaibTfbsA549Sin3ak20V0422111Etoh02RawRep1	0.102443 491.776001
wgEncodeSydhTfbsGm12892InputIggmusSig	0.000000 6636.100098
wgEncodeSydhTfbsGm12892InputTnfaIggrabSig	0.000000 10143.200195
wgEncodeHaibTfbsA549Sin3ak20V0422111Etoh02RawRep2	0.101356 491.144989
wgEncodeSydhTfbsGm15510NfkbTnfaIggrabSig	0.000000 11463.500000
wgEncodeHaibTfbsA549Six5V0422111Etoh02RawRep1	0.115988 150.263000
wgEncodeSydhTfbsGm15510Pol2IggmusSig	0.000000 25978.199219
wgEncodeHaibTfbsA549Six5V0422111Etoh02RawRep2	0.125356 164.718002
wgEncodeSydhTfbsGm15510InputIggmusSig	0.000000 10053.500000
wgEncodeSydhTfbsGm15510InputTnfaIggrabSig	0.000000 9380.400391
wgEncodeHaibTfbsA549Sp1V0422111Etoh02RawRep1	0.115566 235.291000
wgEncodeSydhTfbsGm18505NfkbTnfaIggrabSig	0.000000 9172.400391
wgEncodeHaibTfbsA549Sp1V0422111Etoh02RawRep2	0.092455 177.190002
wgEncodeSydhTfbsGm18505Pol2IggmusSig	0.000000 13989.200195
wgEncodeHaibTfbsA549Taf1V0422111Etoh02RawRep1	0.125052 235.285995
wgEncodeSydhTfbsGm18505InputIggmusSig	0.000000 106648.500000
wgEncodeSydhTfbsGm18505InputTnfaIggrabSig	0.000000 9532.299805
wgEncodeHaibTfbsA549Taf1V0422111Etoh02RawRep2	0.123280 203.781006
wgEncodeSydhTfbsGm18526NfkbTnfaIggrabSig	0.000000 12970.400391
wgEncodeHaibTfbsA549Tcf12V0422111Etoh02RawRep1	0.178147 165.320999
wgEncodeSydhTfbsGm18526Pol2IggmusSig	0.000000 19671.599609
wgEncodeHaibTfbsA549Tcf12V0422111Etoh02RawRep2	0.155434 282.113007
wgEncodeSydhTfbsGm18526InputIggmusSig	0.000000 12202.799805
wgEncodeSydhTfbsGm18526InputTnfaIggrabSig	0.000000 13078.500000
wgEncodeHaibTfbsA549Tead4sc101184V0422111RawRep1	1.000000 3682.000000
wgEncodeSydhTfbsGm18951NfkbTnfaIggrabSig	0.000000 6628.500000
wgEncodeHaibTfbsA549Tead4sc101184V0422111RawRep2	1.000000 2066.000000
wgEncodeSydhTfbsGm18951Pol2IggmusSig	0.000000 10967.400391
wgEncodeHaibTfbsA549Usf1Pcr1xDex100nmRawRep1	0.145761 139.164993
wgEncodeSydhTfbsGm18951InputIggmusSig	0.000000 9889.299805
wgEncodeSydhTfbsGm18951InputTnfaIggrabSig	0.000000 8158.299805
wgEncodeHaibTfbsA549Usf1Pcr1xDex100nmRawRep2	0.262763 148.395996
wgEncodeSydhTfbsGm19099NfkbTnfaIggrabSig	0.000000 8512.299805
wgEncodeHaibTfbsA549Usf1Pcr1xEtoh02RawRep1	0.197805 168.826996
wgEncodeSydhTfbsGm19099Pol2IggmusSig	0.000000 13585.799805
wgEncodeHaibTfbsA549Usf1Pcr1xEtoh02RawRep2	0.244092 176.904999
wgEncodeSydhTfbsGm19099InputIggmusSig	0.000000 10618.599609
wgEncodeSydhTfbsGm19099InputTnfaIggrabSig	0.000000 12792.200195
wgEncodeHaibTfbsA549Usf1V0422111Etoh02RawRep1	0.136294 197.591995
wgEncodeSydhTfbsGm19193NfkbTnfaIggrabSig	0.000000 7953.299805
wgEncodeHaibTfbsA549Usf1V0422111Etoh02RawRep2	0.141281 217.643005
wgEncodeSydhTfbsGm19193Pol2IggmusSig	0.000000 11612.200195
wgEncodeHaibTfbsA549Yy1cV0422111Etoh02RawRep1	0.101128 202.052994
wgEncodeSydhTfbsGm19193InputIggmusSig	0.000000 9534.299805
wgEncodeSydhTfbsGm19193InputTnfaIggrabSig	0.000000 8317.400391
wgEncodeHaibTfbsA549Yy1cV0422111Etoh02RawRep2	0.133849 631.599976
wgEncodeSydhTfbsHct116Pol2UcdSig	0.000000 12339.400391
wgEncodeHaibTfbsA549Zbtb33V0422111Etoh02RawRep1	0.139512 281.221008
wgEncodeSydhTfbsHct116Tcf7l2UcdSig	0.000000 8673.700195
wgEncodeHaibTfbsA549Zbtb33V0422111Etoh02RawRep2	0.137460 193.164993
wgEncodeSydhTfbsHct116InputUcdSig	0.000000 10692.400391
wgEncodeHaibTfbsA549RxlchPcr1xDex100nmRawRep1	0.216637 169.572006
wgEncodeHaibTfbsA549RxlchPcr2xDex100nmRawRep1	0.145188 133.645004
wgEncodeSydhTfbsHek293Elk4UcdSig	1.000000 27993.000000
wgEncodeHaibTfbsA549RxlchV0422111Dex100nmRawRep1	0.082165 233.000000
wgEncodeHaibTfbsA549RxlchPcr1xEtoh02RawRep1	0.153953 179.701996
wgEncodeSydhTfbsHek293Kap1UcdSig	1.000000 36955.000000
wgEncodeHaibTfbsA549RxlchPcr2xEtoh02RawRep1	0.125563 135.167999
wgEncodeHaibTfbsA549RxlchV0416101Etoh02RawRep1	0.148981 209.354996
wgEncodeSydhTfbsHek293Pol2StdSig	0.000000 15799.599609
wgEncodeHaibTfbsA549RxlchV0422111Etoh02RawRep1	0.079808 214.365005
wgEncodeHaibTfbsA549ControlV0422111RawRep1	1.000000 13908.000000
wgEncodeSydhTfbsHek293Tcf7l2UcdSig	1.000000 18167.000000
wgEncodeHaibTfbsA549ControlV0422111RawRep2	1.000000 2808.000000
wgEncodeSydhTfbsHek293InputStdSig	0.000000 9335.299805
wgEncodeSydhTfbsHek293InputUcdSig	1.000000 24948.000000
wgEncodeHaibTfbsHelas3GabpPcr1xRawRep1	0.175992 192.886993
wgEncodeSydhTfbsHek293tZnf263UcdSig	1.000000 10229.000000
wgEncodeSydhTfbsHek293tInputUcdSig	1.000000 27995.000000
wgEncodeHaibTfbsHelas3GabpPcr1xRawRep2	0.144089 175.716995
wgEncodeHaibTfbsHelas3NrsfPcr1xRawRep1	0.318643 515.086975
wgEncodeSydhTfbsMcf10aesCfosEtoh01HvdSig	1.000000 14079.000000
wgEncodeHaibTfbsHelas3NrsfPcr1xRawRep2	0.258329 274.798004
wgEncodeSydhTfbsMcf10aesCfosTamHvdSig	1.000000 19041.000000
wgEncodeHaibTfbsHelas3Pol2Pcr1xRawRep1	0.134466 364.804993
wgEncodeSydhTfbsMcf10aesCfosTam112hHvdSig	1.000000 14588.000000
wgEncodeHaibTfbsHelas3Pol2Pcr1xRawRep2	0.119137 540.343994
wgEncodeSydhTfbsMcf10aesCfosTam14hHvdSig	1.000000 21132.000000
wgEncodeHaibTfbsHelas3Taf1Pcr1xRawRep1	0.142050 218.367004
wgEncodeSydhTfbsMcf10aesCmycEtoh01HvdSig	1.000000 18129.000000
wgEncodeHaibTfbsHelas3Taf1Pcr1xRawRep2	0.244059 163.031006
wgEncodeSydhTfbsMcf10aesCmycTam14hHvdSig	1.000000 28917.000000
wgEncodeHaibTfbsHelas3RxlchPcr1xRawRep1	0.097920 281.152008
wgEncodeSydhTfbsMcf10aesE2f4TamHvdSig	1.000000 27434.000000
wgEncodeHaibTfbsHepg2Atf3V0416101RawRep1	0.206589 244.757004
wgEncodeSydhTfbsMcf10aesPol2Etoh01StdSig	1.000000 59340.000000
wgEncodeHaibTfbsHepg2Atf3V0416101RawRep2	0.165543 146.257004
wgEncodeSydhTfbsMcf10aesPol2TamStdSig	1.000000 74444.000000
wgEncodeHaibTfbsHepg2Bhlhe40V0416101RawRep1	0.154140 285.968994
wgEncodeSydhTfbsMcf10aesStat3Tam112hHvdSig	1.000000 12103.000000
wgEncodeHaibTfbsHepg2Bhlhe40V0416101RawRep2	0.189026 240.016006
wgEncodeSydhTfbsMcf10aesStat3Etoh01StdSig	1.000000 19260.000000
wgEncodeHaibTfbsHepg2Cebpbsc150V0416101RawRep1	0.268039 190.710007
wgEncodeSydhTfbsMcf10aesStat3Etoh01bStdSig	1.000000 12883.000000
wgEncodeHaibTfbsHepg2Cebpbsc150V0416101RawRep2	0.208219 165.324997
wgEncodeSydhTfbsMcf10aesInputHvdSig	1.000000 82889.000000
wgEncodeSydhTfbsMcf10aesInputEtoh01bStdSig	1.000000 11967.000000
wgEncodeHaibTfbsHepg2Cebpdsc636V0416101RawRep1	0.513200 94.428902
wgEncodeSydhTfbsMcf10aesInputEtoh01cStdSig	1.000000 10652.000000
wgEncodeSydhTfbsMcf10aesInputStdSig	1.000000 35209.000000
wgEncodeHaibTfbsHepg2Cebpdsc636V0416101RawRep2	0.182111 200.095001
wgEncodeSydhTfbsNb4CmycStdSig	1.000000 12674.000000
wgEncodeHaibTfbsHepg2Creb1sc240V0422111RawRep1	1.000000 11014.000000
wgEncodeSydhTfbsNb4MaxStdSig	1.000000 12391.000000
wgEncodeHaibTfbsHepg2Creb1sc240V0422111RawRep2	1.000000 5763.000000
wgEncodeSydhTfbsNb4Pol2StdSig	0.000000 36878.398438
wgEncodeHaibTfbsHepg2Ctcfsc5916V0416101RawRep1	0.136731 91.814903
wgEncodeSydhTfbsNb4InputStdSig	0.000000 10120.700195
wgEncodeHaibTfbsHepg2Ctcfsc5916V0416101RawRep2	0.141331 199.912994
wgEncodeSydhTfbsNt2d1Suz12UcdSig	0.000000 15184.799805
wgEncodeHaibTfbsHepg2Elf1sc631V0416101RawRep1	0.203910 154.410995
wgEncodeSydhTfbsNt2d1Yy1UcdSig	0.000000 13461.299805
wgEncodeHaibTfbsHepg2Elf1sc631V0416101RawRep2	0.224080 182.289001
wgEncodeSydhTfbsNt2d1Znf274UcdSig	1.000000 18753.000000
wgEncodeSydhTfbsNt2d1InputUcdSig	0.000000 20529.000000
wgEncodeHaibTfbsHepg2Fosl2V0416101RawRep1	0.092749 412.317993
wgEncodeSydhTfbsPanc1Tcf7l2UcdSig	1.000000 21870.000000
wgEncodeHaibTfbsHepg2Fosl2V0416101RawRep2	0.194797 145.464996
wgEncodeSydhTfbsPanc1InputUcdSig	1.000000 65207.000000
wgEncodeHaibTfbsHepg2Foxa1sc101058V0416101RawRep1	0.154560 76.507401
wgEncodeSydhTfbsPbdeGata1UcdSig	1.000000 12180.000000
wgEncodeHaibTfbsHepg2Foxa1sc101058V0416101RawRep2	0.377871 100.230003
wgEncodeSydhTfbsPbdePol2UcdSig	1.000000 106654.000000
wgEncodeSydhTfbsPbdeInputUcdSig	1.000000 29040.000000
wgEncodeHaibTfbsHepg2Foxa1sc6553V0416101RawRep1	0.169883 73.262001
wgEncodeSydhTfbsPbdefetalGata1UcdSig	1.000000 23239.000000
wgEncodeHaibTfbsHepg2Foxa1sc6553V0416101RawRep2	0.227945 147.936005
wgEncodeSydhTfbsPbdefetalInputUcdSig	1.000000 10659.000000
wgEncodeHaibTfbsHepg2Foxa2sc6554V0416101RawRep1	0.254102 56.537701
wgEncodeSydhTfbsRajiPol2UcdSig	0.000000 37915.300781
wgEncodeSydhTfbsRajiInputUcdSig	0.000000 8754.400391
wgEncodeHaibTfbsHepg2Foxa2sc6554V0416101RawRep2	0.124503 128.580994
wgEncodeSydhTfbsShsy5yGata2UcdSig	1.000000 20271.000000
wgEncodeHaibTfbsHepg2GabpPcr2xRawRep1	0.075071 32982.398438
wgEncodeSydhTfbsShsy5yGata3sc269sc269UcdSig	1.000000 22110.000000
wgEncodeHaibTfbsHepg2GabpPcr2xRawRep2	0.100423 21089.900391
wgEncodeSydhTfbsShsy5yInputUcdSig	1.000000 9027.000000
wgEncodeHaibTfbsHepg2Hdac2sc6296V0416101RawRep1	0.140889 121.269997
wgEncodeSydhTfbsU2osKap1UcdSig	1.000000 22948.000000
wgEncodeHaibTfbsHepg2Hdac2sc6296V0416101RawRep2	0.184255 118.522003
wgEncodeSydhTfbsU2osSetdb1UcdSig	0.000000 10270.500000
wgEncodeSydhTfbsU2osInputUcdSig	0.000000 11117.500000
wgEncodeHaibTfbsHepg2Hnf4asc8987V0416101RawRep1	0.422290 325.691010
wgEncodeHaibTfbsHepg2Hnf4asc8987V0416101RawRep2	0.420062 350.752014
wgEncodeHaibTfbsHepg2Hnf4gsc6558V0416101RawRep1	0.150012 130.809998
wgEncodeHaibTfbsHepg2Hnf4gsc6558V0416101RawRep2	0.175353 205.294006
wgEncodeHaibTfbsHepg2JundPcr1xRawRep1	0.209998 327.648987
wgEncodeHaibTfbsHepg2JundPcr1xRawRep2	0.112204 242.809006
wgEncodeHaibTfbsHepg2MaxV0422111RawRep1	1.000000 9065.000000
wgEncodeHaibTfbsHepg2MaxV0422111RawRep2	1.000000 9112.000000
wgEncodeHaibTfbsHepg2Mbd4sc271530V0422111RawRep1	0.144811 565.125000
wgEncodeHaibTfbsHepg2Mbd4sc271530V0422111RawRep2	0.120725 143.602005
wgEncodeHaibTfbsHepg2Mybl2sc81192V0422111RawRep1	0.105435 125.782997
wgEncodeHaibTfbsHepg2Mybl2sc81192V0422111RawRep2	0.125000 390.812012
wgEncodeHaibTfbsHepg2Nficsc81335V0422111RawRep1	0.148403 192.442001
wgEncodeHaibTfbsHepg2Nficsc81335V0422111RawRep2	0.161799 373.916992
