tableName	settings
wgEncodeHaibTfbsGm12878RxlchPcr2xRawRep1	0.602447 112.959000
wgEncodeUwTfbsHcfaaInputStdRawRep1	1.000000 16198.000000
wgEncodeSydhTfbsK562Elk112771IggrabSig	1.000000 14009.000000
wgEncodeHaibTfbsGm12878RxlchPcr2xRawRep2	0.709333 100.193001
wgEncodeHaibTfbsGm12878RxlchV0416101RawRep1	0.088698 137.438004
wgEncodeSydhTfbsK562Gata1UcdSig	0.000000 9299.099609
wgEncodeHaibTfbsGm12878RxlchV0416102RawRep1	0.183798 173.873001
wgEncodeUwTfbsHcmCtcfStdRawRep1	1.000000 7615.000000
wgEncodeHaibTfbsGm12878ControlV0422111RawRep1	1.000000 9128.000000
wgEncodeSydhTfbsK562Gata1bIggmusSig	1.000000 480.000000
wgEncodeHaibTfbsGm12878ControlV0422111RawRep2	1.000000 19726.000000
wgEncodeHaibTfbsGm12878ControlV0422111RawRep3	1.000000 7763.000000
wgEncodeUwTfbsHcmCtcfStdRawRep2	1.000000 7263.000000
wgEncodeSydhTfbsK562Gata2UcdSig	0.000000 10557.900391
wgEncodeHaibTfbsGm12878ControlV0422111RawRep4	1.000000 9780.000000
wgEncodeUwTfbsHcmInputStdRawRep1	1.000000 18082.000000
wgEncodeSydhTfbsK562Gtf2bStdSig	0.000000 5885.000000
wgEncodeHaibTfbsH1hescAtf2sc81188V0422111RawRep1	0.149202 182.287003
wgEncodeUwTfbsHcpeCtcfStdRawRep1	1.000000 2683.000000
wgEncodeSydhTfbsK562Gtf2f1ab28179IggrabSig	1.000000 15471.000000
wgEncodeHaibTfbsH1hescAtf2sc81188V0422111RawRep2	0.135458 124.824997
wgEncodeSydhTfbsK562Hmgn3StdSig	0.000000 7780.600098
wgEncodeUwTfbsHcpeCtcfStdRawRep2	1.000000 15624.000000
wgEncodeHaibTfbsH1hescAtf3V0416102RawRep1	0.292899 233.440002
wgEncodeUwTfbsHcpeInputStdRawRep1	1.000000 15167.000000
wgEncodeSydhTfbsK562Ini1IggmusSig	0.000000 9341.500000
wgEncodeHaibTfbsH1hescAtf3V0416102RawRep2	0.396324 225.013000
wgEncodeSydhTfbsK562Irf1Ifna30StdSig	0.000000 6434.399902
wgEncodeUwTfbsHct116CtcfStdRawRep1	1.000000 8816.000000
wgEncodeHaibTfbsH1hescBcl11aPcr1xRawRep1	0.258894 318.244995
wgEncodeSydhTfbsK562Irf1Ifna6hStdSig	1.000000 22724.000000
wgEncodeHaibTfbsH1hescBcl11aV0416102RawRep2	0.285161 239.250000
wgEncodeUwTfbsHct116CtcfStdRawRep2	1.000000 8347.000000
wgEncodeSydhTfbsK562Irf1Ifng30StdSig	1.000000 22939.000000
wgEncodeHaibTfbsH1hescCreb1sc240V0422111RawRep1	1.000000 6109.000000
wgEncodeUwTfbsHct116InputStdRawRep1	1.000000 14872.000000
wgEncodeSydhTfbsK562Irf1Ifng6hStdSig	0.000000 10285.099609
wgEncodeHaibTfbsH1hescCreb1sc240V0422111RawRep2	1.000000 6515.000000
wgEncodeUwTfbsHeeCtcfStdRawRep1	1.000000 8672.000000
wgEncodeSydhTfbsK562JundIggrabSig	1.000000 14542.000000
wgEncodeHaibTfbsH1hescCtcfsc5916V0416102RawRep1	0.171852 170.477005
wgEncodeSydhTfbsK562JundStdSig	0.000000 10844.400391
wgEncodeUwTfbsHeeCtcfStdRawRep2	1.000000 4700.000000
wgEncodeHaibTfbsH1hescCtcfsc5916V0416102RawRep2	0.067644 253.835007
wgEncodeUwTfbsHeeInputStdRawRep1	1.000000 6633.000000
wgEncodeSydhTfbsK562Kap1UcdSig	1.000000 31119.000000
wgEncodeHaibTfbsH1hescE2f6V0422111RawRep1	1.000000 4357.000000
wgEncodeSydhTfbsK562MaffIggrabSig	1.000000 18097.000000
wgEncodeHaibTfbsH1hescE2f6V0422111RawRep2	1.000000 4742.000000
wgEncodeUwTfbsHek293CtcfStdRawRep1	1.000000 5462.000000
wgEncodeSydhTfbsK562Mafkab50322IggrabSig	1.000000 21737.000000
wgEncodeHaibTfbsH1hescEgr1V0416102RawRep1	0.190460 186.556000
wgEncodeUwTfbsHek293CtcfStdRawRep2	1.000000 1536.000000
wgEncodeSydhTfbsK562MaxIggrabSig	1.000000 5082.000000
wgEncodeUwTfbsHek293InputStdRawRep1	1.000000 8215.000000
wgEncodeHaibTfbsH1hescEgr1V0416102RawRep2	0.201167 244.016006
wgEncodeSydhTfbsK562MaxStdSig	0.000000 16605.800781
wgEncodeHaibTfbsH1hescFosl1sc183V0416102RawRep1	0.318537 227.912994
wgEncodeUwTfbsHffCtcfStdRawRep1	1.000000 9482.000000
wgEncodeSydhTfbsK562Mazab85725IggrabSig	1.000000 13817.000000
wgEncodeHaibTfbsH1hescFosl1sc183V0416102RawRep2	0.245718 232.817993
wgEncodeUwTfbsHffInputStdRawRep1	1.000000 19349.000000
wgEncodeSydhTfbsK562Mxi1af4185IggrabSig	1.000000 15465.000000
wgEncodeHaibTfbsH1hescGabpPcr1xRawRep1	0.168150 175.423004
wgEncodeUwTfbsHffmycCtcfStdRawRep1	1.000000 10059.000000
wgEncodeSydhTfbsK562NelfeStdSig	0.000000 20343.000000
wgEncodeHaibTfbsH1hescGabpPcr1xRawRep2	0.319893 142.751999
wgEncodeSydhTfbsK562Nfe2StdSig	0.000000 43274.101562
wgEncodeHaibTfbsH1hescHdac2sc6296V0416102RawRep1	0.183528 244.552002
wgEncodeUwTfbsHffmycCtcfStdRawRep2	1.000000 15556.000000
wgEncodeUwTfbsHffmycInputStdRawRep1	1.000000 18402.000000
wgEncodeSydhTfbsK562NfyaStdSig	1.000000 3069.000000
wgEncodeHaibTfbsH1hescHdac2sc6296V0416102RawRep2	0.160348 214.785995
wgEncodeSydhTfbsK562NfybStdSig	1.000000 8756.000000
wgEncodeHaibTfbsH1hescJundV0416102RawRep1	0.193727 228.839996
wgEncodeUwTfbsHl60CtcfStdRawRep1	1.000000 2968.000000
wgEncodeUwTfbsHl60InputStdRawRep1	1.000000 9223.000000
wgEncodeSydhTfbsK562Nrf1IggrabSig	0.000000 8573.400391
wgEncodeHaibTfbsH1hescJundV0416102RawRep2	0.099036 172.322006
wgEncodeSydhTfbsK562P300IggrabSig	1.000000 24334.000000
wgEncodeHaibTfbsH1hescMaxV0422111RawRep1	1.000000 3461.000000
wgEncodeUwTfbsHmecCtcfStdRawRep1	1.000000 4919.000000
wgEncodeSydhTfbsK562P300sc584sc48343IggrabSig	1.000000 12521.000000
wgEncodeHaibTfbsH1hescMaxV0422111RawRep2	1.000000 4217.000000
wgEncodeUwTfbsHmecCtcfStdRawRep2	1.000000 6406.000000
wgEncodeSydhTfbsK562Pol2IggmusSig	0.000000 4259.700195
wgEncodeHaibTfbsH1hescNanogsc33759V0416102RawRep1	0.337010 227.987000
wgEncodeUwTfbsHmecInputStdRawRep1	1.000000 9968.000000
wgEncodeSydhTfbsK562Pol2Ifna30StdSig	0.000000 12491.500000
wgEncodeHaibTfbsH1hescNanogsc33759V0416102RawRep2	0.136390 690.064026
wgEncodeUwTfbsHmfCtcfStdRawRep1	1.000000 3170.000000
wgEncodeSydhTfbsK562Pol2Ifna6hStdSig	0.000000 11960.299805
wgEncodeHaibTfbsH1hescNrsfV0416102RawRep1	0.215549 181.169006
wgEncodeSydhTfbsK562Pol2Ifng30StdSig	0.000000 27118.400391
wgEncodeHaibTfbsH1hescNrsfV0416102RawRep2	0.152323 404.457001
wgEncodeUwTfbsHmfCtcfStdRawRep2	1.000000 8513.000000
wgEncodeUwTfbsHmfInputStdRawRep1	1.000000 4624.000000
wgEncodeSydhTfbsK562Pol2Ifng6hStdSig	0.000000 21570.699219
wgEncodeHaibTfbsH1hescP300V0416102RawRep1	0.308271 261.721985
wgEncodeSydhTfbsK562Pol2StdSig	0.000000 33625.500000
wgEncodeHaibTfbsH1hescP300V0416102RawRep2	0.204650 217.440002
wgEncodeUwTfbsHpafCtcfStdRawRep1	1.000000 12801.000000
wgEncodeSydhTfbsK562Pol2s2IggrabSig	1.000000 7989.000000
wgEncodeHaibTfbsH1hescPol2V0416102RawRep1	0.145301 113.225998
wgEncodeUwTfbsHpafCtcfStdRawRep2	1.000000 15544.000000
wgEncodeSydhTfbsK562Pol2s2StdSig	1.000000 2683.000000
wgEncodeHaibTfbsH1hescPol2V0416102RawRep2	0.147064 292.363007
wgEncodeUwTfbsHpafInputStdRawRep1	1.000000 15992.000000
wgEncodeSydhTfbsK562Pol3StdSig	0.000000 11418.200195
wgEncodeHaibTfbsH1hescPol24h8V0416102RawRep1	0.167542 258.097992
wgEncodeUwTfbsHpfCtcfStdRawRep1	1.000000 12089.000000
wgEncodeSydhTfbsK562Rad21StdSig	0.000000 16210.500000
wgEncodeHaibTfbsH1hescPol24h8V0416102RawRep2	0.135589 820.411987
wgEncodeSydhTfbsK562Rfx5IggrabSig	1.000000 18618.000000
wgEncodeHaibTfbsH1hescPou5f1sc9081V0416102RawRep1	0.306870 343.847992
wgEncodeUwTfbsHpfCtcfStdRawRep2	1.000000 17174.000000
wgEncodeUwTfbsHpfInputStdRawRep1	1.000000 13754.000000
wgEncodeSydhTfbsK562Rpc155StdSig	0.000000 14042.099609
wgEncodeHaibTfbsH1hescPou5f1sc9081V0416102RawRep2	0.160252 287.731995
wgEncodeSydhTfbsK562Setdb1MnasedUcdSig	0.000000 16409.599609
wgEncodeHaibTfbsH1hescRad21V0416102RawRep1	0.251183 126.785004
wgEncodeUwTfbsHreCtcfStdRawRep1	1.000000 2395.000000
wgEncodeSydhTfbsK562Setdb1UcdSig	0.000000 11440.500000
wgEncodeHaibTfbsH1hescRad21V0416102RawRep2	0.076561 154.078995
wgEncodeUwTfbsHreCtcfStdRawRep2	1.000000 4640.000000
wgEncodeSydhTfbsK562Sirt6StdSig	0.000000 15127.799805
wgEncodeHaibTfbsH1hescRxraV0416102RawRep1	0.296417 244.766998
wgEncodeUwTfbsHreInputStdRawRep1	1.000000 7076.000000
wgEncodeSydhTfbsK562Smc3ab9263IggrabSig	1.000000 8592.000000
wgEncodeHaibTfbsH1hescRxraV0416102RawRep2	0.402909 238.623001
wgEncodeUwTfbsHrpeCtcfStdRawRep1	1.000000 14608.000000
wgEncodeSydhTfbsK562Stat1Ifna30StdSig	0.000000 12739.599609
wgEncodeHaibTfbsH1hescSin3ak20Pcr1xRawRep1	0.310000 224.750000
wgEncodeSydhTfbsK562Stat1Ifna6hStdSig	0.000000 8740.599609
wgEncodeHaibTfbsH1hescSin3ak20Pcr1xRawRep2	0.245489 212.654999
wgEncodeUwTfbsHrpeCtcfStdRawRep2	1.000000 7607.000000
wgEncodeUwTfbsHrpeInputStdRawRep1	1.000000 11983.000000
wgEncodeSydhTfbsK562Stat1Ifng30StdSig	0.000000 15428.299805
wgEncodeHaibTfbsH1hescSix5Pcr1xRawRep1	0.300386 247.518005
wgEncodeSydhTfbsK562Stat1Ifng6hStdSig	0.000000 10917.700195
wgEncodeHaibTfbsH1hescSix5Pcr1xRawRep2	0.244364 217.973007
wgEncodeUwTfbsHvmfCtcfStdRawRep1	1.000000 8064.000000
wgEncodeSydhTfbsK562Stat2Ifna30StdSig	0.000000 10111.900391
wgEncodeHaibTfbsH1hescSp1Pcr1xRawRep1	0.257320 184.498993
wgEncodeUwTfbsHvmfCtcfStdRawRep2	1.000000 5159.000000
wgEncodeSydhTfbsK562Stat2Ifna6hStdSig	0.000000 10876.299805
wgEncodeHaibTfbsH1hescSp1Pcr1xRawRep2	0.265286 190.673996
wgEncodeUwTfbsHvmfInputStdRawRep1	1.000000 21799.000000
wgEncodeUwTfbsJurkatInputStdRawRep1	1.000000 18193.000000
wgEncodeSydhTfbsK562Tal1sc12984IggmusSig	1.000000 12404.000000
wgEncodeHaibTfbsH1hescSp2V0422111RawRep1	0.146891 213.798996
wgEncodeUwTfbsLncapInputStdRawRep1	1.000000 21185.000000
wgEncodeSydhTfbsK562Tblr1ab24550IggrabSig	1.000000 19996.000000
wgEncodeHaibTfbsH1hescSp2V0422111RawRep2	0.157829 285.355011
wgEncodeSydhTfbsK562Tblr1nb600270IggrabSig	1.000000 27872.000000
wgEncodeUwTfbsNb4CtcfStdRawRep1	1.000000 11314.000000
wgEncodeHaibTfbsH1hescSp4v20V0422111RawRep1	0.173845 333.260986
wgEncodeUwTfbsNb4InputStdRawRep1	1.000000 18098.000000
wgEncodeSydhTfbsK562TbpIggmusSig	1.000000 74076.000000
wgEncodeHaibTfbsH1hescSp4v20V0422111RawRep2	0.180899 381.740997
wgEncodeSydhTfbsK562Tf3c110StdSig	0.000000 9467.500000
wgEncodeUwTfbsNhdfneoCtcfStdRawRep1	1.000000 11619.000000
wgEncodeHaibTfbsH1hescSrfPcr1xRawRep1	0.192925 186.317001
wgEncodeSydhTfbsK562Tr4UcdSig	0.000000 14908.500000
wgEncodeHaibTfbsH1hescSrfPcr1xRawRep2	0.254738 290.464996
wgEncodeUwTfbsNhdfneoCtcfStdRawRep2	1.000000 13883.000000
wgEncodeSydhTfbsK562Ubfsc13125IggmusSig	1.000000 264863.000000
wgEncodeUwTfbsNhdfneoInputStdRawRep1	1.000000 26277.000000
wgEncodeHaibTfbsH1hescTaf1V0416102RawRep1	0.212938 126.963997
wgEncodeSydhTfbsK562Ubtfsab1404509IggmusSig	1.000000 380396.000000
wgEncodeHaibTfbsH1hescTaf1V0416102RawRep2	0.221181 169.923004
wgEncodeUwTfbsNhekCtcfStdRawRep1	1.000000 2291.000000
wgEncodeSydhTfbsK562Usf2IggrabSig	0.000000 15252.900391
wgEncodeHaibTfbsH1hescTaf7sc101167V0416102RawRep1	0.297870 286.252991
wgEncodeSydhTfbsK562Xrcc4StdSig	0.000000 28467.900391
wgEncodeUwTfbsNhekCtcfStdRawRep2	1.000000 4245.000000
wgEncodeHaibTfbsH1hescTaf7sc101167V0416102RawRep2	0.069639 259.299988
wgEncodeUwTfbsNhekInputStdRawRep1	1.000000 11841.000000
wgEncodeSydhTfbsK562Yy1UcdSig	0.000000 14540.000000
wgEncodeHaibTfbsH1hescTcf12Pcr1xRawRep1	0.334427 204.669006
wgEncodeSydhTfbsK562Znf143IggrabSig	1.000000 19257.000000
wgEncodeUwTfbsNhlfCtcfStdRawRep1	1.000000 20802.000000
wgEncodeHaibTfbsH1hescTcf12Pcr1xRawRep2	0.306516 188.354004
wgEncodeUwTfbsNhlfInputStdRawRep1	1.000000 29301.000000
wgEncodeSydhTfbsK562Znf263UcdSig	0.000000 4513.000000
wgEncodeUwTfbsPanc1InputStdRawRep1	1.000000 22326.000000
wgEncodeHaibTfbsH1hescTead4sc101184V0422111RawRep1	1.000000 3452.000000
wgEncodeSydhTfbsK562Znf274UcdSig	0.000000 20990.199219
wgEncodeHaibTfbsH1hescTead4sc101184V0422111RawRep2	1.000000 5585.000000
wgEncodeUwTfbsRptecCtcfStdRawRep1	1.000000 9148.000000
wgEncodeSydhTfbsK562Znf274m01UcdSig	1.000000 32880.000000
wgEncodeHaibTfbsH1hescUsf1Pcr1xRawRep1	0.284424 194.048004
wgEncodeSydhTfbsK562InputIggmusSig	0.000000 9144.400391
wgEncodeSydhTfbsK562InputIggrabSig	0.000000 8156.000000
wgEncodeUwTfbsRptecCtcfStdRawRep2	1.000000 7511.000000
wgEncodeHaibTfbsH1hescUsf1Pcr1xRawRep2	0.266269 191.847000
wgEncodeSydhTfbsK562InputIfna30StdSig	0.000000 14699.599609
wgEncodeUwTfbsRptecInputStdRawRep1	1.000000 17750.000000
wgEncodeSydhTfbsK562InputIfna6hStdSig	0.000000 13546.700195
wgEncodeHaibTfbsH1hescYy1sc281V0416102RawRep1	0.159816 149.188004
wgEncodeSydhTfbsK562InputIfng30StdSig	0.000000 12574.500000
wgEncodeSydhTfbsK562InputIfng6hStdSig	0.000000 15179.000000
wgEncodeUwTfbsSaecCtcfStdRawRep1	1.000000 1813.000000
wgEncodeHaibTfbsH1hescYy1sc281V0416102RawRep2	0.317099 142.376999
wgEncodeSydhTfbsK562InputStdSig	0.000000 10295.500000
wgEncodeHaibTfbsH1hescRxlchPcr1xRawRep1	0.322043 111.587997
wgEncodeSydhTfbsK562InputUcdSig	0.000000 12876.099609
wgEncodeHaibTfbsH1hescRxlchV0416102RawRep1	0.100579 178.729004
wgEncodeUwTfbsSaecCtcfStdRawRep2	1.000000 2175.000000
wgEncodeSydhTfbsA549Bhlhe40IggrabSig	1.000000 18642.000000
wgEncodeHaibTfbsH1hescControlV0422111RawRep1	1.000000 12696.000000
wgEncodeUwTfbsSaecInputStdRawRep1	1.000000 8873.000000
wgEncodeHaibTfbsH1hescRxlchV0422111RawRep1	0.081923 204.009003
wgEncodeUwTfbsSkmcInputStdRawRep1	1.000000 16362.000000
wgEncodeSydhTfbsA549CebpbIggrabSig	1.000000 22596.000000
wgEncodeHaibTfbsH1hescControlV0422111RawRep2	1.000000 4675.000000
wgEncodeUwTfbsSknmcInputStdRawRep1	1.000000 15364.000000
wgEncodeSydhTfbsA549MaxIggrabSig	1.000000 20499.000000
wgEncodeHaibTfbsK562Atf3V0416101RawRep1	0.154698 132.149994
wgEncodeUwTfbsSknshraCtcfStdRawRep1	1.000000 3210.000000
wgEncodeSydhTfbsA549Pol2s2IggrabSig	1.000000 16207.000000
wgEncodeHaibTfbsK562Atf3V0416101RawRep2	0.178692 172.884003
wgEncodeSydhTfbsA549Rad21IggrabSig	1.000000 20851.000000
wgEncodeHaibTfbsK562Bclaf101388Pcr1xRawRep1	0.271154 76.736504
wgEncodeUwTfbsSknshraCtcfStdRawRep2	1.000000 3470.000000
wgEncodeSydhTfbsA549InputIggrabSig	1.000000 20411.000000
wgEncodeUwTfbsSknshraInputStdRawRep1	1.000000 12154.000000
wgEncodeHaibTfbsK562Bclaf101388Pcr1xRawRep2	0.284958 110.990997
wgEncodeSydhTfbsHelas3Ap2alphaStdSig	0.000000 7439.200195
wgEncodeHaibTfbsK562Cbx3sc101004V0422111RawRep1	0.093755 107.912003
wgEncodeUwTfbsWerirb1CtcfStdRawRep1	1.000000 2991.000000
wgEncodeSydhTfbsHelas3Ap2gammaStdSig	0.000000 5079.200195
wgEncodeHaibTfbsK562Cbx3sc101004V0422111RawRep2	0.102840 197.350998
wgEncodeSydhTfbsHelas3Baf155IggmusSig	0.000000 8446.500000
wgEncodeUwTfbsWerirb1CtcfStdRawRep2	1.000000 3015.000000
wgEncodeHaibTfbsK562Cebpbsc150V0422111RawRep1	0.108888 173.078003
wgEncodeUwTfbsWerirb1InputStdRawRep1	1.000000 9496.000000
wgEncodeSydhTfbsHelas3Baf170IggmusSig	0.000000 7705.700195
wgEncodeHaibTfbsK562Cebpbsc150V0422111RawRep2	0.607596 125.924004
wgEncodeSydhTfbsHelas3Bdp1StdSig	0.000000 19361.199219
wgEncodeUwTfbsWi38CtcfStdRawRep1	1.000000 9025.000000
wgEncodeHaibTfbsK562Creb1sc240V0422111RawRep1	1.000000 4612.000000
wgEncodeSydhTfbsHelas3Brca1a300IggrabSig	1.000000 16340.000000
wgEncodeHaibTfbsK562Creb1sc240V0422111RawRep2	1.000000 11554.000000
wgEncodeUwTfbsWi38CtcfStdRawRep2	1.000000 8270.000000
wgEncodeSydhTfbsHelas3Brf1StdSig	0.000000 17811.699219
wgEncodeUwTfbsWi38InputStdRawRep1	1.000000 13078.000000
wgEncodeHaibTfbsK562Ctcflsc98982V0416101RawRep1	0.281933 237.457993
wgEncodeUwTfbsWi38InputOhtamStdRawRep1	1.000000 18598.000000
wgEncodeSydhTfbsHelas3Brf2StdSig	0.000000 21235.000000
wgEncodeHaibTfbsK562Ctcflsc98982V0416101RawRep2	0.240899 187.720993
wgEncodeSydhTfbsHelas3Brg1IggmusSig	0.000000 6834.700195
wgEncodeSydhTfbsHelas3CebpbIggrabSig	1.000000 15688.000000
wgEncodeHaibTfbsK562CtcfcPcr1xRawRep1	0.210243 290.135986
wgEncodeHaibTfbsK562CtcfcPcr1xRawRep1V2	1.000000 7449.000000
wgEncodeSydhTfbsHelas3CfosStdSig	0.000000 6979.799805
wgEncodeHaibTfbsK562CtcfcPcr1xRawRep2	0.145314 207.871994
wgEncodeSydhTfbsHelas3Chd2IggrabSig	1.000000 8304.000000
wgEncodeHaibTfbsK562E2f6V0416102RawRep1	0.297230 676.867004
wgEncodeSydhTfbsHelas3CjunIggrabSig	0.000000 8194.099609
wgEncodeHaibTfbsK562E2f6V0416102RawRep2	0.209743 292.433990
wgEncodeSydhTfbsHelas3CmycStdSig	0.000000 7654.700195
wgEncodeHaibTfbsK562Egr1V0416101RawRep1	0.195682 357.803986
wgEncodeSydhTfbsHelas3Corestsc30189IggrabSig	1.000000 14048.000000
wgEncodeHaibTfbsK562Egr1V0416101RawRep2	0.132550 129.865997
wgEncodeSydhTfbsHelas3E2f1StdSig	0.000000 14779.799805
wgEncodeHaibTfbsK562Elf1sc631V0416102RawRep1	0.407791 202.468002
wgEncodeSydhTfbsHelas3E2f4StdSig	0.000000 9093.000000
wgEncodeHaibTfbsK562Elf1sc631V0416102RawRep2	0.166924 207.028000
wgEncodeSydhTfbsHelas3E2f6StdSig	0.000000 6492.799805
wgEncodeHaibTfbsK562Ets1V0416101RawRep1	0.256989 122.776001
wgEncodeSydhTfbsHelas3Elk112771IggrabSig	1.000000 17752.000000
wgEncodeHaibTfbsK562Ets1V0416101RawRep2	0.222782 111.836998
wgEncodeSydhTfbsHelas3Elk4UcdSig	0.000000 42205.000000
wgEncodeHaibTfbsK562Fosl1sc183V0416101RawRep1	0.235398 123.112999
wgEncodeSydhTfbsHelas3Gcn5StdSig	1.000000 35639.000000
wgEncodeHaibTfbsK562Fosl1sc183V0416101RawRep2	0.189531 237.341003
wgEncodeSydhTfbsHelas3Gtf2f1ab28179IggrabSig	1.000000 10280.000000
wgEncodeHaibTfbsK562GabpV0416101RawRep1	0.381929 112.000999
wgEncodeSydhTfbsHelas3Hae2f1StdSig	0.000000 9980.799805
wgEncodeHaibTfbsK562GabpV0416101RawRep2	0.228410 342.500000
wgEncodeSydhTfbsHelas3Ini1IggmusSig	0.000000 5751.500000
wgEncodeHaibTfbsK562Gata2sc267Pcr1xRawRep1	0.118607 86.167999
wgEncodeSydhTfbsHelas3Irf3IggrabSig	0.000000 11515.700195
wgEncodeHaibTfbsK562Gata2sc267Pcr1xRawRep2	0.189153 220.173996
wgEncodeSydhTfbsHelas3JundIggrabSig	0.000000 7203.799805
wgEncodeHaibTfbsK562Hdac2sc6296V0416102RawRep1	0.368010 175.541000
wgEncodeSydhTfbsHelas3MafkIggrabSig	1.000000 17539.000000
wgEncodeHaibTfbsK562Hdac2sc6296V0416102RawRep2	0.140410 281.487000
wgEncodeSydhTfbsHelas3MaxIggrabSig	1.000000 17741.000000
wgEncodeHaibTfbsK562MaxV0416102RawRep1	0.272688 157.682007
wgEncodeSydhTfbsHelas3MaxStdSig	0.000000 6232.600098
wgEncodeHaibTfbsK562MaxV0416102RawRep2	0.140969 134.238007
wgEncodeSydhTfbsHelas3Mazab85725IggrabSig	1.000000 13215.000000
wgEncodeHaibTfbsK562Mef2aV0416101RawRep1	0.176177 145.037994
wgEncodeSydhTfbsHelas3Mxi1af4185IggrabSig	1.000000 10659.000000
wgEncodeHaibTfbsK562Mef2aV0416101RawRep2	0.186546 484.506989
wgEncodeSydhTfbsHelas3NfyaIggrabSig	1.000000 6823.000000
wgEncodeHaibTfbsK562Nr2f2sc271940V0422111RawRep1	0.091608 107.342003
wgEncodeSydhTfbsHelas3NfybIggrabSig	1.000000 8659.000000
wgEncodeHaibTfbsK562Nr2f2sc271940V0422111RawRep2	0.130904 300.653015
wgEncodeSydhTfbsHelas3Nrf1IggmusSig	0.000000 9296.200195
wgEncodeHaibTfbsK562NrsfV0416102RawRep1	0.175512 296.000000
wgEncodeSydhTfbsHelas3P300sc584sc584IggrabSig	1.000000 10065.000000
wgEncodeHaibTfbsK562NrsfV0416102RawRep2	0.304005 408.506989
wgEncodeSydhTfbsHelas3Pol2StdSig	0.000000 12050.500000
wgEncodeHaibTfbsK562Pmlsc71910V0422111RawRep1	0.173781 168.481003
wgEncodeSydhTfbsHelas3Pol2s2IggrabSig	1.000000 4636.000000
wgEncodeHaibTfbsK562Pmlsc71910V0422111RawRep2	0.169934 737.216980
wgEncodeSydhTfbsHelas3Prdm19115IggrabSig	1.000000 11961.000000
wgEncodeHaibTfbsK562Pol2V0416101RawRep1	0.143018 618.372009
wgEncodeSydhTfbsHelas3Rad21IggrabSig	0.000000 4480.000000
wgEncodeHaibTfbsK562Pol2V0416101RawRep2	0.159452 694.252014
wgEncodeSydhTfbsHelas3Rfx5200401194IggrabSig	1.000000 30385.000000
wgEncodeHaibTfbsK562Pol24h8V0416101RawRep1	0.423911 306.488007
wgEncodeSydhTfbsHelas3Rpc155StdSig	0.000000 17037.800781
wgEncodeHaibTfbsK562Pol24h8V0416101RawRep2	0.184111 363.113007
wgEncodeSydhTfbsHelas3Smc3ab9263IggrabSig	1.000000 15538.000000
wgEncodeHaibTfbsK562Pu1Pcr1xRawRep1	0.170098 173.626999
wgEncodeSydhTfbsHelas3Spt20StdSig	1.000000 181887.000000
wgEncodeHaibTfbsK562Pu1Pcr1xRawRep2	0.196996 172.419998
wgEncodeSydhTfbsHelas3Stat1Ifng30StdSig	0.000000 12023.900391
wgEncodeHaibTfbsK562Rad21V0416102RawRep1	0.420938 304.022003
wgEncodeSydhTfbsHelas3Stat3IggrabSig	0.000000 10657.400391
wgEncodeHaibTfbsK562Rad21V0416102RawRep2	0.412112 143.723999
wgEncodeSydhTfbsHelas3TbpIggrabSig	0.000000 15604.500000
wgEncodeHaibTfbsK562Sin3ak20V0416101RawRep1	0.158863 235.634003
wgEncodeSydhTfbsHelas3Tcf7l2UcdSig	1.000000 12380.000000
wgEncodeHaibTfbsK562Sin3ak20V0416101RawRep2	0.130746 436.070007
wgEncodeSydhTfbsHelas3Tcf7l2c9b92565UcdSig	1.000000 16621.000000
wgEncodeHaibTfbsK562Six5Pcr1xRawRep1	0.180333 244.307007
wgEncodeSydhTfbsHelas3Tf3c110StdSig	0.000000 17044.599609
wgEncodeHaibTfbsK562Six5Pcr1xRawRep2	0.180118 235.235001
wgEncodeSydhTfbsHelas3Tr4StdSig	0.000000 8476.299805
wgEncodeHaibTfbsK562Six5V0416101RawRep1	0.175326 165.201004
wgEncodeSydhTfbsHelas3Usf2IggmusSig	1.000000 9221.000000
wgEncodeHaibTfbsK562Six5V0416101RawRep2	0.464710 182.281998
wgEncodeSydhTfbsHelas3Zkscan1hpa006672IggrabSig	1.000000 17341.000000
wgEncodeHaibTfbsK562Sp1Pcr1xRawRep1	0.263100 188.117004
wgEncodeSydhTfbsHelas3Znf143IggrabSig	1.000000 16407.000000
wgEncodeHaibTfbsK562Sp1Pcr1xRawRep2	0.217611 186.546997
wgEncodeSydhTfbsHelas3Znf274UcdSig	1.000000 10876.000000
wgEncodeHaibTfbsK562Sp2sc643V0416102RawRep1	0.532244 267.984985
wgEncodeSydhTfbsHelas3Zzz3StdSig	1.000000 6434.000000
wgEncodeSydhTfbsHelas3InputLargefragmentSig	0.000000 11998.299805
wgEncodeHaibTfbsK562Sp2sc643V0416102RawRep2	0.180834 216.141998
wgEncodeSydhTfbsHelas3InputMnaseSig	0.000000 25203.800781
wgEncodeSydhTfbsHelas3InputIggmusSig	0.000000 8996.000000
wgEncodeHaibTfbsK562SrfV0416101RawRep1	0.276991 1436.819946
wgEncodeSydhTfbsHelas3InputNakeddnaSig	0.000000 9010.000000
wgEncodeSydhTfbsHelas3InputIggrabSig	0.000000 8775.099609
wgEncodeHaibTfbsK562SrfV0416101RawRep2	0.213052 282.880005
wgEncodeSydhTfbsHelas3InputIfng30StdSig	0.000000 10035.299805
wgEncodeSydhTfbsHelas3InputStdSig	0.000000 9239.799805
