#file	format	output	meta	ucsc_db	paired_end
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995952-SRR1974634-/SRR1974634_1.fastq.gz	fastq	reads	GSM1657962	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995952-SRR1974634-/SRR1974634_2.fastq.gz	fastq	reads	GSM1657962	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995953-SRR1974635-/SRR1974635_1.fastq.gz	fastq	reads	GSM1657963	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995953-SRR1974635-/SRR1974635_2.fastq.gz	fastq	reads	GSM1657963	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995954-SRR1974636-/SRR1974636_1.fastq.gz	fastq	reads	GSM1657964	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995954-SRR1974636-/SRR1974636_2.fastq.gz	fastq	reads	GSM1657964	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995955-SRR1974637-/SRR1974637_1.fastq.gz	fastq	reads	GSM1657965	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995955-SRR1974637-/SRR1974637_2.fastq.gz	fastq	reads	GSM1657965	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995956-SRR1974638-/SRR1974638_1.fastq.gz	fastq	reads	GSM1657966	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995956-SRR1974638-/SRR1974638_2.fastq.gz	fastq	reads	GSM1657966	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995957-SRR1974639-/SRR1974639_1.fastq.gz	fastq	reads	GSM1657967	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995957-SRR1974639-/SRR1974639_2.fastq.gz	fastq	reads	GSM1657967	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995958-SRR1974640-/SRR1974640_1.fastq.gz	fastq	reads	GSM1657968	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995958-SRR1974640-/SRR1974640_2.fastq.gz	fastq	reads	GSM1657968	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995959-SRR1974641-/SRR1974641_1.fastq.gz	fastq	reads	GSM1657969	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995959-SRR1974641-/SRR1974641_2.fastq.gz	fastq	reads	GSM1657969	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995960-SRR1974642-/SRR1974642_1.fastq.gz	fastq	reads	GSM1657970	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995960-SRR1974642-/SRR1974642_2.fastq.gz	fastq	reads	GSM1657970	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995961-SRR1974643-/SRR1974643_1.fastq.gz	fastq	reads	GSM1657971	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995961-SRR1974643-/SRR1974643_2.fastq.gz	fastq	reads	GSM1657971	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995962-SRR1974644-/SRR1974644_1.fastq.gz	fastq	reads	GSM1657972	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995962-SRR1974644-/SRR1974644_2.fastq.gz	fastq	reads	GSM1657972	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995963-SRR1974645-/SRR1974645_1.fastq.gz	fastq	reads	GSM1657973	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995963-SRR1974645-/SRR1974645_2.fastq.gz	fastq	reads	GSM1657973	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995964-SRR1974646-/SRR1974646_1.fastq.gz	fastq	reads	GSM1657974	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995964-SRR1974646-/SRR1974646_2.fastq.gz	fastq	reads	GSM1657974	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995965-SRR1974647-/SRR1974647_1.fastq.gz	fastq	reads	GSM1657975	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995965-SRR1974647-/SRR1974647_2.fastq.gz	fastq	reads	GSM1657975	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995966-SRR1974648-/SRR1974648_1.fastq.gz	fastq	reads	GSM1657976	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995966-SRR1974648-/SRR1974648_2.fastq.gz	fastq	reads	GSM1657976	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995967-SRR1974649-/SRR1974649_1.fastq.gz	fastq	reads	GSM1657977	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995967-SRR1974649-/SRR1974649_2.fastq.gz	fastq	reads	GSM1657977	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995968-SRR1974650-/SRR1974650_1.fastq.gz	fastq	reads	GSM1657978	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995968-SRR1974650-/SRR1974650_2.fastq.gz	fastq	reads	GSM1657978	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995969-SRR1974651-/SRR1974651_1.fastq.gz	fastq	reads	GSM1657979	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995969-SRR1974651-/SRR1974651_2.fastq.gz	fastq	reads	GSM1657979	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995970-SRR1974652-/SRR1974652_1.fastq.gz	fastq	reads	GSM1657980	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995970-SRR1974652-/SRR1974652_2.fastq.gz	fastq	reads	GSM1657980	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995971-SRR1974653-/SRR1974653_1.fastq.gz	fastq	reads	GSM1657981	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995971-SRR1974653-/SRR1974653_2.fastq.gz	fastq	reads	GSM1657981	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995972-SRR1974654-/SRR1974654_1.fastq.gz	fastq	reads	GSM1657982	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995972-SRR1974654-/SRR1974654_2.fastq.gz	fastq	reads	GSM1657982	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995973-SRR1974655-/SRR1974655_1.fastq.gz	fastq	reads	GSM1657983	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995973-SRR1974655-/SRR1974655_2.fastq.gz	fastq	reads	GSM1657983	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995974-SRR1974656-/SRR1974656_1.fastq.gz	fastq	reads	GSM1657984	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995974-SRR1974656-/SRR1974656_2.fastq.gz	fastq	reads	GSM1657984	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995975-SRR1974657-/SRR1974657_1.fastq.gz	fastq	reads	GSM1657985	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995975-SRR1974657-/SRR1974657_2.fastq.gz	fastq	reads	GSM1657985	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995976-SRR1974658-/SRR1974658_1.fastq.gz	fastq	reads	GSM1657986	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995976-SRR1974658-/SRR1974658_2.fastq.gz	fastq	reads	GSM1657986	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995977-SRR1974659-/SRR1974659_1.fastq.gz	fastq	reads	GSM1657987	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995977-SRR1974659-/SRR1974659_2.fastq.gz	fastq	reads	GSM1657987	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995978-SRR1974660-/SRR1974660_1.fastq.gz	fastq	reads	GSM1657988	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995978-SRR1974660-/SRR1974660_2.fastq.gz	fastq	reads	GSM1657988	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995979-SRR1974661-/SRR1974661_1.fastq.gz	fastq	reads	GSM1657989	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995979-SRR1974661-/SRR1974661_2.fastq.gz	fastq	reads	GSM1657989	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995980-SRR1974662-/SRR1974662_1.fastq.gz	fastq	reads	GSM1657990	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995980-SRR1974662-/SRR1974662_2.fastq.gz	fastq	reads	GSM1657990	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995981-SRR1974663-/SRR1974663_1.fastq.gz	fastq	reads	GSM1657991	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995981-SRR1974663-/SRR1974663_2.fastq.gz	fastq	reads	GSM1657991	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995982-SRR1974664-/SRR1974664_1.fastq.gz	fastq	reads	GSM1657992	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995982-SRR1974664-/SRR1974664_2.fastq.gz	fastq	reads	GSM1657992	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995983-SRR1974665-/SRR1974665_1.fastq.gz	fastq	reads	GSM1657993	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995983-SRR1974665-/SRR1974665_2.fastq.gz	fastq	reads	GSM1657993	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995984-SRR1974666-/SRR1974666_1.fastq.gz	fastq	reads	GSM1657994	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995984-SRR1974666-/SRR1974666_2.fastq.gz	fastq	reads	GSM1657994	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995985-SRR1974667-/SRR1974667_1.fastq.gz	fastq	reads	GSM1657995	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995985-SRR1974667-/SRR1974667_2.fastq.gz	fastq	reads	GSM1657995	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995986-SRR1974668-/SRR1974668_1.fastq.gz	fastq	reads	GSM1657996	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995986-SRR1974668-/SRR1974668_2.fastq.gz	fastq	reads	GSM1657996	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995987-SRR1974669-/SRR1974669_1.fastq.gz	fastq	reads	GSM1657997	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995987-SRR1974669-/SRR1974669_2.fastq.gz	fastq	reads	GSM1657997	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995988-SRR1974670-/SRR1974670_1.fastq.gz	fastq	reads	GSM1657998	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995988-SRR1974670-/SRR1974670_2.fastq.gz	fastq	reads	GSM1657998	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995989-SRR1974671-/SRR1974671_1.fastq.gz	fastq	reads	GSM1657999	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995989-SRR1974671-/SRR1974671_2.fastq.gz	fastq	reads	GSM1657999	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995990-SRR1974672-/SRR1974672_1.fastq.gz	fastq	reads	GSM1658000	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995990-SRR1974672-/SRR1974672_2.fastq.gz	fastq	reads	GSM1658000	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995991-SRR1974673-/SRR1974673_1.fastq.gz	fastq	reads	GSM1658001	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995991-SRR1974673-/SRR1974673_2.fastq.gz	fastq	reads	GSM1658001	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995992-SRR1974674-/SRR1974674_1.fastq.gz	fastq	reads	GSM1658002	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995992-SRR1974674-/SRR1974674_2.fastq.gz	fastq	reads	GSM1658002	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995993-SRR1974675-/SRR1974675_1.fastq.gz	fastq	reads	GSM1658003	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995993-SRR1974675-/SRR1974675_2.fastq.gz	fastq	reads	GSM1658003	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995994-SRR1974676-/SRR1974676_1.fastq.gz	fastq	reads	GSM1658004	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995994-SRR1974676-/SRR1974676_2.fastq.gz	fastq	reads	GSM1658004	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995995-SRR1974677-/SRR1974677_1.fastq.gz	fastq	reads	GSM1658005	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995995-SRR1974677-/SRR1974677_2.fastq.gz	fastq	reads	GSM1658005	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995996-SRR1974678-/SRR1974678_1.fastq.gz	fastq	reads	GSM1658006	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995996-SRR1974678-/SRR1974678_2.fastq.gz	fastq	reads	GSM1658006	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995997-SRR1974679-/SRR1974679_1.fastq.gz	fastq	reads	GSM1658007	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995997-SRR1974679-/SRR1974679_2.fastq.gz	fastq	reads	GSM1658007	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995998-SRR1974680-/SRR1974680_1.fastq.gz	fastq	reads	GSM1658008	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995998-SRR1974680-/SRR1974680_2.fastq.gz	fastq	reads	GSM1658008	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995999-SRR1974681-/SRR1974681_1.fastq.gz	fastq	reads	GSM1658009	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX995-SRX995999-SRR1974681-/SRR1974681_2.fastq.gz	fastq	reads	GSM1658009	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996000-SRR1974682-/SRR1974682_1.fastq.gz	fastq	reads	GSM1658010	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996000-SRR1974682-/SRR1974682_2.fastq.gz	fastq	reads	GSM1658010	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996001-SRR1974683-/SRR1974683_1.fastq.gz	fastq	reads	GSM1658011	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996001-SRR1974683-/SRR1974683_2.fastq.gz	fastq	reads	GSM1658011	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996002-SRR1974684-/SRR1974684_1.fastq.gz	fastq	reads	GSM1658012	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996002-SRR1974684-/SRR1974684_2.fastq.gz	fastq	reads	GSM1658012	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996003-SRR1974685-/SRR1974685_1.fastq.gz	fastq	reads	GSM1658013	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996003-SRR1974685-/SRR1974685_2.fastq.gz	fastq	reads	GSM1658013	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996004-SRR1974686-/SRR1974686_1.fastq.gz	fastq	reads	GSM1658014	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996004-SRR1974686-/SRR1974686_2.fastq.gz	fastq	reads	GSM1658014	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996005-SRR1974687-/SRR1974687_1.fastq.gz	fastq	reads	GSM1658015	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996005-SRR1974687-/SRR1974687_2.fastq.gz	fastq	reads	GSM1658015	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996006-SRR1974688-/SRR1974688_1.fastq.gz	fastq	reads	GSM1658016	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996006-SRR1974688-/SRR1974688_2.fastq.gz	fastq	reads	GSM1658016	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996007-SRR1974689-/SRR1974689_1.fastq.gz	fastq	reads	GSM1658017	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996007-SRR1974689-/SRR1974689_2.fastq.gz	fastq	reads	GSM1658017	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996008-SRR1974690-/SRR1974690_1.fastq.gz	fastq	reads	GSM1658018	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996008-SRR1974690-/SRR1974690_2.fastq.gz	fastq	reads	GSM1658018	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996009-SRR1974691-/SRR1974691_1.fastq.gz	fastq	reads	GSM1658019	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996009-SRR1974691-/SRR1974691_2.fastq.gz	fastq	reads	GSM1658019	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996010-SRR1974692-/SRR1974692_1.fastq.gz	fastq	reads	GSM1658020	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996010-SRR1974692-/SRR1974692_2.fastq.gz	fastq	reads	GSM1658020	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996011-SRR1974693-/SRR1974693_1.fastq.gz	fastq	reads	GSM1658021	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996011-SRR1974693-/SRR1974693_2.fastq.gz	fastq	reads	GSM1658021	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996012-SRR1974694-/SRR1974694_1.fastq.gz	fastq	reads	GSM1658022	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996012-SRR1974694-/SRR1974694_2.fastq.gz	fastq	reads	GSM1658022	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996013-SRR1974695-/SRR1974695_1.fastq.gz	fastq	reads	GSM1658023	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996013-SRR1974695-/SRR1974695_2.fastq.gz	fastq	reads	GSM1658023	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996014-SRR1974696-/SRR1974696_1.fastq.gz	fastq	reads	GSM1658024	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996014-SRR1974696-/SRR1974696_2.fastq.gz	fastq	reads	GSM1658024	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996015-SRR1974697-/SRR1974697_1.fastq.gz	fastq	reads	GSM1658025	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996015-SRR1974697-/SRR1974697_2.fastq.gz	fastq	reads	GSM1658025	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996016-SRR1974698-/SRR1974698_1.fastq.gz	fastq	reads	GSM1658026	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996016-SRR1974698-/SRR1974698_2.fastq.gz	fastq	reads	GSM1658026	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996017-SRR1974699-/SRR1974699_1.fastq.gz	fastq	reads	GSM1658027	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996017-SRR1974699-/SRR1974699_2.fastq.gz	fastq	reads	GSM1658027	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996018-SRR1974700-/SRR1974700_1.fastq.gz	fastq	reads	GSM1658028	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996018-SRR1974700-/SRR1974700_2.fastq.gz	fastq	reads	GSM1658028	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996019-SRR1974701-/SRR1974701_1.fastq.gz	fastq	reads	GSM1658029	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996019-SRR1974701-/SRR1974701_2.fastq.gz	fastq	reads	GSM1658029	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996020-SRR1974702-/SRR1974702_1.fastq.gz	fastq	reads	GSM1658030	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996020-SRR1974702-/SRR1974702_2.fastq.gz	fastq	reads	GSM1658030	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996021-SRR1974703-/SRR1974703_1.fastq.gz	fastq	reads	GSM1658031	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996021-SRR1974703-/SRR1974703_2.fastq.gz	fastq	reads	GSM1658031	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996022-SRR1974704-/SRR1974704_1.fastq.gz	fastq	reads	GSM1658032	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996022-SRR1974704-/SRR1974704_2.fastq.gz	fastq	reads	GSM1658032	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996023-SRR1974705-/SRR1974705_1.fastq.gz	fastq	reads	GSM1658033	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996023-SRR1974705-/SRR1974705_2.fastq.gz	fastq	reads	GSM1658033	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996024-SRR1974706-/SRR1974706_1.fastq.gz	fastq	reads	GSM1658034	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996024-SRR1974706-/SRR1974706_2.fastq.gz	fastq	reads	GSM1658034	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996025-SRR1974707-/SRR1974707_1.fastq.gz	fastq	reads	GSM1658035	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996025-SRR1974707-/SRR1974707_2.fastq.gz	fastq	reads	GSM1658035	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996026-SRR1974708-/SRR1974708_1.fastq.gz	fastq	reads	GSM1658036	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996026-SRR1974708-/SRR1974708_2.fastq.gz	fastq	reads	GSM1658036	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996027-SRR1974709-/SRR1974709_1.fastq.gz	fastq	reads	GSM1658037	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996027-SRR1974709-/SRR1974709_2.fastq.gz	fastq	reads	GSM1658037	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996028-SRR1974710-/SRR1974710_1.fastq.gz	fastq	reads	GSM1658038	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996028-SRR1974710-/SRR1974710_2.fastq.gz	fastq	reads	GSM1658038	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996029-SRR1974711-/SRR1974711_1.fastq.gz	fastq	reads	GSM1658039	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996029-SRR1974711-/SRR1974711_2.fastq.gz	fastq	reads	GSM1658039	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996030-SRR1974712-/SRR1974712_1.fastq.gz	fastq	reads	GSM1658040	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996030-SRR1974712-/SRR1974712_2.fastq.gz	fastq	reads	GSM1658040	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996031-SRR1974713-/SRR1974713_1.fastq.gz	fastq	reads	GSM1658041	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996031-SRR1974713-/SRR1974713_2.fastq.gz	fastq	reads	GSM1658041	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996032-SRR1974714-/SRR1974714_1.fastq.gz	fastq	reads	GSM1658042	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996032-SRR1974714-/SRR1974714_2.fastq.gz	fastq	reads	GSM1658042	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996033-SRR1974715-/SRR1974715_1.fastq.gz	fastq	reads	GSM1658043	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996033-SRR1974715-/SRR1974715_2.fastq.gz	fastq	reads	GSM1658043	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996034-SRR1974716-/SRR1974716_1.fastq.gz	fastq	reads	GSM1658044	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996034-SRR1974716-/SRR1974716_2.fastq.gz	fastq	reads	GSM1658044	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996035-SRR1974717-/SRR1974717_1.fastq.gz	fastq	reads	GSM1658045	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996035-SRR1974717-/SRR1974717_2.fastq.gz	fastq	reads	GSM1658045	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996036-SRR1974718-/SRR1974718_1.fastq.gz	fastq	reads	GSM1658046	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996036-SRR1974718-/SRR1974718_2.fastq.gz	fastq	reads	GSM1658046	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996037-SRR1974719-/SRR1974719_1.fastq.gz	fastq	reads	GSM1658047	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996037-SRR1974719-/SRR1974719_2.fastq.gz	fastq	reads	GSM1658047	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996038-SRR1974720-/SRR1974720_1.fastq.gz	fastq	reads	GSM1658048	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996038-SRR1974720-/SRR1974720_2.fastq.gz	fastq	reads	GSM1658048	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996039-SRR1974721-/SRR1974721_1.fastq.gz	fastq	reads	GSM1658049	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996039-SRR1974721-/SRR1974721_2.fastq.gz	fastq	reads	GSM1658049	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996040-SRR1974722-/SRR1974722_1.fastq.gz	fastq	reads	GSM1658050	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996040-SRR1974722-/SRR1974722_2.fastq.gz	fastq	reads	GSM1658050	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996041-SRR1974723-/SRR1974723_1.fastq.gz	fastq	reads	GSM1658051	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996041-SRR1974723-/SRR1974723_2.fastq.gz	fastq	reads	GSM1658051	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996042-SRR1974724-/SRR1974724_1.fastq.gz	fastq	reads	GSM1658052	hg38	1
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996042-SRR1974724-/SRR1974724_2.fastq.gz	fastq	reads	GSM1658052	hg38	2
sraFiles/reads-ByExp-sra-SRX-SRX996-SRX996043-SRR1974725-/SRR1974725_1.fastq.gz	fastq	reads	GSM1658053	hg38	1
