accession	label	cell_type	tissue	_source_name	_study	__sample	__bsrate	__meth	__depth	__mapping	__uniq	__sites	__hmr_size	__hmr_count	__pmd_size	__pmd_count
SRX4138631	White Blood	White blood cells	NA	Blood	SRP149295	SRS3352531	0.990	0.702	7.816	0.833	0.873	0.979	1127.7	37170	17492.75	973
