accession	label	cell_type	tissue	_source_name	_study	__sample	__bsrate	__meth	__depth	__mapping	__uniq	__sites	__hmr_size	__hmr_count	__pmd_size	__pmd_count
DRX558042	Skin	NA	skin	NA	DRP012248	DRS426315	0.976	0.668	13.046	0.621	0.294	0.981	1184.88	43345	36476.74	1685
DRX558043	Skin	NA	skin	NA	DRP012248	DRS426316	0.974	0.671	13.374	0.623	0.310	0.982	1164.07	44531	32141.73	1642
DRX558044	Skin	NA	skin	NA	DRP012248	DRS426317	0.975	0.676	14.009	0.638	0.336	0.982	1104.19	49076	13472.03	2420
DRX558045	Skin	NA	skin	NA	DRP012248	DRS426318	0.973	0.678	13.961	0.640	0.333	0.982	1157.56	44385	15276.52	2552
DRX558046	Skin	NA	skin	NA	DRP012248	DRS426319	0.974	0.684	13.665	0.635	0.342	0.982	1126.47	44326	24635.92	1758
DRX558047	Skin	NA	skin	NA	DRP012248	DRS426320	0.976	0.683	13.459	0.603	0.335	0.981	1128.45	43408	24161.6	1723
DRX558048	Blood	NA	blood	NA	DRP012248	DRS426321	0.981	0.732	20.236	0.542	0.252	0.985	816.86	76489	8512.29	2610
DRX558049	Blood	NA	blood	NA	DRP012248	DRS426322	0.981	0.727	20.050	0.543	0.265	0.984	831.76	75329	8810.98	2398
SRX548709	Blood	NA	blood	NA	SRP039031	SRS616530	0.994	0.769	26.538	0.850	0.959	0.986	806.61	68612	8346.3	2498
