accession	label	cell_type	tissue	_source_name	_study	__sample	__bsrate	__meth	__depth	__mapping	__uniq	__sites	__hmr_size	__hmr_count	__pmd_size	__pmd_count
SRX21459100	Embyonic Kidney	human embyonic kidney	NA	HEK293T stably expressing dCas9-SSSavi and 6xgRNA	SRP456514	SRS18694972	0.994	0.641	7.336	0.739	0.803	0.938	8906.56	61138	350435.73	2015
SRX21459101	Embyonic Kidney	human embyonic kidney	NA	HEK293T stably expressing dCas9-SSSavi and 6xgRNA	SRP456514	SRS18694973	0.991	0.740	9.057	0.801	0.831	0.942	17604.43	39724	696092.54	1296
SRX21481454	Cell Line	iPSC	cell line	cell line	SRP456983	SRS18714039	0.975	0.797	14.391	0.921	0.530	0.968	1183.37	36528	7819.06	4255
SRX21481455	Cell Line	iPSC	cell line	cell line	SRP456983	SRS18714040	0.977	0.675	15.919	0.921	0.493	0.970	2540.26	40639	49285.39	2725
SRX21481456	Cell Line	iPSC	cell line	cell line	SRP456983	SRS18714041	0.972	0.858	13.556	0.920	0.476	0.968	1239.22	36561	9245.85	4726
SRX21481457	Cell Line	iPSC	cell line	cell line	SRP456983	SRS18714042	0.971	0.768	11.227	0.920	0.499	0.966	2855.06	37835	81514.71	1700
SRX21481458	Cell Line	Definitive Endoderm	cell line	cell line	SRP456983	SRS18714043	0.981	0.670	16.357	0.920	0.471	0.970	3127.72	39927	54180.58	2841
SRX2156919	Fibroblast Of Arm	fibroblast of arm	NA	NA	SRP012412	SRS1313065	0.989	0.601	23.412	0.726	0.726	0.964	9739.62	85025	325776.74	3476
SRX2156920	Fibroblast Of Arm	fibroblast of arm	NA	NA	SRP012412	SRS1313066	0.988	0.602	26.951	0.752	0.709	0.967	9548.29	87689	326414.36	3480
SRX2156983	Mammary Epithelial	mammary epithelial cell	NA	NA	SRP012412	SRS1686838	0.984	0.709	19.683	0.702	0.255	0.965	2982.72	72120	503683.7	2123
SRX2156984	Mammary Epithelial	mammary epithelial cell	NA	NA	SRP012412	SRS1686839	0.984	0.710	16.928	0.698	0.363	0.962	2997.89	68994	509263.13	2099
SRX2157007	Cell Line	NA	NA	NA	SRP012412	SRS1686844	0.994	0.263	25.052	0.788	0.784	0.959	13397.04	130854	200282.86	8554
SRX2157008	Cell Line	NA	NA	NA	SRP012412	SRS1686843	0.994	0.266	24.230	0.593	0.494	0.958	12922.58	135024	189570.76	8914
SRX2157045	Hepatocellular Carcinoma	NA	NA	NA	SRP012412	SRS1686846	0.994	0.432	13.275	0.766	0.166	0.960	17046.92	53673	763850.74	2363
SRX2157046	Hepatocellular Carcinoma	NA	NA	NA	SRP012412	SRS1686847	0.994	0.443	26.744	0.668	0.928	0.959	10196.73	113066	723933.06	2542
SRX2157047	Cell Line	NA	NA	NA	SRP012412	SRS1686848	0.992	0.477	21.442	0.778	0.738	0.955	9194.69	76501	987783.43	1705
SRX2157048	Cell Line	NA	NA	NA	SRP012412	SRS1686849	0.993	0.518	26.749	0.802	0.866	0.960	12572.42	56638	992706.03	1720
SRX2159826	prostate cancer cell line (LNCaP)	NA	prostate cancer cell line (LNCaP)	LNCAP	SRP089722	SRS1688787	0.995	0.460	6.397	0.864	0.955	0.942	14072.9	55141	219732.65	3549
SRX2159827	prostate cancer cell line (LNCaP)	NA	prostate cancer cell line (LNCaP)	LNCAP	SRP089722	SRS1688788	0.995	0.459	5.092	0.868	0.963	0.930	16118.43	45639	271194.22	2872
SRX2159828	prostate cancer cell line (LNCaP)	NA	prostate cancer cell line (LNCaP)	LNCAP	SRP089722	SRS1688789	0.995	0.460	3.819	0.868	0.971	0.908	18824.23	34346	311172.43	2490
SRX2159829	prostate cancer cell line (LNCaP)	NA	prostate cancer cell line (LNCaP)	LNCAP	SRP089722	SRS1688790	0.995	0.459	6.267	0.851	0.947	0.940	14384.77	53361	223291.21	3497
SRX2159830	prostate cancer cell line (LNCaP)	NA	prostate cancer cell line (LNCaP)	LNCAP	SRP089722	SRS1688791	0.995	0.459	6.137	0.854	0.948	0.939	14474.21	53190	222542.59	3505
SRX2159831	primary prostate epithelial cells (PrEC)	NA	primary prostate epithelial cells (PrEC)	PrEC	SRP089722	SRS1688792	0.996	0.675	6.185	0.878	0.965	0.944	1243.17	50602	30882.56	716
SRX2159832	primary prostate epithelial cells (PrEC)	NA	primary prostate epithelial cells (PrEC)	PrEC	SRP089722	SRS1688793	0.996	0.672	6.002	0.878	0.965	0.942	1287.73	48034	28371.15	871
SRX2159833	primary prostate epithelial cells (PrEC)	NA	primary prostate epithelial cells (PrEC)	PrEC	SRP089722	SRS1688794	0.996	0.672	6.162	0.878	0.964	0.942	1256.66	50058	27778.69	891
SRX2159834	primary prostate epithelial cells (PrEC)	NA	primary prostate epithelial cells (PrEC)	PrEC	SRP089722	SRS1688795	0.995	0.669	2.380	0.876	0.979	0.849	1852.34	33254	64260.83	326
SRX2174425	Retina	NA	NA	retina	SRP090105	SRS1701734	0.994	0.633	20.439	0.713	0.877	0.937	8160.22	77755	306965.68	2679
SRX2174426	Retina	NA	NA	retina	SRP090105	SRS1701735	0.993	0.633	19.356	0.684	0.887	0.934	7874.18	79924	308568.6	2665
