hg6	Dec. 12, 2000	/projects/hg2/gs.6/oo.27/nib
hg7	April 1, 2001	/projects/hg3/gs.7/oo.29/nib
hg8	Aug. 6, 2001	/projects/hg3/gs.8/oo.33/nib
hg10	Dec. 22, 2001	/cluster/store1/gs.11/build28/nib
