accession	label	cell_type	tissue	_source_name	_study	__sample	__bsrate	__meth	__depth	__mapping	__uniq	__sites	__hmr_size	__hmr_count	__pmd_size	__pmd_count
SRX1054880	Blood	NA	blood	NA	SRP059313	SRS957625	0.994	0.670	21.388	0.817	0.951	0.990	984.95	44531	9046.85	2294
SRX6812139	LCL	NA	LCL	NA	SRP220230	SRS5356064	0.976	0.481	15.323	0.825	0.505	0.986	16391.86	52046	799885.75	2060
SRX6812140	LCL	NA	LCL	NA	SRP220230	SRS5356065	0.983	0.674	15.965	0.817	0.513	0.986	3701.99	37675	1043990.44	1107
