accession	label	cell_type	tissue	_source_name	_study	__sample	__bsrate	__meth	__depth	__mapping	__uniq	__sites	__hmr_size	__hmr_count	__pmd_size	__pmd_count
SRX7885094	Breast	NA	breast tissue	breast tissue	SRP252164	SRS6294808	0.986	0.503	39.159	0.848	0.766	0.958	997.88	27371	13813.99	1284
SRX7885095	Breast	NA	breast tissue	breast tissue	SRP252164	SRS6294809	0.989	0.518	27.014	0.808	0.857	0.960	1057.72	24754	12219.04	1349
SRX7885096	Breast	NA	breast tissue	breast tissue	SRP252164	SRS6294810	0.987	0.488	37.155	0.851	0.757	0.958	976.31	26025	11912.53	1097
SRX7885098	Breast	NA	breast tissue	breast tissue	SRP252164	SRS6294812	0.988	0.438	40.675	0.841	0.685	0.957	1001.44	28076	15441.17	1124
SRX7885100	Breast	NA	breast tissue	breast tissue	SRP252164	SRS6294814	0.926	0.499	38.738	0.821	0.627	0.956	1283.71	26849	21901.62	1150
SRX7885102	Breast	NA	breast tissue	breast tissue	SRP252164	SRS6294816	0.985	0.482	29.654	0.844	0.618	0.954	1048.18	26199	14049.99	1275
SRX7885103	Ileum	NA	ileum tissue	ileum tissue	SRP252164	SRS6294817	0.989	0.522	39.232	0.801	0.818	0.962	951.32	30332	12989.77	1190
SRX7885104	Ileum	NA	ileum tissue	ileum tissue	SRP252164	SRS6294818	0.989	0.526	35.228	0.770	0.816	0.955	1006.56	28670	13649.16	1162
SRX7885105	Ileum	NA	ileum tissue	ileum tissue	SRP252164	SRS6294819	0.989	0.536	32.351	0.809	0.837	0.959	1019.47	26398	13127.72	1222
SRX7885106	Ileum	NA	ileum tissue	ileum tissue	SRP252164	SRS6294820	0.989	0.521	39.123	0.771	0.811	0.964	949.45	28436	12482.98	1253
SRX7885107	Ileum	NA	ileum tissue	ileum tissue	SRP252164	SRS6294821	0.989	0.516	30.790	0.780	0.834	0.959	1030.05	27736	13770.22	1150
SRX7885108	Ileum	NA	ileum tissue	ileum tissue	SRP252164	SRS6294822	0.989	0.523	36.222	0.808	0.831	0.962	993.95	27198	12784.83	1372
SRX7885109	Ileum	NA	ileum tissue	ileum tissue	SRP252164	SRS6294823	0.989	0.522	41.448	0.793	0.779	0.959	958.15	30515	13411.13	1231
SRX7885110	Ileum	NA	ileum tissue	ileum tissue	SRP252164	SRS6294824	0.989	0.529	26.158	0.792	0.861	0.950	1063.34	26205	13065.71	1200
SRX7885111	Ileum	NA	ileum tissue	ileum tissue	SRP252164	SRS6294825	0.989	0.527	59.719	0.780	0.839	0.966	963.07	29594	13254.71	1291
SRX7885112	Jejunum	NA	jejunum tissue	jejunum tissue	SRP252164	SRS6294826	0.989	0.513	36.190	0.774	0.766	0.960	989.29	27604	12785.29	1072
SRX7885113	Jejunum	NA	jejunum tissue	jejunum tissue	SRP252164	SRS6294827	0.988	0.515	37.616	0.790	0.787	0.962	984.17	29671	12888.97	1163
SRX7885114	Jejunum	NA	jejunum tissue	jejunum tissue	SRP252164	SRS6294828	0.989	0.531	40.939	0.822	0.792	0.956	971.43	27615	13193.17	997
SRX7885115	Jejunum	NA	jejunum tissue	jejunum tissue	SRP252164	SRS6294829	0.989	0.538	46.047	0.823	0.779	0.964	933.46	28997	12273.08	1163
SRX7885116	Jejunum	NA	jejunum tissue	jejunum tissue	SRP252164	SRS6294830	0.988	0.536	42.656	0.815	0.794	0.964	945.8	28513	12771.36	1180
SRX7885117	Jejunum	NA	jejunum tissue	jejunum tissue	SRP252164	SRS6294831	0.989	0.545	41.371	0.788	0.780	0.963	972.18	27643	13330.8	1001
SRX7885118	Jejunum	NA	jejunum tissue	jejunum tissue	SRP252164	SRS6294832	0.989	0.532	38.010	0.854	0.810	0.956	989.77	27240	12108.21	1162
SRX7885119	Jejunum	NA	jejunum tissue	jejunum tissue	SRP252164	SRS6294833	0.989	0.541	37.380	0.804	0.790	0.961	952.6	27762	11744.07	1230
SRX7885120	Jejunum	NA	jejunum tissue	jejunum tissue	SRP252164	SRS6294834	0.989	0.534	40.751	0.812	0.779	0.957	989.14	27932	14933.38	759
SRX7885121	Jejunum	NA	jejunum tissue	jejunum tissue	SRP252164	SRS6294835	0.989	0.527	41.196	0.811	0.799	0.962	976.98	27855	12797.08	1095
SRX7885122	Jejunum	NA	jejunum tissue	jejunum tissue	SRP252164	SRS6294836	0.989	0.541	43.234	0.796	0.754	0.964	944.99	27876	12527.63	1133
SRX7885123	Jejunum	NA	jejunum tissue	jejunum tissue	SRP252164	SRS6294837	0.988	0.543	40.597	0.784	0.768	0.963	932.58	27934	11849.13	1342
SRX7885124	Jejunum	NA	jejunum tissue	jejunum tissue	SRP252164	SRS6294838	0.989	0.532	43.518	0.811	0.780	0.962	953.2	28589	12696.36	1125
SRX7885125	Jejunum	NA	jejunum tissue	jejunum tissue	SRP252164	SRS6294839	0.988	0.530	39.325	0.804	0.798	0.962	978.01	27755	12943.85	1097
SRX9624117	Liver	NA	liver	NA	SRP295626	SRS7825333	0.993	0.617	14.169	0.739	0.777	0.928	1160.73	21314	10085.73	807
SRX9624118	Liver	NA	liver	NA	SRP295626	SRS7825334	0.993	0.643	11.473	0.824	0.801	0.870	1317.11	20992	10296.95	904
SRX9624119	Liver	NA	liver	NA	SRP295626	SRS7825335	0.994	0.628	12.808	0.848	0.793	0.886	1251.27	21223	10354.25	868
SRX9624120	Liver	NA	liver	NA	SRP295626	SRS7825336	0.993	0.611	15.073	0.818	0.734	0.921	1206.05	21553	10869.99	897
SRX9624121	Liver	NA	liver	NA	SRP295626	SRS7825337	0.993	0.594	14.207	0.815	0.764	0.934	1108.53	22261	11329.08	690
SRX9624122	Liver	NA	liver	NA	SRP295626	SRS7825338	0.988	0.598	16.723	0.821	0.764	0.938	1106.2	22408	11077.17	828
SRX9624123	Liver	NA	liver	NA	SRP295626	SRS7825339	0.993	0.578	16.216	0.823	0.745	0.939	1082.19	22196	10785.45	855
